left_out,bps,n,ev_r,pf,win_rate,cum_r,max_dd_r,recovery_factor,tp_rate,sl_rate,time_rate,cum_return_proxy_pct_at_025,max_dd_proxy_pct_at_025,median_hold_hours,positive
2023,2.0,66,-0.12426966545099254,0.8113558246059489,0.36363636363636365,-8.201797919765507,10.35681771379813,-0.7919225911293637,0.36363636363636365,0.6363636363636364,0.0,-2.050449479941377,2.5892044284495324,7.091666666666667,False
2024,2.0,86,-0.08548905853499944,0.8672406919819645,0.38372093023255816,-7.352059034009952,15.665866569617801,-0.4693043312566219,0.38372093023255816,0.6162790697674418,0.0,-1.838014758502488,3.9164666424044503,7.091666666666667,False
2025,2.0,100,-0.14591350568587852,0.7821564011417141,0.36,-14.591350568587853,16.746370362620475,-0.8713142163126384,0.36,0.64,0.0,-3.647837642146963,4.186592590655119,7.066666666666666,False
2026,2.0,57,-0.2732715879880152,0.6238210700505363,0.3157894736842105,-15.576480515316867,15.665866569617801,-0.9942942157777414,0.3157894736842105,0.6842105263157895,0.0,-3.8941201288292167,3.9164666424044503,6.95,False
