flow_id,signal_time,side,horizon,state,signal_close,atr14,passage_time,delay_h,total12_atr,residual12_atr,mae12_atr,mfe12_atr,stop15_touch,frozen_signed12_atr
770,2022-04-20 07:00:00+00:00,-1,2H,ACCEPT_FIRST,41446.6,80.72857142857174,2022-04-20 07:15:00+00:00,0.25,3.960184038223272,3.4601840382232947,8.92125287559726,8.009555830826354,True,3.960184038223272
771,2022-04-20 19:15:00+00:00,-1,2H,ADVERSE_FIRST,41185.3,176.85000000000113,2022-04-20 20:00:00+00:00,0.75,-2.337574215436763,-1.8375742154367498,3.294882668928433,0.45688436528132537,True,-2.337574215436763
772,2022-04-21 07:15:00+00:00,1,2H,ACCEPT_FIRST,41598.7,115.31428571428582,2022-04-21 07:45:00+00:00,0.5,-0.83944499504456,-1.3394449950445397,2.503592666005919,11.85716055500497,True,-0.83944499504456
773,2022-04-21 19:15:00+00:00,-1,2H,ACCEPT_FIRST,41501.9,213.93571428571417,2022-04-21 19:30:00+00:00,0.25,5.129578311241704,4.629578311241693,0.20473439951919442,8.749824713699054,False,5.129578311241704
774,2022-04-22 08:00:00+00:00,1,2H,ADVERSE_FIRST,40618.9,148.6285714285706,2022-04-22 08:15:00+00:00,0.25,-7.729334871203445,-7.229334871203425,9.997404844290722,0.08410226835832418,True,-7.729334871203445
775,2022-04-22 20:00:00+00:00,-1,2H,ACCEPT_FIRST,39470.1,180.25714285714275,2022-04-22 20:15:00+00:00,0.25,-0.3450626089713352,-0.8450626089713251,2.0798066254557073,1.1711047709621103,True,-0.3450626089713352
776,2022-04-23 15:30:00+00:00,1,2H,ACCEPT_FIRST,39738.7,99.13571428571491,2022-04-23 15:45:00+00:00,0.25,0.19367389581386224,-0.306326104186143,4.672382736508335,2.6357806758412115,True,0.1936738958138622
777,2022-04-24 09:00:00+00:00,1,2H,ACCEPT_FIRST,39714.6,66.65714285714317,2022-04-24 09:15:00+00:00,0.25,-3.3154736390912833,-3.8154736390913184,12.459279897128102,3.2404629232747384,True,-3.315473639091284
778,2022-04-24 21:00:00+00:00,1,2H,ACCEPT_FIRST,39493.6,103.39999999999938,2022-04-24 21:15:00+00:00,0.25,-10.856866537717652,-11.356866537717627,13.371373307543587,2.4796905222437426,True,-10.856866537717652
779,2022-04-25 09:00:00+00:00,1,2H,ADVERSE_FIRST,38371.0,193.30000000000084,2022-04-25 09:15:00+00:00,0.25,9.349198137609877,9.849198137609882,1.0398344542162397,10.44490429384372,False,9.349198137609877
780,2022-04-25 21:30:00+00:00,1,2H,ACCEPT_FIRST,40176.0,225.75714285714224,2022-04-25 22:30:00+00:00,1.0,1.1091564892741979,0.6091564892742048,0.2329937353666967,2.7640321457951096,False,1.109156489274198
781,2022-04-26 09:30:00+00:00,1,2H,ADVERSE_FIRST,40426.4,117.50714285714275,2022-04-26 09:45:00+00:00,0.25,-17.72487994650785,-17.224879946507865,23.372196219074862,1.7207464591817894,True,-17.72487994650785
782,2022-04-26 21:30:00+00:00,-1,2H,ACCEPT_FIRST,38343.6,281.1214285714294,2022-04-26 22:30:00+00:00,1.0,-2.2520517315852207,-2.7520517315852095,3.1022181568716984,2.389714663211096,True,-2.2520517315852207
783,2022-04-27 09:30:00+00:00,1,2H,ACCEPT_FIRST,38976.7,202.12142857142732,2022-04-27 09:45:00+00:00,0.25,1.5950807506096223,1.0950807506096327,2.843340283422274,2.4406120790190067,True,1.5950807506096225
784,2022-04-27 22:45:00+00:00,1,2H,ACCEPT_FIRST,39050.1,166.04285714285652,2022-04-27 23:15:00+00:00,0.5,3.9140497289856553,3.4140497289856775,0.10298545986405426,4.986062118213914,False,3.9140497289856553
785,2022-04-28 10:45:00+00:00,1,2H,ADVERSE_FIRST,39700.0,150.0214285714293,2022-04-28 11:15:00+00:00,0.5,0.6005808693995969,1.1005808693996055,5.587201828310194,4.510022377755527,True,0.6005808693995969
786,2022-04-28 22:45:00+00:00,-1,2H,ACCEPT_FIRST,39790.1,173.30000000000032,2022-04-28 23:30:00+00:00,0.75,5.7738026543565875,5.27380265435658,0.7772648586266827,6.583958453548747,False,5.773802654356588
787,2022-04-29 10:45:00+00:00,-1,2H,ADVERSE_FIRST,38789.5,164.2785714285705,2022-04-29 11:00:00+00:00,0.25,1.2624896734640796,1.7624896734640811,3.6432018783425573,3.8319057350319796,True,1.2624896734640796
788,2022-04-29 23:45:00+00:00,-1,2H,ADVERSE_FIRST,38572.2,101.34285714285683,2022-04-30 00:00:00+00:00,0.25,0.07203270369321906,0.572032703693196,2.076120665351022,0.9926698618550776,True,0.072032703693219
789,2022-04-30 16:00:00+00:00,-1,2H,ADVERSE_FIRST,38478.9,149.28571428571584,2022-04-30 16:15:00+00:00,0.25,3.3285167464114584,3.8285167464114394,0.7267942583731982,7.5620095693779215,False,3.3285167464114584
790,2022-05-01 04:15:00+00:00,1,2H,ADVERSE_FIRST,37965.5,156.0857142857141,2022-05-01 04:30:00+00:00,0.25,3.7037342119714394,4.203734211971436,0.9834340106168784,4.581457074867285,False,3.70373421197144
791,2022-05-01 16:15:00+00:00,-1,2H,ACCEPT_FIRST,38543.6,148.97857142857123,2022-05-01 16:45:00+00:00,0.5,-0.49940068082659145,-0.999400680826581,1.7814642566045094,6.165987438270124,True,-0.4994006808265914
792,2022-05-02 04:15:00+00:00,1,2H,ACCEPT_FIRST,38618.0,102.8785714285706,2022-05-02 04:30:00+00:00,0.25,1.6339651461501068,1.1339651461500764,3.8880788724571587,5.8709990974103095,True,1.6339651461501068
793,2022-05-02 16:30:00+00:00,1,2H,ADVERSE_FIRST,38713.9,283.2571428571438,2022-05-02 16:45:00+00:00,0.25,-0.7908008876336469,-0.290800887633655,2.4066471656243773,0.6979523905587932,True,-0.7908008876336469
794,2022-05-03 13:30:00+00:00,-1,2H,AMBIGUOUS_SAME_BAR,38294.9,123.16428571428592,,,3.334570550368295,,1.4947514933596098,6.453169402076218,False,3.334570550368295
795,2022-05-04 01:30:00+00:00,-1,2H,ADVERSE_FIRST,37884.2,94.04999999999875,2022-05-04 02:00:00+00:00,0.5,-11.060074428495675,-10.560074428495653,13.990430622009788,0.34343434343430157,True,-11.060074428495676
796,2022-05-04 13:30:00+00:00,1,2H,ADVERSE_FIRST,38924.4,134.05714285714308,2022-05-04 13:45:00+00:00,0.25,5.62670502983798,6.126705029837977,2.419863597612965,8.558290707587336,True,5.62670502983798
797,2022-05-05 02:15:00+00:00,-1,2H,ADVERSE_FIRST,39706.1,73.06428571428478,2022-05-05 02:30:00+00:00,0.25,14.447551080262166,14.94755108026214,1.9010655978101918,17.876038713461934,True,14.447551080262166
798,2022-05-05 14:15:00+00:00,-1,2H,ACCEPT_FIRST,38650.5,154.27142857142826,2022-05-05 14:30:00+00:00,0.25,13.78025743124367,13.280257431243658,0.06093156773776305,21.147791462172467,False,13.78025743124367
799,2022-05-06 02:45:00+00:00,1,2H,ADVERSE_FIRST,36415.9,123.39285714285818,2022-05-06 03:15:00+00:00,0.5,-2.3510274963820237,-1.8510274963820361,9.853892908827715,0.9725036179449991,True,-2.351027496382024
800,2022-05-06 14:45:00+00:00,1,2H,ACCEPT_FIRST,36125.8,362.83571428571406,2022-05-06 15:15:00+00:00,0.5,-0.5090458097919291,-1.0090458097919277,0.897927042935615,0.8284741224875449,False,-0.5090458097919291
801,2022-05-07 03:30:00+00:00,1,2H,ADVERSE_FIRST,35839.9,83.40714285714265,2022-05-07 03:45:00+00:00,0.25,1.1749593217436014,1.6749593217436327,1.6425451742742185,3.5740344266506723,True,1.1749593217436014
802,2022-05-07 19:45:00+00:00,-1,2H,ACCEPT_FIRST,35858.4,55.38571428571491,2022-05-07 20:00:00+00:00,0.25,22.847046685581404,22.347046685581393,0.0,30.845499097239813,False,22.847046685581404
803,2022-05-08 09:30:00+00:00,1,2H,ADVERSE_FIRST,34610.9,145.54999999999927,2022-05-08 09:45:00+00:00,0.25,-1.2250085881140762,-0.7250085881140638,6.498797664033021,1.799381655788408,True,-1.2250085881140762
804,2022-05-08 22:00:00+00:00,-1,2H,ADVERSE_FIRST,34165.7,173.17857142857142,2022-05-08 22:45:00+00:00,0.75,4.707857290162895,5.2078572901628775,0.8713549185399136,6.038275933182083,False,4.707857290162895
805,2022-05-09 10:00:00+00:00,1,2H,ADVERSE_FIRST,33350.4,203.38571428571439,2022-05-09 10:15:00+00:00,0.25,-11.789913605394396,-11.289913605394393,14.998103533047692,0.4174334480578843,True,-11.789913605394396
806,2022-05-09 22:00:00+00:00,-1,2H,ADVERSE_FIRST,30952.5,567.807142857143,2022-05-09 22:30:00+00:00,0.5,-0.730353616041665,-0.230353616041666,2.9895714088032896,2.2033889776458273,True,-0.730353616041665
807,2022-05-10 10:00:00+00:00,1,2H,ACCEPT_FIRST,31367.2,308.92857142857196,2022-05-10 10:15:00+00:00,0.25,-2.390520231213869,-2.8905202312138694,4.006104046242775,3.30238150289017,True,-2.390520231213869
808,2022-05-10 22:00:00+00:00,-1,2H,ADVERSE_FIRST,30628.7,295.37142857142834,2022-05-10 22:15:00+00:00,0.25,-4.767556587347656,-4.267556587347652,5.311617334107174,1.4920197330237994,True,-4.767556587347656
809,2022-05-11 10:00:00+00:00,1,2H,ADVERSE_FIRST,32036.9,437.22857142857146,2022-05-11 10:15:00+00:00,0.25,-6.68414689930079,-6.184146899300794,10.031137685421163,0.1662745866823432,True,-6.68414689930079
810,2022-05-11 22:00:00+00:00,1,2H,ADVERSE_FIRST,29114.4,643.0214285714285,2022-05-11 22:30:00+00:00,0.5,-2.0318140919542786,-1.531814091954276,3.862079690745701,1.7769236750608157,True,-2.031814091954278
811,2022-05-12 10:00:00+00:00,1,2H,ACCEPT_FIRST,27807.9,602.0642857142858,2022-05-12 10:15:00+00:00,0.25,1.2385720556656217,0.7385720556656195,0.13935388959413686,3.574203039542522,False,1.2385720556656217
812,2022-05-13 02:00:00+00:00,1,2H,ACCEPT_FIRST,29591.3,294.07142857142884,2022-05-13 02:15:00+00:00,0.25,3.807238280301194,3.3072382803011964,0.30604809327179955,5.03721156181685,False,3.807238280301194
813,2022-05-13 14:00:00+00:00,1,2H,ACCEPT_FIRST,30710.9,247.98571428571398,2022-05-13 14:15:00+00:00,0.25,-4.28290800161301,-4.782908001613011,6.1729362290454715,1.2464427674405165,True,-4.28290800161301
814,2022-05-14 02:00:00+00:00,-1,2H,ADVERSE_FIRST,29648.8,201.5857142857151,2022-05-14 02:30:00+00:00,0.5,4.3832471121819605,4.883247112181955,0.5625398625186074,4.984480192757399,False,4.3832471121819605
815,2022-05-14 14:00:00+00:00,1,2H,ACCEPT_FIRST,28765.2,212.0,2022-05-14 14:15:00+00:00,0.25,5.145754716981122,4.645754716981122,0.7683962264151012,7.485849056603773,False,5.145754716981122
816,2022-05-15 02:30:00+00:00,1,2H,ACCEPT_FIRST,29765.0,169.23571428571475,2022-05-15 02:45:00+00:00,0.25,1.0854682817709886,0.5854682817709893,1.8731270839488405,4.668045414257363,True,1.0854682817709886
817,2022-05-15 14:30:00+00:00,1,2H,ACCEPT_FIRST,29948.7,221.04285714285783,2022-05-15 15:00:00+00:00,0.5,2.268338395915449,1.7683383959154517,0.5324759258062448,6.846183674788317,False,2.268338395915449
818,2022-05-16 02:45:00+00:00,1,2H,ADVERSE_FIRST,30489.7,166.0928571428576,2022-05-16 03:00:00+00:00,0.25,-6.141745151163287,-5.641745151163281,7.283275276308417,0.17159076248225988,True,-6.141745151163287
819,2022-05-16 14:45:00+00:00,-1,2H,ADVERSE_FIRST,29469.6,288.3142857142856,2022-05-16 15:00:00+00:00,0.25,-2.0109999009018047,-1.5109999009017998,2.7310474680408348,1.4473788524427689,True,-2.0109999009018047
820,2022-05-17 06:30:00+00:00,1,2H,ACCEPT_FIRST,30421.9,136.26428571428576,2022-05-17 06:45:00+00:00,0.25,-4.807569324317255,-5.307569324317254,7.352623578130742,2.730722859988456,True,-4.807569324317255
821,2022-05-17 18:30:00+00:00,-1,2H,ACCEPT_FIRST,29766.8,211.38571428571413,2022-05-17 18:45:00+00:00,0.25,-0.8600391971345515,-1.3600391971345558,4.414678651077928,0.5014529972291685,True,-0.8600391971345515
822,2022-05-18 06:30:00+00:00,-1,2H,ACCEPT_FIRST,29948.6,136.8499999999996,2022-05-18 06:45:00+00:00,0.25,5.8538545853123924,5.353854585312396,0.6547314578005294,8.9287541103398,False,5.853854585312392
823,2022-05-18 18:30:00+00:00,-1,2H,ADVERSE_FIRST,29147.5,208.99999999999974,2022-05-18 18:45:00+00:00,0.25,0.036363636363629444,0.53636363636363,1.851196172248813,2.4779904306220195,True,0.0363636363636294
824,2022-05-19 10:45:00+00:00,1,2H,ADVERSE_FIRST,29189.9,138.32142857142858,2022-05-19 11:00:00+00:00,0.25,7.172424477149486,7.672424477149481,0.6152336689904624,9.832894397108173,False,7.172424477149486
825,2022-05-20 01:30:00+00:00,-1,2H,ACCEPT_FIRST,30650.0,145.9071428571429,2022-05-20 01:45:00+00:00,0.25,1.77441621383464,1.274416213834648,0.2350810202183334,5.5562735595045805,False,1.77441621383464
826,2022-05-20 14:45:00+00:00,-1,2H,ACCEPT_FIRST,29485.7,212.50714285714326,2022-05-20 15:00:00+00:00,0.25,1.2940741487681062,0.7940741487680988,0.03529293133003926,3.687876037780239,False,1.2940741487681062
827,2022-05-21 02:45:00+00:00,1,2H,ADVERSE_FIRST,29210.7,124.95000000000073,2022-05-21 03:00:00+00:00,0.25,1.4253701480592038,1.9253701480592182,0.8243297318927523,2.7555022008803305,False,1.4253701480592038
828,2022-05-21 16:30:00+00:00,1,2H,ACCEPT_FIRST,29513.7,119.87857142857163,2022-05-21 16:45:00+00:00,0.25,-1.7108979324316425,-2.210897932431634,2.4199487576714676,0.6698444854912637,True,-1.7108979324316425
829,2022-05-22 09:15:00+00:00,1,2H,ACCEPT_FIRST,29586.1,54.06428571428556,2022-05-22 09:30:00+00:00,0.25,7.496630994847479,6.996630994847453,0.25340203461482336,13.759545514599088,False,7.496630994847479
830,2022-05-23 01:00:00+00:00,1,2H,ADVERSE_FIRST,30223.2,154.72857142857174,2022-05-23 02:00:00+00:00,1.0,1.4722555627365816,1.9722555627365934,1.18336257039979,2.81008217154463,False,1.4722555627365816
831,2022-05-23 17:30:00+00:00,-1,2H,ACCEPT_FIRST,30107.0,152.91428571428514,2022-05-23 18:00:00+00:00,0.5,5.008034379671165,4.508034379671159,0.38387518684604505,8.281109865470878,False,5.008034379671165
832,2022-05-24 06:30:00+00:00,1,2H,ACCEPT_FIRST,29266.9,76.12142857142862,2022-05-24 06:45:00+00:00,0.25,-0.03809702542931439,-0.5380970254293264,8.267054518157112,5.321760345312917,True,-0.0380970254293143
833,2022-05-24 18:45:00+00:00,1,2H,ACCEPT_FIRST,29163.1,183.21428571428623,2022-05-24 19:00:00+00:00,0.25,3.474619883040938,2.9746198830409276,0.09988304093566826,5.914385964912276,False,3.474619883040938
834,2022-05-25 06:45:00+00:00,1,2H,ADVERSE_FIRST,29799.7,114.9571428571427,2022-05-25 07:00:00+00:00,0.25,0.5645582204548096,1.064558220454813,4.085870510749359,2.1425375916490585,True,0.5645582204548096
835,2022-05-25 21:15:00+00:00,-1,2H,ACCEPT_FIRST,29823.0,159.73571428571424,2022-05-25 22:45:00+00:00,1.5,4.546885480481149,4.046885480481148,0.3380584000357735,6.153914948799358,False,4.546885480481149
836,2022-05-26 09:15:00+00:00,-1,2H,ADVERSE_FIRST,29096.7,169.05000000000032,2022-05-26 09:30:00+00:00,0.25,-2.7051168293404224,-2.205116829340415,4.089322685595965,6.770777876367938,True,-2.7051168293404224
837,2022-05-26 21:15:00+00:00,1,2H,ACCEPT_FIRST,29554.0,138.47857142857174,2022-05-26 22:00:00+00:00,0.75,-4.017950172796205,-4.517950172796192,6.760612781760964,0.7979573941300854,True,-4.017950172796205
838,2022-05-27 09:15:00+00:00,-1,2H,ACCEPT_FIRST,28997.6,187.4071428571429,2022-05-27 10:30:00+00:00,1.25,1.1595075656515565,0.6595075656515629,1.9860502344018025,3.937950222967564,True,1.1595075656515563
839,2022-05-27 22:00:00+00:00,1,2H,ADVERSE_FIRST,28844.9,159.82857142857185,2022-05-27 23:00:00+00:00,1.0,-0.4354665713264337,0.06453342867357281,2.0803539506614177,0.5793707543796819,True,-0.4354665713264337
840,2022-05-28 10:00:00+00:00,1,2H,ACCEPT_FIRST,28775.3,63.08571428571486,2022-05-28 10:15:00+00:00,0.25,3.4889039855072492,2.988903985507264,0.20606884057970828,7.773550724637634,False,3.488903985507249
841,2022-05-28 22:45:00+00:00,1,2H,ACCEPT_FIRST,28981.4,49.87142857142914,2022-05-28 23:00:00+00:00,0.25,3.262389000286355,2.7623890002863423,3.1360641649956964,4.936694356917673,True,3.262389000286355
842,2022-05-29 12:30:00+00:00,1,2H,ACCEPT_FIRST,29335.2,101.5714285714291,2022-05-29 12:45:00+00:00,0.25,-0.16933895921238323,-0.6693389592123755,2.6316455696202325,2.5597749648382426,True,-0.1693389592123832
843,2022-05-30 00:30:00+00:00,1,2H,ACCEPT_FIRST,29318.0,91.22142857142899,2022-05-30 01:00:00+00:00,0.5,12.132017852948039,11.632017852948039,0.1764936183540667,18.25229034531352,False,12.13201785294804
844,2022-05-30 12:30:00+00:00,1,2H,ACCEPT_FIRST,30424.7,133.52857142857152,2022-05-30 12:45:00+00:00,0.25,8.685781534182079,8.18578153418208,1.2708890553118692,14.101101957847412,False,8.685781534182079
845,2022-05-31 01:15:00+00:00,1,2H,ADVERSE_FIRST,31563.3,149.992857142857,2022-05-31 01:30:00+00:00,0.25,1.8134196866517471,2.313419686651736,0.8780418115148397,2.777465593599713,False,1.8134196866517471
846,2022-05-31 16:00:00+00:00,1,2H,ACCEPT_FIRST,31825.7,245.87142857142862,2022-05-31 16:15:00+00:00,0.25,-1.4336761373540174,-1.9336761373540212,1.9022137005403548,2.4476207076869407,True,-1.4336761373540174
847,2022-06-01 15:00:00+00:00,-1,2H,ACCEPT_FIRST,31181.0,205.07857142857185,2022-06-01 15:15:00+00:00,0.25,6.922712549197161,6.422712549197156,0.0004876179861306205,9.172094319250442,False,6.922712549197161
848,2022-06-02 03:00:00+00:00,-1,2H,ADVERSE_FIRST,29761.3,120.9357142857147,2022-06-02 03:15:00+00:00,0.25,-3.5167444332880335,-3.0167444332880464,4.355206426082326,1.4999704683716029,True,-3.516744433288033
849,2022-06-02 15:00:00+00:00,1,2H,ACCEPT_FIRST,30186.6,249.01428571428525,2022-06-02 15:15:00+00:00,0.25,1.2718145832138197,0.7718145832138192,0.9557684584934903,2.2625207962824954,False,1.2718145832138197
850,2022-06-03 07:00:00+00:00,1,2H,ADVERSE_FIRST,30405.7,80.07142857142831,2022-06-03 07:15:00+00:00,0.25,-10.90776092774314,-10.407760927743144,14.80802854594118,1.427475468331842,True,-10.90776092774314
851,2022-06-03 19:00:00+00:00,-1,2H,ACCEPT_FIRST,29532.3,99.00714285714328,2022-06-03 19:15:00+00:00,0.25,-1.063559627732475,-1.5635596277324906,3.4926772960103665,0.6797489358632031,True,-1.063559627732475
852,2022-06-04 11:45:00+00:00,1,2H,ADVERSE_FIRST,29669.7,50.46428571428597,2022-06-04 12:00:00+00:00,0.25,3.5411181882519425,4.041118188251909,4.2346779900919955,6.3074309978768115,True,3.5411181882519425
853,2022-06-04 23:45:00+00:00,1,2H,ADVERSE_FIRST,29848.4,71.65000000000042,2022-06-05 00:00:00+00:00,0.25,-2.0614096301465437,-1.5614096301465366,4.5275645498953185,0.5094207955338421,True,-2.061409630146544
854,2022-06-05 15:00:00+00:00,1,2H,ACCEPT_FIRST,29789.5,69.88571428571439,2022-06-05 15:15:00+00:00,0.25,18.68049877350774,18.18049877350773,0.6167211774325212,20.18295175797217,False,18.68049877350774
855,2022-06-06 03:00:00+00:00,1,2H,ACCEPT_FIRST,31095.0,182.14285714285714,2022-06-06 03:45:00+00:00,0.75,1.4351372549019688,0.9351372549019745,0.43701960784312927,3.76078431372549,False,1.4351372549019688
856,2022-06-06 15:00:00+00:00,1,2H,ADVERSE_FIRST,31356.4,152.35714285714363,2022-06-06 15:15:00+00:00,0.25,-12.66826066572897,-12.168260665728965,14.219221753398907,1.572620721987793,True,-12.66826066572897
857,2022-06-07 03:00:00+00:00,-1,2H,ADVERSE_FIRST,29426.3,287.6357142857144,2022-06-07 03:15:00+00:00,0.25,-1.7609078944100913,-1.2609078944100887,2.1683677270356867,0.36956467754351713,True,-1.760907894410091
858,2022-06-07 15:00:00+00:00,1,2H,AMBIGUOUS_SAME_BAR,29932.8,137.99285714285725,,,7.0010870127853515,,1.4696412857808312,12.074538019566226,False,7.001087012785352
859,2022-06-08 03:45:00+00:00,-1,2H,AMBIGUOUS_SAME_BAR,30006.0,247.27142857142877,,,-1.827950777052399,,3.5669304985845485,0.6062164192038878,True,-1.827950777052399
860,2022-06-08 15:45:00+00:00,-1,2H,ACCEPT_FIRST,30458.0,212.97857142857174,2022-06-08 16:30:00+00:00,0.75,0.821678908005499,0.3216789080055076,0.36905121239560584,2.6199818895261053,False,0.821678908005499
861,2022-06-09 10:30:00+00:00,1,2H,ADVERSE_FIRST,30535.5,113.70714285714323,2022-06-09 10:45:00+00:00,0.25,-4.357685784282919,-3.8576857842829173,5.461398329040751,0.09058357937055679,True,-4.357685784282919
862,2022-06-10 00:45:00+00:00,-1,2H,ADVERSE_FIRST,29737.9,132.742857142858,2022-06-10 01:00:00+00:00,0.25,0.8000430477830394,1.3000430477830502,4.792724924666326,2.151528196297893,True,0.8000430477830394
863,2022-06-10 12:45:00+00:00,-1,2H,ADVERSE_FIRST,29631.7,137.12857142857112,2022-06-10 13:00:00+00:00,0.25,3.0015626627773955,3.5015626627773897,0.5272424210855257,6.028648817585184,False,3.0015626627773955
864,2022-06-11 05:00:00+00:00,-1,2H,ACCEPT_FIRST,29354.6,57.0357142857148,2022-06-11 05:15:00+00:00,0.25,15.4447088290543,14.944708829054276,0.001753287413939319,22.347401377582738,False,15.4447088290543
865,2022-06-11 18:30:00+00:00,-1,2H,ADVERSE_FIRST,28590.1,190.64285714285714,2022-06-11 19:00:00+00:00,0.5,5.761558636193319,6.261558636193314,0.8203821656051032,7.48729861371299,False,5.761558636193319
866,2022-06-12 07:00:00+00:00,1,2H,ADVERSE_FIRST,27453.9,136.85714285714337,2022-06-12 07:30:00+00:00,0.5,2.78027139874738,3.2802713987473857,4.412630480167008,6.457828810020847,True,2.78027139874738
867,2022-06-12 19:00:00+00:00,1,2H,ADVERSE_FIRST,27834.4,141.37857142857163,2022-06-12 19:15:00+00:00,0.25,-17.55711615217499,-17.057116152175,21.008841509624588,0.0007073207699588871,True,-17.55711615217499
868,2022-06-13 07:15:00+00:00,1,2H,ADVERSE_FIRST,25162.3,366.3285714285718,2022-06-13 07:30:00+00:00,0.25,-5.501072417423854,-5.001072417423852,7.104550949576871,0.14768162851461017,True,-5.501072417423854
869,2022-06-13 20:00:00+00:00,-1,2H,ADVERSE_FIRST,23389.6,275.7642857142858,2022-06-13 20:15:00+00:00,0.25,2.4963348615535956,2.996334861553595,1.415701815732903,9.307224078534972,False,2.496334861553596
870,2022-06-14 08:00:00+00:00,-1,2H,ADVERSE_FIRST,22701.2,424.27142857142877,2022-06-14 08:30:00+00:00,0.5,1.2543856695511644,1.7543856695511681,0.6571265025758423,2.3315263140173075,False,1.2543856695511644
871,2022-06-14 23:00:00+00:00,-1,2H,ADVERSE_FIRST,21697.2,210.25000000000026,2022-06-14 23:15:00+00:00,0.25,5.167657550535071,5.66765755053507,3.104875148632573,7.595719381688457,True,5.167657550535071
872,2022-06-15 11:45:00+00:00,1,2H,ACCEPT_FIRST,21163.8,269.4071428571427,2022-06-15 12:00:00+00:00,0.25,5.210329559615034,4.710329559615038,3.652093220563666,6.073335631147765,True,5.210329559615034
873,2022-06-16 00:30:00+00:00,1,2H,ACCEPT_FIRST,22555.0,252.36428571428561,2022-06-16 01:00:00+00:00,0.5,-5.100166992159856,-5.600166992159853,6.748181483682887,1.7633239930938842,True,-5.100166992159856
874,2022-06-16 12:30:00+00:00,-1,2H,ACCEPT_FIRST,21267.9,247.8357142857141,2022-06-16 12:45:00+00:00,0.25,4.045825287488838,3.54582528748884,0.8679136524771542,4.220134305559568,False,4.045825287488838
875,2022-06-17 00:30:00+00:00,-1,2H,ADVERSE_FIRST,20265.2,191.51428571428525,2022-06-17 00:45:00+00:00,0.25,-2.6358347008802054,-2.135834700880205,5.862748023273172,0.0010443085185775746,True,-2.635834700880205
876,2022-06-17 13:15:00+00:00,-1,2H,ADVERSE_FIRST,20613.9,151.66428571428565,2022-06-17 13:30:00+00:00,0.25,0.8182546036829611,1.3182546036829654,1.9681627655065237,1.7400273159704336,True,0.8182546036829611
877,2022-06-18 01:15:00+00:00,-1,2H,ACCEPT_FIRST,20489.8,115.25714285714301,2022-06-18 01:30:00+00:00,0.25,11.464799206742653,10.964799206742638,0.37047595438771036,15.615518096182422,False,11.464799206742653
878,2022-06-18 13:15:00+00:00,1,2H,ADVERSE_FIRST,19168.4,149.27142857142852,2022-06-18 13:30:00+00:00,0.25,-2.176571920757978,-1.6765719207579666,10.552588764475079,2.221456598717572,True,-2.176571920757978
879,2022-06-19 01:15:00+00:00,1,2H,ADVERSE_FIRST,18843.5,273.4857142857148,2022-06-19 01:30:00+00:00,0.25,2.445100292519848,2.9451002925198475,3.318637693272032,4.594389887170907,True,2.445100292519848
880,2022-06-19 13:15:00+00:00,1,2H,ADVERSE_FIRST,19512.2,316.7214285714287,2022-06-19 13:45:00+00:00,0.5,1.0147718815543103,1.5147718815543108,1.266728310141857,4.132338016733944,False,1.0147718815543103
881,2022-06-20 01:15:00+00:00,1,2H,ADVERSE_FIRST,19833.6,216.13571428571464,2022-06-20 01:30:00+00:00,0.25,3.5806206417925255,4.080620641792528,0.9420007270564047,5.627945404672987,False,3.580620641792525
882,2022-06-20 18:15:00+00:00,-1,2H,ACCEPT_FIRST,20018.5,233.8285714285716,2022-06-20 19:00:00+00:00,0.75,-4.519122678396872,-5.019122678396877,5.269244868035181,0.5923142717497552,True,-4.519122678396872
883,2022-06-21 15:45:00+00:00,1,2H,ACCEPT_FIRST,21382.8,195.492857142857,2022-06-21 16:15:00+00:00,0.5,-5.492783806496401,-5.9927838064963925,5.812488581972305,0.8041214512769965,True,-5.492783806496401
884,2022-06-22 05:00:00+00:00,-1,2H,ADVERSE_FIRST,20448.6,126.96428571428571,2022-06-22 05:15:00+00:00,0.25,1.5335021097046184,2.033502109704606,3.460815752461334,4.87223628691982,True,1.5335021097046184
885,2022-06-22 17:00:00+00:00,-1,2H,ADVERSE_FIRST,20253.9,216.6857142857139,2022-06-22 17:15:00+00:00,0.25,-0.25290084388185363,0.247099156118141,1.5972441983122323,2.34533227848102,True,-0.2529008438818536
886,2022-06-23 10:00:00+00:00,1,2H,ADVERSE_FIRST,20785.0,129.64285714285714,2022-06-23 10:15:00+00:00,0.25,-0.023140495867768597,0.4768595041322234,4.835592286501389,2.762975206611576,True,-0.0231404958677685
