n,retention,mean_excess,median_excess,p_excess_pos,mean_R,p_R_pos,regime
62781,0.2383439949887056,-0.017670930761829948,-0.8392974517593728,0.3118937258087638,-0.08467338157294914,0.3102690304391456,EXPANSION
169646,0.6440500370152427,-0.027056948888645065,-0.835656540004448,0.3053829739575351,-0.10753491147925495,0.3036027964113507,PULLBACK
29254,0.11106091380193998,-0.02808192716315233,-0.8392974517593728,0.30064264715936284,-0.12120137391309657,0.29893347918233404,RANGE
1724,0.006545054194111729,-0.030882613443574645,-0.8425436923435157,0.302784222737819,-0.11476280586418826,0.30104408352668216,REVERSAL
