SL,TP,hold,RR,N,pos_years,EV,PF,MaxDD_R,SumR,R_DD,Y2021,Y2022,Y2023,Y2024,Y2025
4.0,2.0,12,0.5,2369,1,-0.009211294864980301,0.9701987077480967,48.30034890253958,-21.821557535138332,-0.4517888179062611,15.990553775415465,-0.1409048371725638,-3.4483301397264863,-1.0431578605093528,-33.17971847314534
4.0,2.0,18,0.5,2303,2,-0.002394725135034424,0.9924352303571832,46.13292836618555,-5.515051985984279,-0.11954697395768818,26.008211524493625,2.5785624578371618,-4.675424116491907,-5.939232524536676,-23.48716932728646
4.0,2.0,24,0.5,2257,1,-0.0008115649715875434,0.9974945420869067,48.23008302701822,-1.8317021408730854,-0.037978415667395314,34.58650656041213,-1.4793723244750137,-4.812559414988883,-6.470464311214361,-23.655812650606933
4.0,3.0,6,0.75,2403,1,-0.016935379651938778,0.9467571314822536,70.82291129610087,-40.69571730360888,-0.5746123190766004,18.56045383730971,-11.513153810898354,-12.552200871251872,-14.068434403980577,-21.122382054787753
4.0,3.0,12,0.75,2279,4,0.011373831407902787,1.0316833707689888,40.38637630884823,25.92096177861045,0.6418244008916304,27.99225428753062,16.759325280729925,4.922145760854428,3.9802634199464553,-27.73302697045084
4.0,3.0,18,0.75,2169,3,0.019208477625603893,1.0508936363527668,38.21996242427167,41.663187969934846,1.0900897156161657,38.193311462346344,21.68091973927896,3.041985922380333,-3.92803102609572,-17.324998127975054
4.0,3.0,24,0.75,2114,4,0.024264773765194925,1.0620074133754225,33.05108350353336,51.29573173962207,1.5520136195879402,48.29153569920299,19.90194182223043,0.28405653546537346,1.9231099389621964,-19.104912256238993
4.0,4.0,6,1.0,2362,1,-0.0035247454877735717,0.989320374159307,45.91653747660713,-8.325448842121176,-0.18131700035880755,24.34657819022444,-1.1431696206981607,-1.1812540073955131,-14.068480202556207,-16.279123201695704
4.0,4.0,12,1.0,2204,4,0.022591959588915578,1.0583087464862906,42.2394873988582,49.79267893396993,1.1788182575178672,16.937424050258283,30.01798259584893,23.18338267052944,6.124919733816241,-26.471030116482964
4.0,4.0,18,1.0,2063,3,0.03394850312466288,1.0818943561015846,39.164000088640776,70.03576194617952,1.788268863948166,27.735728648068037,30.62984716863985,21.38909579765179,-2.500786398692066,-7.218123269487999
4.0,4.0,24,1.0,1973,3,0.04278409968250473,1.0987964976739601,38.09769414878825,84.41302867358183,2.215699153442511,50.771642333793565,28.825259814882518,17.615459024765748,-5.785288809351849,-7.014043690508041
4.0,6.0,6,1.5,2306,2,0.009105366677554707,1.0269314726241654,37.835342123815536,20.996975558441154,0.5549566722491605,34.91361064591688,-1.4264265195133252,-0.24925104307930768,-13.632601640341264,1.3916441154582124
4.0,6.0,12,1.5,2095,3,0.024943289908200352,1.0596675249427412,34.28599069512585,52.25619235767974,1.524126656346219,19.42671350136991,20.7363001472754,18.840337168439927,-2.0911968526231357,-4.65596160678229
4.0,6.0,18,1.5,1910,4,0.04907227622708778,1.1074187084746943,27.373627077776014,93.72804759373766,3.4240273430857537,31.03326904950259,27.01656454730796,14.903787525496675,-1.9942809917443063,22.768707463174888
4.0,6.0,24,1.5,1794,5,0.07203314197811732,1.1502123892022325,30.806385724469536,129.22745670874247,4.194826938302502,60.38373741280025,34.832757831490774,5.4527163443419315,1.2348308302899116,27.323414289819375
4.0,8.0,6,2.0,2273,3,0.006682256701640146,1.0194159714631141,45.25265298674542,15.188769482828052,0.3356437353468949,40.3174350074293,-10.011108327973265,0.12095998106088557,-19.243548347648318,4.005031169959397
4.0,8.0,12,2.0,2034,3,0.03188505451979385,1.073761307312814,36.817245190869514,64.8542008932607,1.761516934714719,32.229742556589585,14.7751628507591,21.804659815144834,-3.5141351638678686,-0.44122916536517004
4.0,8.0,18,2.0,1826,4,0.05317087148885496,1.1107648852964611,32.48836409858532,97.09001133864915,2.98845491401264,43.75745182562097,25.270728241195144,11.01984218202278,-6.642376657522722,23.684365747333008
4.0,8.0,24,2.0,1686,4,0.07405888154830736,1.145108797258573,31.043922478829145,124.86327429044621,4.02214875957117,67.6395067287535,22.97247491857069,-1.2729141544850193,6.105372255705993,29.418834541900626
