SL,TP,hold,RR,N,pos_years,EV,PF,MaxDD_R,SumR,R_DD,Y2021,Y2022,Y2023,Y2024,Y2025
1.5,3.0,18,2.0,2470,1,-0.033507045275724824,0.9502832274848518,138.32233999758154,-82.76240183104031,-0.5983299720962453,31.219303029237455,-7.351141110106856,-24.678649453494486,-34.877711786497464,-47.07420251017887
1.5,3.0,24,2.0,2466,1,-0.033237119937892606,0.9509919787943132,138.54097064722555,-81.96273776684316,-0.5916137109761513,30.957401064076162,-8.894796482046313,-27.458782655449774,-29.717208477698605,-46.84935121572452
1.5,4.0,6,2.6666666666666665,2477,1,-0.013397565774491567,0.9789745466340707,96.45436576146227,-33.18577042341561,-0.34405669625661234,50.79515616130588,-3.397906045366308,-21.36658485357539,-26.616165594255428,-32.60027009152435
1.5,4.0,12,2.6666666666666665,2434,3,0.0013976792586888637,1.002025176215663,75.82000945404421,3.4019513156486942,0.0448687798926044,35.36798238514703,14.183405235268326,-1.8764935838862944,6.214582855892429,-50.487525576772676
1.5,4.0,18,2.6666666666666665,2403,2,0.0020825308115632658,1.002920700797617,72.75483420361249,5.0043215401865275,0.0687833543291622,40.94803270465077,18.95034768982741,-6.51160912128856,-1.7241849393820652,-46.65826479362097
1.5,4.0,24,2.6666666666666665,2382,2,-0.003736978760169126,0.9948289817812511,84.01871046813216,-8.901483406722859,-0.10594644165717282,42.9842530050954,14.279012034712784,-12.004979079482423,-7.948395786115421,-46.21137358093323
1.5,6.0,6,4.0,2443,2,0.01597216882963654,1.0245196089891555,89.57551043822686,39.02000845080206,0.4356102271693006,89.71868140871386,7.516007110510313,-22.979618092048398,-35.14278058273058,-0.09228139364327581
1.5,6.0,12,4.0,2374,2,0.01983248804523184,1.0273622282243497,75.30067147696845,47.08232661938039,0.6252577260719521,70.00342332826919,3.8835639225410388,-8.324423595515217,-13.244253955527938,-5.23598308038682
1.5,6.0,18,4.0,2299,2,0.026728487991343666,1.035271367235251,84.46579588313634,61.44879389209909,0.7274991403279655,77.207780167737,22.669298728719077,-16.196060346108613,-13.640810372057455,-8.591414286191021
1.5,6.0,24,4.0,2259,2,0.02748840992600737,1.0356039932703258,91.25916602036155,62.096318022850646,0.6804392449630303,87.34282819063768,22.599227008714607,-28.562471806611477,-9.587693965112159,-9.695571404777937
1.5,8.0,6,5.333333333333333,2411,2,0.006053577299251951,1.009195750604922,138.76691124014502,14.595174868496454,0.10517763015736921,107.7150151850832,-9.928087765807167,-36.80347675742337,-50.748837816464956,4.360562023108408
1.5,8.0,12,5.333333333333333,2319,2,0.021621720156261525,1.0293365247367356,112.20788463961416,50.14076904237048,0.4468560226708761,90.35279425667186,-15.97571678478969,-12.508416826639243,-31.67027049071229,19.942378887839677
1.5,8.0,18,5.333333333333333,2227,3,0.026661268960815134,1.0342121036953924,105.55825855526771,59.374645975735305,0.5624822423974359,90.51886549056553,11.587281364062994,-28.748392364141917,-25.607552680716903,11.62444416596561
1.5,8.0,24,5.333333333333333,2168,3,0.013986320631360807,1.0174750684541278,127.39621593588033,30.32234312879023,0.23801604236072238,92.6333770275398,4.402141141677489,-47.4599688710641,-19.319431856913646,0.0662256875506646
1.75,1.5,6,0.8571428571428571,2550,1,-0.05727208225637537,0.8786302586634082,175.41745328635017,-146.0438097537572,-0.8325500514213734,13.013940275322975,-21.08834501171496,-34.11215934519135,-53.35515900746199,-50.50208666471209
1.75,1.5,12,0.8571428571428571,2537,1,-0.05041800320704207,0.8955501661509127,164.8204001186444,-127.91047413626572,-0.7760597234577188,16.851536322581925,-16.02643297366869,-31.636038121898792,-46.90231548801169,-50.19722387526832
1.75,1.5,18,0.8571428571428571,2532,1,-0.050679710074117486,0.8957421096576179,165.0847950602065,-128.32102590766547,-0.7773037235856078,17.30048381455092,-18.22728267554141,-28.23534396476584,-50.52182500387375,-48.63705807803532
1.75,1.5,24,0.8571428571428571,2530,1,-0.050498337070008587,0.8964319958028412,164.5035966633523,-127.76079278712172,-0.776644373609516,17.30048381455092,-18.39212889235816,-29.98528122030088,-48.19119022568764,-48.49267626332581
1.75,2.0,6,1.1428571428571428,2541,1,-0.042964068059600145,0.9173538583839557,141.20045737078377,-109.17169693944396,-0.7731681537883816,16.20573032198167,-18.82168088378552,-21.416247599089843,-46.57491107044162,-38.564587708108554
1.75,2.0,12,1.1428571428571428,2523,1,-0.04196677873111712,0.9226692165563084,140.55848579373483,-105.88218273860849,-0.7532962676759856,11.814823654111168,-10.740583553496398,-19.540318081907035,-40.32377919360531,-47.09232556371072
1.75,2.0,18,1.1428571428571428,2516,1,-0.04394912132210107,0.9201077247258205,144.9286887625383,-110.5759892464063,-0.7629682583244926,9.98710487979964,-12.82130842864406,-17.019534424167286,-46.21723180197478,-44.505019471419594
1.75,2.0,24,1.1428571428571428,2507,1,-0.04236363289885556,0.9232504758339112,138.45483921396422,-106.20562767743088,-0.7670777582089687,10.06878736285409,-11.628069091791646,-16.996827951941093,-43.48035401436869,-44.16916398218323
1.75,3.0,6,1.7142857142857142,2497,1,-0.04484236547777006,0.9218660098225478,150.2315159352002,-111.97138659799185,-0.7453255457149803,15.177558475075704,-21.68630351352325,-22.145165558450216,-43.284035988628965,-40.03344001246511
1.75,3.0,12,1.7142857142857142,2464,2,-0.021666611556863728,0.9646726705751023,110.76297332523808,-53.386530876112225,-0.4819889650249011,18.81354912002458,5.469830788611978,-14.618409129112042,-32.754885414996565,-30.29661624064018
1.75,3.0,18,1.7142857142857142,2444,2,-0.018413061820314276,0.9707396110107328,101.23635523045338,-45.00152308884809,-0.44451939213345926,22.471505244441683,17.04958006228181,-17.88273800994698,-37.68903963668212,-28.95083074894238
1.75,3.0,24,1.7142857142857142,2430,2,-0.017475386967348416,0.9724822588608004,99.39904114243963,-42.465190330656654,-0.4272193156250239,20.879318897864966,20.498564702352,-21.256052973559285,-35.973174520461185,-26.61384643685303
1.75,4.0,6,2.2857142857142856,2461,1,-0.013169778974516669,0.9776063312697116,91.40406913107351,-32.41082605628552,-0.35458843752140146,35.03375157357271,-6.390943701360447,-7.865061916757746,-29.586283254087622,-23.60228875765252
