period,window_min,state,N,EV_R,PF,SumR,WR,MaxDD_R,mean_mfe15,mean_mae15,mean_mfe60,mean_mae60,initial_stop_share,positive_R_share,right_tail_ge_1p5R_share,mean_R
historical,1,RECLAIMED_1M,510,-0.18208251126684527,0.7334727270401915,-92.86208074609108,0.30196078431372547,100.13879735823832,0.303729561314039,0.8120124539007251,0.9504183223721868,1.4585425629013824,0.6627450980392157,0.30196078431372547,0.1411764705882353,-0.18208251126684527
historical,1,NO_RECLAIM_1M,1229,-0.44136455977585404,0.44263345680252614,-542.4370439645246,0.1969080553295362,542.4370439645245,0.2651635444219982,1.1741656059622534,0.7593642063147894,1.8394363868868906,0.7664768104149715,0.1969080553295362,0.096826688364524,-0.44136455977585404
historical,1,NO_REJECTION,3558,0.3753989700646371,1.7495094087834444,1335.669535489979,0.46964586846543,14.73163926525217,0.8627268227189977,0.3432519593528015,1.607494384631093,0.8726068296356343,0.4786396852164137,0.46964586846543,0.22821810005621135,0.3753989700646371
historical,3,RECLAIMED_3M,874,-0.2550713230873252,0.6402152039932093,-222.93233637832222,0.2734553775743707,237.0803272077271,0.30441072102512295,0.8576757125970504,0.9511615314978273,1.5152310853667748,0.6842105263157895,0.2734553775743707,0.12356979405034325,-0.2550713230873252
historical,3,NO_RECLAIM_3M,865,-0.4767246107887786,0.41258480497438826,-412.3667883322935,0.1815028901734104,412.3667883322935,0.2482463609119516,1.2804246339967131,0.6782159253660006,1.942441685494951,0.7884393063583816,0.1815028901734104,0.09595375722543352,-0.4767246107887786
historical,3,NO_REJECTION,3558,0.3753989700646371,1.7495094087834444,1335.669535489979,0.46964586846543,14.73163926525217,0.8627268227189977,0.3432519593528015,1.607494384631093,0.8726068296356343,0.4786396852164137,0.46964586846543,0.22821810005621135,0.3753989700646371
historical,5,RECLAIMED_5M,1042,-0.22527697999556864,0.6789544202840961,-234.73861315538252,0.27927063339731284,243.40420607676398,0.3074598904344809,0.8653431410936204,0.9732269778780555,1.4805238717335858,0.6775431861804223,0.27927063339731284,0.1324376199616123,-0.22527697999556864
historical,5,NO_RECLAIM_5M,697,-0.5746922690892872,0.3216128231722158,-400.5605115552331,0.15064562410329985,400.56051155523335,0.23015045413495916,1.370858433568761,0.5794396600025219,2.097300074917213,0.8235294117647058,0.15064562410329985,0.07604017216642754,-0.5746922690892872
historical,5,NO_REJECTION,3558,0.3753989700646371,1.7495094087834444,1335.669535489979,0.46964586846543,14.73163926525217,0.8627268227189977,0.3432519593528015,1.607494384631093,0.8726068296356343,0.4786396852164137,0.46964586846543,0.22821810005621135,0.3753989700646371
forward_2026,1,RECLAIMED_1M,59,-0.1348941530666592,0.7968631887000892,-7.958755030932892,0.3220338983050847,10.594459509829198,0.271317084617669,0.8056919022701065,0.8470999573671152,1.3338549197388665,0.6440677966101694,0.3220338983050847,0.13559322033898305,-0.1348941530666592
forward_2026,1,NO_RECLAIM_1M,122,-0.48354734904801033,0.39929570515833696,-58.992776583857264,0.18032786885245902,60.52977989808789,0.24075136186383472,1.1544865655660574,0.730781473992613,2.0471140383597333,0.7868852459016393,0.18032786885245902,0.09836065573770492,-0.48354734904801033
forward_2026,1,NO_REJECTION,363,0.2822296760230173,1.5145197403376978,102.44937239635527,0.44077134986225897,11.576637668807344,0.7674430278753273,0.3279111110599518,1.5906201991945814,0.9281269923799113,0.5344352617079889,0.44077134986225897,0.23415977961432508,0.2822296760230173
forward_2026,3,RECLAIMED_3M,97,-0.26024151376223387,0.6429275309789472,-25.243426834936685,0.26804123711340205,26.52735501503821,0.28559866891960656,0.9097684162298195,0.8756380892669481,1.4620714651470115,0.711340206185567,0.26804123711340205,0.13402061855670103,-0.26024151376223387
forward_2026,3,NO_RECLAIM_3M,84,-0.4965250569030174,0.37459520360306137,-41.708104779853464,0.17857142857142858,43.674515488135704,0.21043218160271998,1.1920910340321764,0.6452064601531505,2.2217192955383394,0.7738095238095238,0.17857142857142858,0.08333333333333333,-0.4965250569030174
forward_2026,3,NO_REJECTION,363,0.2822296760230173,1.5145197403376978,102.44937239635527,0.44077134986225897,11.576637668807344,0.7674430278753273,0.3279111110599518,1.5906201991945814,0.9281269923799113,0.5344352617079889,0.44077134986225897,0.23415977961432508,0.2822296760230173
forward_2026,5,RECLAIMED_5M,116,-0.298347746294279,0.5981084323421765,-34.60833857013637,0.25,35.892266750237894,0.279391136051035,0.9097378738110694,0.8330532054591417,1.5495932760679214,0.7241379310344828,0.25,0.12931034482758622,-0.298347746294279
forward_2026,5,NO_RECLAIM_5M,65,-0.4975875853023661,0.3691801662393083,-32.343193044653795,0.18461538461538463,34.30960375293602,0.1995384978140039,1.2746706133986347,0.653847161207664,2.2875774295477185,0.7692307692307693,0.18461538461538463,0.07692307692307693,-0.4975875853023661
forward_2026,5,NO_REJECTION,363,0.2822296760230173,1.5145197403376978,102.44937239635527,0.44077134986225897,11.576637668807344,0.7674430278753273,0.3279111110599518,1.5906201991945814,0.9281269923799113,0.5344352617079889,0.44077134986225897,0.23415977961432508,0.2822296760230173
