transition_time,destination,lag,window,seq_score,active_count,rank,top2
2021-10-27 00:00:00+00:00,RANGE,2,1,25.0,2.0,4.0,False
2021-10-27 00:00:00+00:00,RANGE,2,2,35.0,3.0,3.0,False
2021-10-27 00:00:00+00:00,RANGE,2,3,35.0,3.0,3.0,False
2021-10-27 00:00:00+00:00,RANGE,3,1,20.0,2.0,4.0,False
2021-10-27 00:00:00+00:00,RANGE,3,2,20.0,2.0,4.0,False
2021-10-27 00:00:00+00:00,RANGE,3,3,20.0,2.0,4.0,False
2021-10-27 16:00:00+00:00,EXPANSION,1,1,30.0,2.0,2.0,True
2021-10-27 16:00:00+00:00,EXPANSION,1,2,30.0,2.0,2.0,True
2021-10-27 16:00:00+00:00,EXPANSION,1,3,30.0,2.0,2.0,True
2021-10-27 16:00:00+00:00,EXPANSION,2,1,0.0,0.0,4.0,False
2021-10-27 16:00:00+00:00,EXPANSION,2,2,10.0,1.0,4.0,False
2021-10-27 16:00:00+00:00,EXPANSION,2,3,25.0,2.0,3.0,False
2021-10-27 16:00:00+00:00,EXPANSION,3,1,10.0,1.0,4.0,False
2021-10-27 16:00:00+00:00,EXPANSION,3,2,25.0,2.0,3.0,False
2021-10-27 16:00:00+00:00,EXPANSION,3,3,25.0,2.0,3.0,False
2021-10-29 12:00:00+00:00,PULLBACK,1,1,25.0,2.0,3.0,False
2021-10-29 12:00:00+00:00,PULLBACK,1,2,25.0,2.0,3.0,False
2021-10-29 12:00:00+00:00,PULLBACK,1,3,25.0,2.0,3.0,False
2021-10-29 12:00:00+00:00,PULLBACK,2,1,25.0,2.0,3.0,False
2021-10-29 12:00:00+00:00,PULLBACK,2,2,25.0,2.0,3.0,False
2021-10-29 12:00:00+00:00,PULLBACK,2,3,50.0,4.0,1.0,True
2021-10-29 12:00:00+00:00,PULLBACK,3,1,25.0,2.0,3.0,False
2021-10-29 12:00:00+00:00,PULLBACK,3,2,50.0,4.0,1.0,True
2021-10-29 12:00:00+00:00,PULLBACK,3,3,80.0,5.0,1.0,True
2021-10-31 16:00:00+00:00,RANGE,1,1,10.0,1.0,4.0,False
2021-10-31 16:00:00+00:00,RANGE,1,2,10.0,1.0,4.0,False
2021-10-31 16:00:00+00:00,RANGE,1,3,35.0,3.0,3.0,False
2021-10-31 16:00:00+00:00,RANGE,2,1,0.0,0.0,4.0,False
2021-10-31 16:00:00+00:00,RANGE,2,2,25.0,2.0,4.0,False
2021-10-31 16:00:00+00:00,RANGE,2,3,65.0,4.0,1.0,True
2021-10-31 16:00:00+00:00,RANGE,3,1,25.0,2.0,4.0,False
2021-10-31 16:00:00+00:00,RANGE,3,2,65.0,4.0,2.0,True
2021-10-31 16:00:00+00:00,RANGE,3,3,65.0,4.0,2.0,True
2021-11-01 08:00:00+00:00,PULLBACK,1,1,70.0,4.0,1.0,True
2021-11-01 08:00:00+00:00,PULLBACK,1,2,70.0,4.0,1.0,True
2021-11-01 08:00:00+00:00,PULLBACK,1,3,70.0,4.0,1.0,True
2021-11-01 08:00:00+00:00,PULLBACK,2,1,15.0,1.0,4.0,False
2021-11-01 08:00:00+00:00,PULLBACK,2,2,55.0,3.0,1.0,True
2021-11-01 08:00:00+00:00,PULLBACK,2,3,70.0,4.0,1.0,True
2021-11-01 08:00:00+00:00,PULLBACK,3,1,55.0,3.0,1.0,True
2021-11-01 08:00:00+00:00,PULLBACK,3,2,70.0,4.0,1.0,True
2021-11-01 08:00:00+00:00,PULLBACK,3,3,80.0,5.0,1.0,True
2021-11-02 16:00:00+00:00,EXPANSION,1,1,0.0,0.0,4.0,False
2021-11-02 16:00:00+00:00,EXPANSION,1,2,10.0,1.0,4.0,False
2021-11-02 16:00:00+00:00,EXPANSION,1,3,25.0,2.0,4.0,False
2021-11-02 16:00:00+00:00,EXPANSION,2,1,10.0,1.0,4.0,False
2021-11-02 16:00:00+00:00,EXPANSION,2,2,25.0,2.0,4.0,False
2021-11-02 16:00:00+00:00,EXPANSION,2,3,35.0,3.0,4.0,False
2021-11-02 16:00:00+00:00,EXPANSION,3,1,15.0,1.0,3.0,False
2021-11-02 16:00:00+00:00,EXPANSION,3,2,25.0,2.0,3.0,False
2021-11-02 16:00:00+00:00,EXPANSION,3,3,25.0,2.0,3.0,False
2021-11-03 04:00:00+00:00,PULLBACK,1,1,20.0,2.0,4.0,False
2021-11-03 04:00:00+00:00,PULLBACK,1,2,20.0,2.0,4.0,False
2021-11-03 04:00:00+00:00,PULLBACK,1,3,20.0,2.0,4.0,False
2021-11-03 04:00:00+00:00,PULLBACK,2,1,20.0,2.0,4.0,False
2021-11-03 04:00:00+00:00,PULLBACK,2,2,20.0,2.0,4.0,False
2021-11-03 04:00:00+00:00,PULLBACK,2,3,20.0,2.0,4.0,False
2021-11-03 04:00:00+00:00,PULLBACK,3,1,0.0,0.0,4.0,False
2021-11-03 04:00:00+00:00,PULLBACK,3,2,0.0,0.0,4.0,False
2021-11-03 04:00:00+00:00,PULLBACK,3,3,10.0,1.0,4.0,False
2021-11-08 04:00:00+00:00,EXPANSION,1,1,0.0,0.0,4.0,False
2021-11-08 04:00:00+00:00,EXPANSION,1,2,10.0,1.0,4.0,False
2021-11-08 04:00:00+00:00,EXPANSION,1,3,40.0,2.0,3.0,False
2021-11-08 04:00:00+00:00,EXPANSION,2,1,10.0,1.0,4.0,False
2021-11-08 04:00:00+00:00,EXPANSION,2,2,40.0,2.0,3.0,False
2021-11-08 04:00:00+00:00,EXPANSION,2,3,50.0,3.0,3.0,False
2021-11-08 04:00:00+00:00,EXPANSION,3,1,40.0,2.0,3.0,False
2021-11-08 04:00:00+00:00,EXPANSION,3,2,50.0,3.0,1.0,True
2021-11-08 04:00:00+00:00,EXPANSION,3,3,65.0,4.0,1.0,True
2021-11-10 00:00:00+00:00,PULLBACK,1,1,20.0,2.0,3.0,False
2021-11-10 00:00:00+00:00,PULLBACK,1,2,20.0,2.0,3.0,False
2021-11-10 00:00:00+00:00,PULLBACK,1,3,40.0,3.0,3.0,False
2021-11-10 00:00:00+00:00,PULLBACK,2,1,20.0,2.0,3.0,False
2021-11-10 00:00:00+00:00,PULLBACK,2,2,40.0,3.0,3.0,False
2021-11-10 00:00:00+00:00,PULLBACK,2,3,40.0,3.0,3.0,False
2021-11-10 00:00:00+00:00,PULLBACK,3,1,30.0,2.0,3.0,False
2021-11-10 00:00:00+00:00,PULLBACK,3,2,30.0,2.0,3.0,False
2021-11-10 00:00:00+00:00,PULLBACK,3,3,30.0,2.0,3.0,False
2021-11-16 00:00:00+00:00,RANGE,1,1,55.0,3.0,2.0,True
2021-11-16 00:00:00+00:00,RANGE,1,2,65.0,4.0,2.0,True
2021-11-16 00:00:00+00:00,RANGE,1,3,80.0,5.0,1.0,True
2021-11-16 00:00:00+00:00,RANGE,2,1,20.0,2.0,4.0,False
2021-11-16 00:00:00+00:00,RANGE,2,2,65.0,4.0,2.0,True
2021-11-16 00:00:00+00:00,RANGE,2,3,65.0,4.0,2.0,True
2021-11-16 00:00:00+00:00,RANGE,3,1,55.0,3.0,3.0,False
2021-11-16 00:00:00+00:00,RANGE,3,2,65.0,4.0,2.0,True
2021-11-16 00:00:00+00:00,RANGE,3,3,65.0,4.0,2.0,True
2021-11-16 12:00:00+00:00,EXPANSION,1,1,10.0,1.0,3.0,False
2021-11-16 12:00:00+00:00,EXPANSION,1,2,10.0,1.0,3.0,False
2021-11-16 12:00:00+00:00,EXPANSION,1,3,10.0,1.0,3.0,False
2021-11-16 12:00:00+00:00,EXPANSION,2,1,10.0,1.0,4.0,False
2021-11-16 12:00:00+00:00,EXPANSION,2,2,10.0,1.0,4.0,False
2021-11-16 12:00:00+00:00,EXPANSION,2,3,65.0,4.0,1.0,True
2021-11-16 12:00:00+00:00,EXPANSION,3,1,0.0,0.0,4.0,False
2021-11-16 12:00:00+00:00,EXPANSION,3,2,55.0,3.0,1.0,True
2021-11-16 12:00:00+00:00,EXPANSION,3,3,65.0,4.0,1.0,True
2021-11-19 20:00:00+00:00,PULLBACK,1,1,10.0,1.0,3.0,False
2021-11-19 20:00:00+00:00,PULLBACK,1,2,30.0,2.0,3.0,False
2021-11-19 20:00:00+00:00,PULLBACK,1,3,30.0,2.0,3.0,False
2021-11-19 20:00:00+00:00,PULLBACK,2,1,30.0,2.0,3.0,False
2021-11-19 20:00:00+00:00,PULLBACK,2,2,30.0,2.0,3.0,False
2021-11-19 20:00:00+00:00,PULLBACK,2,3,40.0,3.0,2.0,True
2021-11-19 20:00:00+00:00,PULLBACK,3,1,20.0,1.0,2.0,True
2021-11-19 20:00:00+00:00,PULLBACK,3,2,30.0,2.0,2.0,True
2021-11-19 20:00:00+00:00,PULLBACK,3,3,30.0,2.0,2.0,True
2021-11-22 08:00:00+00:00,EXPANSION,1,1,10.0,1.0,4.0,False
2021-11-22 08:00:00+00:00,EXPANSION,1,2,10.0,1.0,4.0,False
2021-11-22 08:00:00+00:00,EXPANSION,1,3,35.0,3.0,4.0,False
2021-11-22 08:00:00+00:00,EXPANSION,2,1,0.0,0.0,4.0,False
2021-11-22 08:00:00+00:00,EXPANSION,2,2,25.0,2.0,4.0,False
2021-11-22 08:00:00+00:00,EXPANSION,2,3,65.0,4.0,2.0,True
2021-11-22 08:00:00+00:00,EXPANSION,3,1,25.0,2.0,4.0,False
2021-11-22 08:00:00+00:00,EXPANSION,3,2,65.0,4.0,2.0,True
2021-11-22 08:00:00+00:00,EXPANSION,3,3,65.0,4.0,2.0,True
2021-11-23 16:00:00+00:00,PULLBACK,1,1,20.0,2.0,4.0,False
2021-11-23 16:00:00+00:00,PULLBACK,1,2,50.0,3.0,2.0,True
2021-11-23 16:00:00+00:00,PULLBACK,1,3,50.0,3.0,2.0,True
2021-11-23 16:00:00+00:00,PULLBACK,2,1,50.0,3.0,2.0,True
2021-11-23 16:00:00+00:00,PULLBACK,2,2,50.0,3.0,2.0,True
2021-11-23 16:00:00+00:00,PULLBACK,2,3,50.0,3.0,2.0,True
2021-11-23 16:00:00+00:00,PULLBACK,3,1,10.0,1.0,4.0,False
2021-11-23 16:00:00+00:00,PULLBACK,3,2,10.0,1.0,4.0,False
2021-11-23 16:00:00+00:00,PULLBACK,3,3,10.0,1.0,4.0,False
2021-11-25 16:00:00+00:00,RANGE,1,1,0.0,0.0,4.0,False
2021-11-25 16:00:00+00:00,RANGE,1,2,0.0,0.0,4.0,False
2021-11-25 16:00:00+00:00,RANGE,1,3,20.0,2.0,4.0,False
2021-11-25 16:00:00+00:00,RANGE,2,1,0.0,0.0,4.0,False
2021-11-25 16:00:00+00:00,RANGE,2,2,20.0,2.0,4.0,False
2021-11-25 16:00:00+00:00,RANGE,2,3,65.0,4.0,3.0,False
2021-11-25 16:00:00+00:00,RANGE,3,1,20.0,2.0,4.0,False
2021-11-25 16:00:00+00:00,RANGE,3,2,65.0,4.0,3.0,False
2021-11-25 16:00:00+00:00,RANGE,3,3,65.0,4.0,3.0,False
2021-11-26 12:00:00+00:00,EXPANSION,1,1,0.0,0.0,4.0,False
2021-11-26 12:00:00+00:00,EXPANSION,1,2,25.0,2.0,3.0,False
2021-11-26 12:00:00+00:00,EXPANSION,1,3,25.0,2.0,3.0,False
2021-11-26 12:00:00+00:00,EXPANSION,2,1,25.0,2.0,4.0,False
2021-11-26 12:00:00+00:00,EXPANSION,2,2,25.0,2.0,4.0,False
2021-11-26 12:00:00+00:00,EXPANSION,2,3,35.0,3.0,3.0,False
2021-11-26 12:00:00+00:00,EXPANSION,3,1,10.0,1.0,4.0,False
2021-11-26 12:00:00+00:00,EXPANSION,3,2,20.0,2.0,3.0,False
2021-11-26 12:00:00+00:00,EXPANSION,3,3,20.0,2.0,3.0,False
2021-11-27 08:00:00+00:00,PULLBACK,1,1,10.0,1.0,4.0,False
2021-11-27 08:00:00+00:00,PULLBACK,1,2,30.0,2.0,3.0,False
2021-11-27 08:00:00+00:00,PULLBACK,1,3,30.0,2.0,3.0,False
2021-11-27 08:00:00+00:00,PULLBACK,2,1,20.0,1.0,3.0,False
2021-11-27 08:00:00+00:00,PULLBACK,2,2,20.0,1.0,3.0,False
2021-11-27 08:00:00+00:00,PULLBACK,2,3,30.0,2.0,3.0,False
2021-11-27 08:00:00+00:00,PULLBACK,3,1,0.0,0.0,3.0,False
2021-11-27 08:00:00+00:00,PULLBACK,3,2,10.0,1.0,3.0,False
2021-11-27 08:00:00+00:00,PULLBACK,3,3,45.0,3.0,2.0,True
2021-12-03 20:00:00+00:00,EXPANSION,1,1,0.0,0.0,4.0,False
2021-12-03 20:00:00+00:00,EXPANSION,1,2,55.0,3.0,2.0,True
2021-12-03 20:00:00+00:00,EXPANSION,1,3,55.0,3.0,2.0,True
2021-12-03 20:00:00+00:00,EXPANSION,2,1,55.0,3.0,3.0,False
2021-12-03 20:00:00+00:00,EXPANSION,2,2,55.0,3.0,3.0,False
2021-12-03 20:00:00+00:00,EXPANSION,2,3,55.0,3.0,3.0,False
2021-12-03 20:00:00+00:00,EXPANSION,3,1,15.0,1.0,4.0,False
2021-12-03 20:00:00+00:00,EXPANSION,3,2,15.0,1.0,4.0,False
2021-12-03 20:00:00+00:00,EXPANSION,3,3,25.0,2.0,4.0,False
2021-12-06 20:00:00+00:00,PULLBACK,1,1,0.0,0.0,4.0,False
2021-12-06 20:00:00+00:00,PULLBACK,1,2,10.0,1.0,3.0,False
2021-12-06 20:00:00+00:00,PULLBACK,1,3,60.0,3.0,2.0,True
2021-12-06 20:00:00+00:00,PULLBACK,2,1,10.0,1.0,3.0,False
2021-12-06 20:00:00+00:00,PULLBACK,2,2,60.0,3.0,3.0,False
2021-12-06 20:00:00+00:00,PULLBACK,2,3,60.0,3.0,3.0,False
2021-12-06 20:00:00+00:00,PULLBACK,3,1,60.0,3.0,3.0,False
2021-12-06 20:00:00+00:00,PULLBACK,3,2,60.0,3.0,3.0,False
2021-12-06 20:00:00+00:00,PULLBACK,3,3,60.0,3.0,3.0,False
2021-12-09 20:00:00+00:00,EXPANSION,1,1,0.0,0.0,4.0,False
2021-12-09 20:00:00+00:00,EXPANSION,1,2,0.0,0.0,4.0,False
2021-12-09 20:00:00+00:00,EXPANSION,1,3,0.0,0.0,4.0,False
2021-12-09 20:00:00+00:00,EXPANSION,2,1,0.0,0.0,4.0,False
2021-12-09 20:00:00+00:00,EXPANSION,2,2,0.0,0.0,4.0,False
2021-12-09 20:00:00+00:00,EXPANSION,2,3,0.0,0.0,4.0,False
2021-12-09 20:00:00+00:00,EXPANSION,3,1,0.0,0.0,4.0,False
2021-12-09 20:00:00+00:00,EXPANSION,3,2,0.0,0.0,4.0,False
2021-12-09 20:00:00+00:00,EXPANSION,3,3,25.0,2.0,4.0,False
2021-12-10 12:00:00+00:00,PULLBACK,1,1,0.0,0.0,4.0,False
2021-12-10 12:00:00+00:00,PULLBACK,1,2,0.0,0.0,4.0,False
2021-12-10 12:00:00+00:00,PULLBACK,1,3,20.0,1.0,4.0,False
2021-12-10 12:00:00+00:00,PULLBACK,2,1,0.0,0.0,4.0,False
2021-12-10 12:00:00+00:00,PULLBACK,2,2,20.0,1.0,4.0,False
2021-12-10 12:00:00+00:00,PULLBACK,2,3,45.0,3.0,3.0,False
2021-12-10 12:00:00+00:00,PULLBACK,3,1,20.0,1.0,4.0,False
2021-12-10 12:00:00+00:00,PULLBACK,3,2,45.0,3.0,3.0,False
2021-12-10 12:00:00+00:00,PULLBACK,3,3,45.0,3.0,3.0,False
2021-12-13 20:00:00+00:00,EXPANSION,1,1,25.0,2.0,3.0,False
2021-12-13 20:00:00+00:00,EXPANSION,1,2,25.0,2.0,3.0,False
2021-12-13 20:00:00+00:00,EXPANSION,1,3,65.0,4.0,2.0,True
2021-12-13 20:00:00+00:00,EXPANSION,2,1,0.0,0.0,4.0,False
2021-12-13 20:00:00+00:00,EXPANSION,2,2,50.0,3.0,3.0,False
2021-12-13 20:00:00+00:00,EXPANSION,2,3,50.0,3.0,3.0,False
2021-12-13 20:00:00+00:00,EXPANSION,3,1,50.0,3.0,3.0,False
2021-12-13 20:00:00+00:00,EXPANSION,3,2,50.0,3.0,3.0,False
2021-12-13 20:00:00+00:00,EXPANSION,3,3,65.0,4.0,2.0,True
2021-12-14 08:00:00+00:00,PULLBACK,1,1,10.0,1.0,4.0,False
2021-12-14 08:00:00+00:00,PULLBACK,1,2,10.0,1.0,4.0,False
2021-12-14 08:00:00+00:00,PULLBACK,1,3,10.0,1.0,4.0,False
2021-12-14 08:00:00+00:00,PULLBACK,2,1,0.0,0.0,4.0,False
2021-12-14 08:00:00+00:00,PULLBACK,2,2,10.0,1.0,4.0,False
2021-12-14 08:00:00+00:00,PULLBACK,2,3,25.0,2.0,3.0,False
2021-12-14 08:00:00+00:00,PULLBACK,3,1,10.0,1.0,4.0,False
2021-12-14 08:00:00+00:00,PULLBACK,3,2,25.0,2.0,3.0,False
2021-12-14 08:00:00+00:00,PULLBACK,3,3,25.0,2.0,3.0,False
2021-12-17 20:00:00+00:00,RANGE,1,1,40.0,2.0,3.0,False
2021-12-17 20:00:00+00:00,RANGE,1,2,40.0,2.0,3.0,False
2021-12-17 20:00:00+00:00,RANGE,1,3,55.0,3.0,3.0,False
2021-12-17 20:00:00+00:00,RANGE,2,1,10.0,1.0,4.0,False
2021-12-17 20:00:00+00:00,RANGE,2,2,25.0,2.0,4.0,False
2021-12-17 20:00:00+00:00,RANGE,2,3,25.0,2.0,4.0,False
2021-12-17 20:00:00+00:00,RANGE,3,1,15.0,1.0,4.0,False
2021-12-17 20:00:00+00:00,RANGE,3,2,15.0,1.0,4.0,False
2021-12-17 20:00:00+00:00,RANGE,3,3,15.0,1.0,4.0,False
2021-12-18 08:00:00+00:00,PULLBACK,1,1,10.0,1.0,4.0,False
2021-12-18 08:00:00+00:00,PULLBACK,1,2,10.0,1.0,4.0,False
2021-12-18 08:00:00+00:00,PULLBACK,1,3,10.0,1.0,4.0,False
2021-12-18 08:00:00+00:00,PULLBACK,2,1,10.0,1.0,4.0,False
2021-12-18 08:00:00+00:00,PULLBACK,2,2,10.0,1.0,4.0,False
2021-12-18 08:00:00+00:00,PULLBACK,2,3,40.0,2.0,2.0,True
2021-12-18 08:00:00+00:00,PULLBACK,3,1,0.0,0.0,4.0,False
2021-12-18 08:00:00+00:00,PULLBACK,3,2,40.0,2.0,4.0,False
2021-12-18 08:00:00+00:00,PULLBACK,3,3,40.0,2.0,4.0,False
2021-12-21 08:00:00+00:00,RANGE,1,1,0.0,0.0,4.0,False
2021-12-21 08:00:00+00:00,RANGE,1,2,25.0,2.0,3.0,False
2021-12-21 08:00:00+00:00,RANGE,1,3,50.0,4.0,2.0,True
2021-12-21 08:00:00+00:00,RANGE,2,1,25.0,2.0,4.0,False
2021-12-21 08:00:00+00:00,RANGE,2,2,50.0,4.0,3.0,False
2021-12-21 08:00:00+00:00,RANGE,2,3,50.0,4.0,3.0,False
2021-12-21 08:00:00+00:00,RANGE,3,1,35.0,3.0,4.0,False
2021-12-21 08:00:00+00:00,RANGE,3,2,35.0,3.0,4.0,False
2021-12-21 08:00:00+00:00,RANGE,3,3,35.0,3.0,4.0,False
2021-12-22 20:00:00+00:00,PULLBACK,1,1,10.0,1.0,4.0,False
2021-12-22 20:00:00+00:00,PULLBACK,1,2,10.0,1.0,4.0,False
2021-12-22 20:00:00+00:00,PULLBACK,1,3,60.0,3.0,1.0,True
2021-12-22 20:00:00+00:00,PULLBACK,2,1,10.0,1.0,4.0,False
2021-12-22 20:00:00+00:00,PULLBACK,2,2,60.0,3.0,1.0,True
2021-12-22 20:00:00+00:00,PULLBACK,2,3,60.0,3.0,1.0,True
2021-12-22 20:00:00+00:00,PULLBACK,3,1,60.0,3.0,1.0,True
2021-12-22 20:00:00+00:00,PULLBACK,3,2,60.0,3.0,1.0,True
2021-12-22 20:00:00+00:00,PULLBACK,3,3,60.0,3.0,1.0,True
2021-12-24 00:00:00+00:00,EXPANSION,1,1,30.0,2.0,2.0,True
2021-12-24 00:00:00+00:00,EXPANSION,1,2,30.0,2.0,2.0,True
2021-12-24 00:00:00+00:00,EXPANSION,1,3,40.0,3.0,1.0,True
2021-12-24 00:00:00+00:00,EXPANSION,2,1,0.0,0.0,4.0,False
2021-12-24 00:00:00+00:00,EXPANSION,2,2,10.0,1.0,3.0,False
2021-12-24 00:00:00+00:00,EXPANSION,2,3,25.0,2.0,2.0,True
2021-12-24 00:00:00+00:00,EXPANSION,3,1,10.0,1.0,4.0,False
2021-12-24 00:00:00+00:00,EXPANSION,3,2,25.0,2.0,2.0,True
2021-12-24 00:00:00+00:00,EXPANSION,3,3,25.0,2.0,2.0,True
2021-12-25 04:00:00+00:00,RANGE,1,1,10.0,1.0,4.0,False
2021-12-25 04:00:00+00:00,RANGE,1,2,30.0,2.0,1.0,True
2021-12-25 04:00:00+00:00,RANGE,1,3,60.0,3.0,1.0,True
2021-12-25 04:00:00+00:00,RANGE,2,1,20.0,1.0,2.0,True
2021-12-25 04:00:00+00:00,RANGE,2,2,60.0,3.0,1.0,True
2021-12-25 04:00:00+00:00,RANGE,2,3,60.0,3.0,1.0,True
2021-12-25 04:00:00+00:00,RANGE,3,1,40.0,2.0,1.0,True
2021-12-25 04:00:00+00:00,RANGE,3,2,60.0,3.0,1.0,True
2021-12-25 04:00:00+00:00,RANGE,3,3,60.0,3.0,1.0,True
2021-12-25 20:00:00+00:00,PULLBACK,1,1,50.0,3.0,1.0,True
2021-12-25 20:00:00+00:00,PULLBACK,1,2,50.0,3.0,1.0,True
2021-12-25 20:00:00+00:00,PULLBACK,1,3,70.0,4.0,1.0,True
2021-12-25 20:00:00+00:00,PULLBACK,2,1,10.0,1.0,4.0,False
2021-12-25 20:00:00+00:00,PULLBACK,2,2,30.0,2.0,2.0,True
2021-12-25 20:00:00+00:00,PULLBACK,2,3,30.0,2.0,2.0,True
2021-12-25 20:00:00+00:00,PULLBACK,3,1,20.0,1.0,3.0,False
2021-12-25 20:00:00+00:00,PULLBACK,3,2,20.0,1.0,3.0,False
2021-12-25 20:00:00+00:00,PULLBACK,3,3,30.0,2.0,2.0,True
2021-12-28 12:00:00+00:00,EXPANSION,1,1,20.0,2.0,3.0,False
2021-12-28 12:00:00+00:00,EXPANSION,1,2,20.0,2.0,3.0,False
2021-12-28 12:00:00+00:00,EXPANSION,1,3,35.0,3.0,2.0,True
2021-12-28 12:00:00+00:00,EXPANSION,2,1,20.0,2.0,3.0,False
2021-12-28 12:00:00+00:00,EXPANSION,2,2,35.0,3.0,2.0,True
2021-12-28 12:00:00+00:00,EXPANSION,2,3,65.0,4.0,1.0,True
2021-12-28 12:00:00+00:00,EXPANSION,3,1,25.0,2.0,3.0,False
2021-12-28 12:00:00+00:00,EXPANSION,3,2,55.0,3.0,1.0,True
2021-12-28 12:00:00+00:00,EXPANSION,3,3,65.0,4.0,1.0,True
2021-12-30 16:00:00+00:00,PULLBACK,1,1,10.0,1.0,3.0,False
2021-12-30 16:00:00+00:00,PULLBACK,1,2,60.0,3.0,1.0,True
2021-12-30 16:00:00+00:00,PULLBACK,1,3,60.0,3.0,1.0,True
2021-12-30 16:00:00+00:00,PULLBACK,2,1,50.0,2.0,3.0,False
2021-12-30 16:00:00+00:00,PULLBACK,2,2,50.0,2.0,3.0,False
2021-12-30 16:00:00+00:00,PULLBACK,2,3,60.0,3.0,2.0,True
2021-12-30 16:00:00+00:00,PULLBACK,3,1,20.0,1.0,3.0,False
2021-12-30 16:00:00+00:00,PULLBACK,3,2,30.0,2.0,3.0,False
2021-12-30 16:00:00+00:00,PULLBACK,3,3,30.0,2.0,3.0,False
2021-12-31 16:00:00+00:00,EXPANSION,1,1,20.0,2.0,3.0,False
2021-12-31 16:00:00+00:00,EXPANSION,1,2,35.0,3.0,3.0,False
2021-12-31 16:00:00+00:00,EXPANSION,1,3,35.0,3.0,3.0,False
2021-12-31 16:00:00+00:00,EXPANSION,2,1,25.0,2.0,3.0,False
2021-12-31 16:00:00+00:00,EXPANSION,2,2,35.0,3.0,3.0,False
2021-12-31 16:00:00+00:00,EXPANSION,2,3,35.0,3.0,3.0,False
2021-12-31 16:00:00+00:00,EXPANSION,3,1,20.0,2.0,3.0,False
2021-12-31 16:00:00+00:00,EXPANSION,3,2,20.0,2.0,3.0,False
2021-12-31 16:00:00+00:00,EXPANSION,3,3,20.0,2.0,3.0,False
2022-01-01 08:00:00+00:00,PULLBACK,1,1,40.0,2.0,3.0,False
2022-01-01 08:00:00+00:00,PULLBACK,1,2,40.0,2.0,3.0,False
2022-01-01 08:00:00+00:00,PULLBACK,1,3,60.0,3.0,2.0,True
2022-01-01 08:00:00+00:00,PULLBACK,2,1,40.0,2.0,3.0,False
2022-01-01 08:00:00+00:00,PULLBACK,2,2,60.0,3.0,2.0,True
2022-01-01 08:00:00+00:00,PULLBACK,2,3,75.0,4.0,1.0,True
2022-01-01 08:00:00+00:00,PULLBACK,3,1,20.0,1.0,3.0,False
2022-01-01 08:00:00+00:00,PULLBACK,3,2,65.0,3.0,2.0,True
2022-01-01 08:00:00+00:00,PULLBACK,3,3,85.0,5.0,1.0,True
2022-01-05 20:00:00+00:00,EXPANSION,1,1,15.0,1.0,4.0,False
2022-01-05 20:00:00+00:00,EXPANSION,1,2,25.0,2.0,3.0,False
2022-01-05 20:00:00+00:00,EXPANSION,1,3,35.0,3.0,2.0,True
2022-01-05 20:00:00+00:00,EXPANSION,2,1,25.0,2.0,4.0,False
2022-01-05 20:00:00+00:00,EXPANSION,2,2,35.0,3.0,4.0,False
2022-01-05 20:00:00+00:00,EXPANSION,2,3,35.0,3.0,4.0,False
2022-01-05 20:00:00+00:00,EXPANSION,3,1,20.0,2.0,4.0,False
2022-01-05 20:00:00+00:00,EXPANSION,3,2,20.0,2.0,4.0,False
2022-01-05 20:00:00+00:00,EXPANSION,3,3,20.0,2.0,4.0,False
2022-01-09 04:00:00+00:00,PULLBACK,1,1,10.0,1.0,3.0,False
2022-01-09 04:00:00+00:00,PULLBACK,1,2,30.0,2.0,3.0,False
2022-01-09 04:00:00+00:00,PULLBACK,1,3,30.0,2.0,3.0,False
2022-01-09 04:00:00+00:00,PULLBACK,2,1,30.0,2.0,3.0,False
2022-01-09 04:00:00+00:00,PULLBACK,2,2,30.0,2.0,3.0,False
2022-01-09 04:00:00+00:00,PULLBACK,2,3,30.0,2.0,3.0,False
2022-01-09 04:00:00+00:00,PULLBACK,3,1,0.0,0.0,3.0,False
2022-01-09 04:00:00+00:00,PULLBACK,3,2,0.0,0.0,3.0,False
2022-01-09 04:00:00+00:00,PULLBACK,3,3,30.0,2.0,3.0,False
2022-01-15 20:00:00+00:00,RANGE,1,1,20.0,2.0,4.0,False
2022-01-15 20:00:00+00:00,RANGE,1,2,20.0,2.0,4.0,False
2022-01-15 20:00:00+00:00,RANGE,1,3,20.0,2.0,4.0,False
2022-01-15 20:00:00+00:00,RANGE,2,1,20.0,2.0,3.0,False
2022-01-15 20:00:00+00:00,RANGE,2,2,20.0,2.0,3.0,False
2022-01-15 20:00:00+00:00,RANGE,2,3,20.0,2.0,3.0,False
2022-01-15 20:00:00+00:00,RANGE,3,1,20.0,2.0,4.0,False
2022-01-15 20:00:00+00:00,RANGE,3,2,20.0,2.0,4.0,False
2022-01-15 20:00:00+00:00,RANGE,3,3,20.0,2.0,4.0,False
2022-01-18 08:00:00+00:00,EXPANSION,1,1,10.0,1.0,4.0,False
2022-01-18 08:00:00+00:00,EXPANSION,1,2,10.0,1.0,4.0,False
2022-01-18 08:00:00+00:00,EXPANSION,1,3,10.0,1.0,4.0,False
2022-01-18 08:00:00+00:00,EXPANSION,2,1,10.0,1.0,4.0,False
2022-01-18 08:00:00+00:00,EXPANSION,2,2,10.0,1.0,4.0,False
