state,high_volume,n,fut_vol15,fut_vol30,fut_vol60,spot_vol60,fut_taker_aligned,spot_taker_aligned,fut_minus_spot
ACCEPT,True,365,1.2900625093293019,1.239038418999378,1.1501066959840691,0.9376976949880944,0.060231021541087344,0.06932287649484545,0.21240900099597448
ACCEPT,False,998,0.12578974576632732,0.02663835181008446,-0.06200453951803846,-0.09068676086681023,0.045960425569500196,0.04788036505976123,0.02868222134877178
REJECT,True,203,1.369342401364244,1.3360213723711645,1.2201949111733972,1.0034342556898757,0.05960012665970531,0.06295177109610263,0.21676065548352136
REJECT,False,400,0.1398900206606678,0.056241044210710765,-0.052575430279715146,-0.11480722898438094,0.04857035003346666,0.05789248001402416,0.06223179870466579
