split,model,n,base_rate,auc,brier,logloss
DISCOVERY_2023,BIAS_X_ROOM_BASELINE,1559,0.35856318152661965,0.5323416815742397,0.2558901178408906,0.7372510519304691
DISCOVERY_2023,DESTINATION_TOPOLOGY_ONLY,1559,0.35856318152661965,0.5063810375670841,0.2668907449146356,0.7602073818488472
DISCOVERY_2023,BIAS_X_DESTINATION_TOPOLOGY,1559,0.35856318152661965,0.5165402504472272,0.26327577441402367,0.7544334973373165
DISCOVERY_2023,BIAS_X_DESTINATION_TOPOLOGY_PLUS_FIXED_RAW,1559,0.35856318152661965,0.5044651162790698,0.26687008508342125,0.7625453545853876
CONFIRMATION,BIAS_X_ROOM_BASELINE,2354,0.33305012744265083,0.5160194332510074,0.23525778749609683,0.6675090206666665
CONFIRMATION,DESTINATION_TOPOLOGY_ONLY,2354,0.33305012744265083,0.49514737423631877,0.23500752199115976,0.6662712449289514
CONFIRMATION,BIAS_X_DESTINATION_TOPOLOGY,2354,0.33305012744265083,0.5224237943585077,0.2332378251191625,0.6635471959960534
CONFIRMATION,BIAS_X_DESTINATION_TOPOLOGY_PLUS_FIXED_RAW,2354,0.33305012744265083,0.5248204536591706,0.2324745649421012,0.6617815132108646
