group,auc_drop_mean,auc_drop_sd
LAB017_BASELINE,0.035768555829975276,0.010902011126130417
CURRENT_APPROACH,0.00970638892499669,0.004709875784568013
LIFECYCLE_INTERACTION,0.001354965553100196,0.0002550981080189388
DEST_ID_PLACEMENT,-0.0015228129468347839,0.0012833910919799348
HISTORICAL_ROLE,-0.0032742428181463668,0.0038563166981159503
