time,ratio_arc,delta_ls_12_arc,q20,q80,ratio_rest,delta_ls_12_rest,side_arc,side_rest,decision_match,short_arc,short_rest,buy_arc,buy_rest,short_match,buy_match,ratio_abs_err,delta_abs_err,band_width,normalized_delta_err,dist_q20,dist_q80,nearest_threshold_dist,margin_error_ratio,q80_signed_margin_arc,q80_signed_margin_rest
2026-08-10 02:45:00+00:00,1.15549908,-0.008276769999999933,-0.04037007399999987,0.04195678000000004,1.1556,-0.008000000000000007,0,0,True,False,False,False,False,True,True,0.00010091999999994883,0.00027676999999992624,0.08232685399999991,0.0033618435122023073,0.032093303999999934,0.050233549999999974,0.032093303999999934,115.95658489001151,-0.050233549999999974,-0.04995678000000005
2026-08-10 03:00:00+00:00,1.1573138,-0.001548010000000044,-0.04037007399999987,0.04195678000000004,1.1575,-0.0014000000000000679,0,0,True,False,False,False,False,True,True,0.0001861999999999142,0.00014800999999997622,0.08232685399999991,0.0017978337906605344,0.03882206399999982,0.043504790000000085,0.03882206399999982,262.2935207081012,-0.043504790000000085,-0.04335678000000011
2026-08-10 03:15:00+00:00,1.15739869,-0.001274030000000037,-0.04037007399999987,0.04195678000000004,1.1575,-0.0014000000000000679,0,0,True,False,False,False,False,True,True,0.0001013100000000211,0.00012597000000003078,0.08232685399999991,0.0015301204149016907,0.03909604399999983,0.04323081000000008,0.03909604399999983,310.3599587202531,-0.04323081000000008,-0.04335678000000011
2026-08-10 03:30:00+00:00,1.16026637,-0.0031618799999999503,-0.04037007399999987,0.04195678000000004,1.1603,-0.0032999999999998586,0,0,True,False,False,False,False,True,True,3.363000000011773e-05,0.00013811999999990832,0.08232685399999991,0.0016777028793048313,0.03720819399999992,0.04511865999999999,0.03720819399999992,269.3903417320056,-0.04511865999999999,-0.0452567799999999
2026-08-10 03:45:00+00:00,1.15862236,-0.006946649999999943,-0.04037007399999987,0.04195678000000004,1.1584,-0.006999999999999895,0,0,True,False,False,False,False,True,True,0.00022235999999997702,5.334999999995205e-05,0.08232685399999991,0.0006480267058419615,0.033423423999999924,0.048903429999999984,0.033423423999999924,626.4934208065598,-0.048903429999999984,-0.048956779999999936
2026-08-10 04:00:00+00:00,1.15957731,-0.005679739999999933,-0.04037007399999987,0.04195678000000004,1.1594,-0.006000000000000005,0,0,True,False,False,False,False,True,True,0.0001773099999999861,0.00032026000000007215,0.08232685399999991,0.003890103707838423,0.034690333999999934,0.047636519999999974,0.034690333999999934,108.31928433145606,-0.047636519999999974,-0.047956780000000046
2026-08-10 04:15:00+00:00,1.16109867,-0.00554458999999996,-0.04037007399999987,0.04195678000000004,1.1612,-0.005600000000000049,0,0,True,False,False,False,False,True,True,0.00010132999999989956,5.5410000000089e-05,0.08232685399999991,0.0006730489179155207,0.03482548399999991,0.04750137,0.03482548399999991,628.5053961368701,-0.04750137,-0.04755678000000009
2026-08-10 04:30:00+00:00,1.16289011,-0.0024903400000000353,-0.04037007399999987,0.04195678000000004,1.1631,-0.0022999999999999687,0,0,True,False,False,False,False,True,True,0.00020989000000004587,0.00019034000000006657,0.08232685399999991,0.0023120038086244226,0.03787973399999983,0.044447120000000076,0.03787973399999983,199.01089629077748,-0.044447120000000076,-0.04425678000000001
2026-08-10 04:45:00+00:00,1.16289069,0.03067357000000004,-0.04037007399999987,0.04195678000000004,1.1631,0.030899999999999928,0,0,True,False,False,False,False,True,True,0.0002093100000000181,0.00022642999999988866,0.08232685399999991,0.0027503783880760088,0.0710436439999999,0.011283210000000002,0.011283210000000002,49.830896965974254,-0.011283210000000002,-0.011056780000000113
2026-08-10 05:00:00+00:00,1.16365648,0.02630329999999992,-0.04037007399999987,0.04195678000000004,1.1636,0.02639999999999998,0,0,True,False,False,False,False,True,True,5.64800000000254e-05,9.670000000006063e-05,0.08232685399999991,0.0011745863627931263,0.06667337399999979,0.015653480000000122,0.015653480000000122,161.87673216122346,-0.015653480000000122,-0.015556780000000062
2026-08-10 05:15:00+00:00,1.16333588,0.005394239999999995,-0.04037007399999987,0.04195678000000004,1.1636,0.005600000000000049,0,0,True,False,False,False,False,True,True,0.0002641199999999788,0.0002057600000000548,0.08232685399999991,0.00249930599801682,0.04576431399999986,0.036562540000000046,0.036562540000000046,177.69508164847545,-0.036562540000000046,-0.03635677999999999
2026-08-10 05:30:00+00:00,1.16566211,0.006223719999999933,-0.04037007399999987,0.04195678000000004,1.1654,0.006000000000000005,0,0,True,False,False,False,False,True,True,0.0002621099999999821,0.0002237199999999273,0.08232685399999991,0.002717460817826557,0.0465937939999998,0.03573306000000011,0.03573306000000011,159.72224208837707,-0.03573306000000011,-0.035956780000000035
2026-08-10 05:45:00+00:00,1.1630421,0.007543019999999956,-0.04037007399999987,0.04195678000000004,1.1631,0.007500000000000062,0,0,True,False,False,False,False,True,True,5.790000000005513e-05,4.30199999998937e-05,0.08232685399999991,0.0005225512443350957,0.04791309399999982,0.034413760000000085,0.034413760000000085,799.9479311967717,-0.034413760000000085,-0.03445677999999998
2026-08-10 06:00:00+00:00,1.15458712,-0.0027266800000000924,-0.04037007399999987,0.04195678000000004,1.1547,-0.0027999999999999137,0,0,True,False,False,False,False,True,True,0.0001128800000000929,7.33199999998213e-05,0.08232685399999991,0.0008905964024790913,0.037643393999999775,0.04468346000000013,0.037643393999999775,513.4123567933922,-0.04468346000000013,-0.044756779999999954
2026-08-10 06:15:00+00:00,1.15057798,-0.006820709999999952,-0.04037007399999987,0.04195678000000004,1.1505,-0.006999999999999895,0,0,True,False,False,False,False,True,True,7.7979999999922e-05,0.0001792899999999431,0.08232685399999991,0.002177782719596492,0.033549363999999915,0.04877748999999999,0.033549363999999915,187.12345362268147,-0.04877748999999999,-0.048956779999999936
2026-08-10 06:30:00+00:00,1.14952589,-0.010740479999999941,-0.04037007399999987,0.04195678000000004,1.1496,-0.010700000000000154,0,0,True,False,False,False,False,True,True,7.410999999990509e-05,4.047999999978735e-05,0.08232685399999991,0.0004916986139150586,0.029629593999999926,0.05269725999999998,0.029629593999999926,731.9563735216298,-0.05269725999999998,-0.052656780000000195
2026-08-10 06:45:00+00:00,1.13390653,-0.024715830000000105,-0.04037007399999987,0.04195678000000004,1.134,-0.0244000000000002,0,0,True,False,False,False,False,True,True,9.346999999992889e-05,0.0003158299999999059,0.08232685399999991,0.0038362938051769383,0.015654243999999762,0.06667261000000015,0.015654243999999762,49.56541177216992,-0.06667261000000015,-0.06635678000000024
2026-08-10 07:00:00+00:00,1.13082336,-0.028753950000000028,-0.04037007399999987,0.04195678000000004,1.1308,-0.02859999999999996,0,0,True,False,False,False,False,True,True,2.335999999991678e-05,0.0001539500000000693,0.08232685399999991,0.0018699852177039278,0.011616123999999839,0.07071073000000007,0.011616123999999839,75.45387463458661,-0.07071073000000007,-0.07055678
2026-08-10 07:15:00+00:00,1.12773304,-0.033365630000000035,-0.04037007399999987,0.04195678000000004,1.1277,-0.033500000000000085,0,0,True,False,False,False,False,True,True,3.3040000000150727e-05,0.00013437000000005028,0.08232685399999991,0.001632152735971794,0.007004443999999832,0.07532241000000008,0.007004443999999832,52.128034531496695,-0.07532241000000008,-0.07545678000000013
2026-08-10 07:30:00+00:00,1.11492881,-0.047961299999999873,-0.04037007399999987,0.04195678000000004,1.1151,-0.04800000000000004,1,1,True,False,False,True,True,True,True,0.00017118999999987672,3.8700000000169155e-05,0.08232685399999991,0.00047007747921679597,0.0075912260000000065,0.08991807999999991,0.0075912260000000065,196.15571059345802,-0.08991807999999991,-0.08995678000000008
2026-08-10 07:45:00+00:00,1.10886983,-0.05402086000000006,-0.04042348599999985,0.04195678000000004,1.1088,-0.054300000000000015,1,1,True,False,False,True,True,True,True,6.982999999993744e-05,0.00027913999999995553,0.0823802659999999,0.00338843285599437,0.01359737400000021,0.0959776400000001,0.01359737400000021,48.711664397801734,-0.0959776400000001,-0.09625678000000006
2026-08-10 08:00:00+00:00,1.10670534,-0.05695114000000001,-0.04045010199999999,0.04195678000000004,1.1066,-0.05699999999999994,1,1,True,False,False,True,True,True,True,0.0001053399999999538,4.8859999999928405e-05,0.08240688200000003,0.0005929116454124352,0.016501038000000023,0.09890792000000005,0.016501038000000023,337.7207941061032,-0.09890792000000005,-0.09895677999999998
2026-08-10 08:15:00+00:00,1.10583246,-0.05750341999999997,-0.040543134000000064,0.04195678000000004,1.1057,-0.05790000000000006,1,1,True,False,False,True,True,True,True,0.00013246000000011193,0.00039658000000009075,0.0824999140000001,0.004807035314001542,0.016960285999999908,0.09946020000000001,0.016960285999999908,42.766367441615884,-0.09946020000000001,-0.0998567800000001
2026-08-10 08:30:00+00:00,1.10225637,-0.06340573999999988,-0.0405760720000003,0.04195678000000004,1.1022,-0.06319999999999992,1,1,True,False,False,True,True,True,True,5.637000000002779e-05,0.0002057399999999543,0.08253285200000035,0.0024928255235860917,0.022829667999999574,0.10536251999999992,0.022829667999999574,110.96368231751067,-0.10536251999999992,-0.10515677999999996
2026-08-10 08:45:00+00:00,1.10076386,-0.06227823999999993,-0.040589448000000056,0.04195678000000004,1.1008,-0.06230000000000002,1,1,True,False,False,True,True,True,True,3.613999999996231e-05,2.1760000000092816e-05,0.0825462280000001,0.0002636098647668406,0.021688791999999874,0.10423501999999997,0.021688791999999874,996.7275735251544,-0.10423501999999997,-0.10425678000000006
2026-08-10 09:00:00+00:00,1.11110292,-0.04348419999999997,-0.040614809999999925,0.04195678000000004,1.111,-0.04370000000000007,1,1,True,False,False,True,True,True,True,0.00010292000000000634,0.00021580000000009925,0.08257158999999997,0.002613489700272204,0.002869390000000048,0.08544098000000001,0.002869390000000048,13.29652455977168,-0.08544098000000001,-0.08565678000000011
2026-08-10 09:15:00+00:00,1.11230197,-0.038276009999999916,-0.04066196999999998,0.04195678000000004,1.1124,-0.03810000000000002,0,0,True,False,False,False,False,True,True,9.80299999999712e-05,0.0001760099999998932,0.08261875000000002,0.0021303880777655574,0.002385960000000062,0.08023278999999996,0.002385960000000062,13.555820692014713,-0.08023278999999996,-0.08005678000000006
2026-08-10 09:30:00+00:00,1.12899948,-0.020526409999999995,-0.04066196999999998,0.04195678000000004,1.129,-0.02059999999999995,0,0,True,False,False,False,False,True,True,5.199999999483396e-07,7.358999999995675e-05,0.08261875000000002,0.0008907179060438064,0.020135559999999983,0.062483190000000036,0.020135559999999983,273.61815464073675,-0.062483190000000036,-0.06255677999999999
2026-08-10 09:45:00+00:00,1.14513027,0.011223739999999927,-0.04066196999999998,0.04195678000000004,1.145,0.01100000000000012,0,0,True,False,False,False,False,True,True,0.00013026999999987687,0.00022373999999980576,0.08261875000000002,0.002708101974428392,0.051885709999999904,0.030733040000000114,0.030733040000000114,137.36050773230892,-0.030733040000000114,-0.03095677999999992
2026-08-10 10:00:00+00:00,1.15477266,0.02394929999999995,-0.04066196999999998,0.04195678000000004,1.1547,0.023900000000000032,0,0,True,False,False,False,False,True,True,7.265999999983563e-05,4.929999999991885e-05,0.08261875000000002,0.0005967168469617228,0.06461126999999993,0.01800748000000009,0.01800748000000009,365.26328600465985,-0.01800748000000009,-0.01805678000000001
2026-08-10 10:15:00+00:00,1.15984116,0.03210811999999996,-0.04066196999999998,0.041940241999999905,1.1598,0.03210000000000002,0,0,True,False,False,False,False,True,True,4.1160000000095565e-05,8.119999999944838e-06,0.08260221199999988,9.830245223874695e-05,0.07277008999999994,0.009832121999999943,0.009832121999999943,1210.8524630624058,-0.009832121999999943,-0.009840241999999888
