state,n,share,ev0,ev5,ev10,pf5,win_rate,cum_r5,max_dd_r5,dd_pct_025,contribution_full,ev_per_original475
ALL,327,1.0,0.1481963213772749,0.08629216918310277,0.024388016988930596,1.1758411936897,0.4709480122324159,28.217539322874604,11.437994051043571,2.8594985127608927,1.0,0.0594053459428939
HIGH_ATR90,187,0.5718654434250765,0.14842134115328962,0.09764967743936064,0.046878013725431614,1.2093710728399734,0.48128342245989303,18.26048968116044,14.607454828992598,3.6518637072481495,0.6471326033151849,0.03844313617086408
LOW_ATR90,140,0.42813455657492355,0.14789575924788387,0.07112178315510119,-0.005652192937681512,1.1359216410081034,0.45714285714285713,9.957049641714166,8.830659655060089,2.207664913765022,0.35286739668481526,0.020962209772029824
