R,signal_ts,entry_ts,exit_ts,side,exit_reason,confirm_age_min,confirm_z,max_adverse_atr,response_ratio,signal_z,signal_abs_z,signal_atr,signal_px,atr_pct,h1_state,h4_state,trend_relation,vol_regime,mins_since_prior_same_extreme,episode_role,z_bucket,confirm_speed,adverse_bucket,response_bucket,prior_extreme_gap,z_persistence,z_persistence_bucket,is_rapid30,is_highvol,is_z100_125,is_z125_200,is_z200_plus,toxic_any,risk_mult
0.09625063158717129,1609731300,1609732200,1609737240,-1,PROTECTED_STOP,15.0,2.31233964604482,0.11609744556649243,2.663755435571262,1.0084666978563215,1.0084666978563215,295.87214285714225,33371.5,0.008866012701171426,1,1,ALIGNED_COUNTER,UNKNOWN,70.0,REPEAT_WITHIN_3H,1.00-1.25,5-15m,<=0.15,2.00+,30-90m,2.292926133265306,1.50+,False,False,True,False,False,False,1.0
-0.0014341880156260372,1609829700,1609831980,1609832400,-1,EXIT_Z,38.0,0.6620411199841014,0.32037013309937595,1.0750652398234233,1.0560318784855343,1.0560318784855343,657.8328571428574,31130.25,0.02113162782640221,-1,1,MIXED,UNKNOWN,305.0,FIRST_OR_RESET,1.00-1.25,30-45m,0.30-0.50,1.00-2.00,>180m,0.6269139535190114,0.50-0.75,False,False,True,False,False,False,1.0
0.09823929321502076,1610078100,1610078820,1610081880,1,PROTECTED_STOP,12.0,-1.9153196741496665,0.24795860318999033,1.4774834377500503,-1.0746582437625127,1.0746582437625127,730.7671428571422,38367.85,0.019046340695586077,1,1,ALIGNED_WITH,UNKNOWN,75.0,REPEAT_WITHIN_3H,1.00-1.25,5-15m,0.15-0.30,1.00-2.00,30-90m,1.7822593231519916,1.50+,False,False,True,False,False,False,1.0
0.03701022587801265,1610431200,1610431920,1610435700,-1,EXIT_Z,12.0,3.340989859309164,0.4854024132354843,0.8630818889744334,1.086564860032607,1.086564860032607,459.37142857142834,35942.45,0.012780748907529352,0,-1,MIXED,MID_VOL,355.0,FIRST_OR_RESET,1.00-1.25,5-15m,0.30-0.50,0.75-1.00,>180m,3.0748186161715445,1.50+,False,False,True,False,False,False,1.0
-0.3931414196288367,1610686200,1610687580,1610689200,1,EXIT_Z,23.0,0.00822822475346684,0.541114346324132,0.6427167001211216,-1.0223573184351296,1.0223573184351296,328.96928571428515,38629.15,0.008516089163605339,1,1,ALIGNED_WITH,LOW_VOL,355.0,FIRST_OR_RESET,1.00-1.25,15-30m,0.50-0.75,<0.75,>180m,0.008048286646055723,<0.50,False,False,True,False,False,False,1.0
0.09657456909772488,1611120600,1611121320,1611125820,-1,PROTECTED_STOP,12.0,1.0549797585017082,0.03245190060879488,14.53136155938223,1.1465080901005342,1.1465080901005342,343.8935714285711,35467.32,0.009696068702923454,-1,-1,ALIGNED_WITH,MID_VOL,440.0,FIRST_OR_RESET,1.00-1.25,5-15m,<=0.15,2.00+,>180m,0.9201677402976542,0.75-1.00,False,False,True,False,False,False,1.0
-1.005433895604621,1611464400,1611464460,1611468000,-1,SL,1.0,1.1183951872565332,0.0,388063204.8395811,1.1183951872565332,1.1183951872565332,200.84357142857127,32814.74,0.006120529110654885,0,-1,MIXED,LOW_VOL,470.0,FIRST_OR_RESET,1.00-1.25,<=5m,<=0.15,2.00+,>180m,0.9999999999991058,0.75-1.00,False,False,True,False,False,False,1.0
0.09540476788677993,1611722700,1611722880,1611723540,1,PROTECTED_STOP,3.0,-1.030022059802825,0.03867439125644245,14.63798844832122,-1.030022059802825,1.030022059802825,231.41928571428565,31818.99,0.007272992817002854,-1,-1,ALIGNED_COUNTER,LOW_VOL,645.0,FIRST_OR_RESET,1.00-1.25,<=5m,<=0.15,2.00+,>180m,0.9999999999990291,0.75-1.00,False,False,True,False,False,False,1.0
0.09700538436233583,1611804300,1611805500,1611806040,1,PROTECTED_STOP,20.0,-1.4173100948272306,0.6613281681893174,0.6915608329016643,-1.0118479628710908,1.0118479628710908,348.8585714285712,31206.45,0.0111790534145528,-1,-1,ALIGNED_COUNTER,MID_VOL,515.0,FIRST_OR_RESET,1.00-1.25,15-30m,0.50-0.75,<0.75,>180m,1.4007144816541917,1.00-1.50,False,False,True,False,False,False,1.0
1.8344332750713572,1611878400,1611878460,1611880380,1,PROTECTED_STOP,1.0,-1.020929075498109,0.14319083202376315,3.9260517102355252,-1.020929075498109,1.020929075498109,267.26571428571435,33399.75,0.00800202738899885,1,0,MIXED,LOW_VOL,85.0,REPEAT_WITHIN_3H,1.00-1.25,<=5m,<=0.15,2.00+,30-90m,0.9999999999990205,0.75-1.00,False,False,True,False,False,False,1.0
