flow_id,signal_time,touch_time,class_time,side,state,activation_state,high_volume,atr14,residual_atr,fut_disp_atr_15,fut_aligned_aggr_norm_15,fut_impact_eff_15,fut_disp_atr_30,fut_aligned_aggr_norm_30,fut_impact_eff_30,fut_disp_atr_60,fut_aligned_aggr_norm_60,fut_impact_eff_60,spot_disp_atr_15,spot_aligned_aggr_norm_15,spot_impact_eff_15,spot_disp_atr_30,spot_aligned_aggr_norm_30,spot_impact_eff_30,spot_disp_atr_60,spot_aligned_aggr_norm_60,spot_impact_eff_60,fut_minus_spot_impact_60
15,2021-01-08 13:45:00+00:00,2021-01-08 15:00:00+00:00,2021-01-08 15:45:00+00:00,1,REJECT,ABSORPTION,True,706.8350000000007,-0.8918630231949476,0.1998486209652916,1.875035653893348,0.10658390444486929,0.399301109877125,1.9789295848227009,0.20177631025355547,0.2726661809333197,2.070447249727152,0.13169433849099618,0.18499366896092387,2.3788086595582345,0.07776735981584951,0.35541533738424613,2.4056200663917777,0.14774375320095265,0.2022395608593193,2.2720054031845764,0.08901367953432172,0.04268065895667446
21,2021-01-11 14:15:00+00:00,2021-01-11 14:15:00+00:00,2021-01-11 15:00:00+00:00,-1,REJECT,ABSORPTION,True,1054.7757142857142,-1.0436815951393852,1.5918455243701108,16.999045974444872,0.0936432272001132,2.3540075547543595,11.725911120685804,0.20075263495743453,2.6976066679036665,9.362544601829665,0.288127510482192,1.59498363226847,18.131368651887918,0.0879681872279616,2.370352261753686,12.296964907997156,0.1927591303616847,2.704394840880186,9.683180708888516,0.27928786234441866,0.008839648137773326
22,2021-01-12 02:15:00+00:00,2021-01-12 05:45:00+00:00,2021-01-12 05:45:00+00:00,1,ACCEPT,LOWVOL_ACCEPT,False,589.6692857142859,-5.004347473220453,0.32289285640740745,1.4932252421794432,0.21623854679561125,-0.14285973857016354,1.3352495576327303,-0.10699103980490372,0.866892701356814,2.0988977636841253,0.41302283339193524,0.32731906625627044,1.5007744867274753,0.21810010041549174,-0.11642119008595837,1.5058719646251228,-0.07731147987401484,0.8724042653448606,2.171530007146204,0.401746355092446,0.011276478299489245
25,2021-01-13 16:15:00+00:00,2021-01-13 18:30:00+00:00,2021-01-13 18:30:00+00:00,1,ACCEPT,LOWVOL_ACCEPT,False,343.4864285714289,4.369896086557793,0.9648416136216532,1.6932293500472808,0.5698233459009623,0.958524042330632,1.2699845313302507,0.7547525333451282,0.754440287721908,1.1745297058760404,0.6423339349762954,0.8740083305433118,3.024591140161975,0.2889674306513066,0.8460596280576488,1.9717026560768005,0.4291010236508469,0.6717878227669625,1.6910642846275012,0.3972574129048798,0.24507652207141561
26,2021-01-14 04:15:00+00:00,2021-01-14 07:00:00+00:00,2021-01-14 07:00:00+00:00,1,ACCEPT,LOWVOL_ACCEPT,False,352.41285714285704,3.875284264803045,-0.060497225251226444,1.0206924229863314,-0.05927076941966933,-0.48099834204201025,1.2322307768834655,-0.3903476126919521,0.9178439249419288,1.6546972919439409,0.554689929940989,-0.11568817417883595,1.0621901614975626,-0.10891474838717137,-0.45980161255670354,1.2766360208861627,-0.3601665666910584,0.8742586819841949,1.8378056444953172,0.4757079099211693,0.07898202001981969
28,2021-01-15 05:30:00+00:00,2021-01-15 05:45:00+00:00,2021-01-15 05:45:00+00:00,-1,ACCEPT,LOWVOL_ACCEPT,False,305.7728571428571,6.960101102125292,0.8830410996024194,0.890421435092175,0.9917114130467989,0.8823543152947428,0.8931979945831637,0.9878597137989753,0.6214416864058889,0.839455159827267,0.7402916988845023,0.9118533365102939,1.0101463323293665,0.9026943001491556,0.9210758686419873,1.1324716707226785,0.813332370649245,0.6411949112553127,1.0859854601599415,0.5904267918659601,0.14986490701854216
30,2021-01-16 05:30:00+00:00,2021-01-16 09:00:00+00:00,2021-01-16 09:45:00+00:00,1,REJECT,LOWVOL_REJECT,False,436.86500000000007,-0.9316150298146976,0.13809758163277383,1.8269310608964107,0.07558992486832766,1.9819852814942842,3.030435488220415,0.6540265546646499,2.0971467158046493,2.0311887097439962,1.032472613570684,0.1568905726025222,1.9139014780010457,0.08197421570852483,1.9335263754249075,3.149766895785501,0.6138633236675495,2.035960765911671,2.1802972153290754,0.9337996451114031,0.09867296845928097
31,2021-01-16 17:30:00+00:00,2021-01-16 22:00:00+00:00,2021-01-16 22:45:00+00:00,-1,REJECT,LOWVOL_REJECT,False,378.02499999999935,1.2015342900601809,-0.23342371536273557,2.270925398490974,-0.10278792756373469,1.472045499636273,2.948444271727816,0.49926176789281507,2.1009192513722788,1.9256993806143392,1.0909902513974121,-0.19387606639772767,2.9396629209609495,-0.06595180182575196,1.38549037762053,5.5412510110441495,0.25003205501052717,2.0811322002513126,3.2434474319265383,0.6416420317979887,0.4493482195994234
34,2021-01-18 05:30:00+00:00,2021-01-18 12:00:00+00:00,2021-01-18 12:00:00+00:00,1,ACCEPT,LOWVOL_ACCEPT,False,319.7699999999999,-5.175501141445419,1.561497326203208,3.479989939267873,0.4487074254392008,1.3007161397254288,1.899733889632428,0.6846833374000078,0.6573787409700697,1.6658729430439012,0.39461517381325617,1.560090064734036,2.1483215877670694,0.7261901912718609,1.3399318259999413,1.3987308612838678,0.9579625810000675,0.7050379960596816,1.5319418413348305,0.4602250405572572,-0.06560986674400104
36,2021-01-19 05:30:00+00:00,2021-01-19 08:15:00+00:00,2021-01-19 08:15:00+00:00,1,ACCEPT,LOWVOL_ACCEPT,False,225.52714285714268,-1.0121176418422646,-0.6321190354027608,2.376765741792301,-0.26595765173141744,1.5545800632169982,2.468465178031866,0.6297759745821012,2.0150567875897316,1.5164994011239836,1.3287554126933596,-0.7707719691643155,2.7570358320835053,-0.2795654522131616,1.3666204257960686,3.3358667871894534,0.40967476010859494,1.8473164459139981,2.174390376007088,0.8495790205373759,0.47917639215598373
37,2021-01-19 18:00:00+00:00,2021-01-19 19:30:00+00:00,2021-01-19 19:30:00+00:00,-1,ACCEPT,LOWVOL_ACCEPT,False,304.1257142857129,2.6455178309721656,0.8190691819172512,2.1143023587705168,0.3873945363205035,0.19413024689038744,1.6464350884468,0.11790944462531128,1.916082635000583,1.699381292048901,1.1275177877769917,0.7823738303709105,2.016704597660554,0.38794666867844235,0.21711416331591915,1.7524746483595692,0.12389004515366439,1.8869499455112482,1.8064346373220905,1.0445713930222882,0.08294639475470356
38,2021-01-20 06:00:00+00:00,2021-01-20 09:30:00+00:00,2021-01-20 10:00:00+00:00,-1,ACCEPT,LOWVOL_ACCEPT,False,327.8178571428569,-0.5454248330410054,-0.01085968906948925,0.7348893604720272,-0.014777311597645061,0.49985074464260637,1.198254332066547,0.41714912374282687,1.665528549172576,1.0830981253206808,1.537744836073325,0.005978929937135778,0.7495495172050507,0.007976697736301991,0.5284641950560467,1.1377112258177449,0.46449765376640817,1.6760221813071305,1.0714602489939122,1.5642411212930152,-0.026496285219690163
41,2021-01-21 19:15:00+00:00,2021-01-21 22:00:00+00:00,2021-01-21 22:00:00+00:00,-1,ACCEPT,LOWVOL_ACCEPT,False,535.3664285714286,-1.1503336166283946,0.9927592983710717,3.5081782007162063,0.28298428459774266,1.3284172522691375,2.3547657448445305,0.564139874710486,1.2541130040439588,1.6611496602227707,0.7549668967670103,0.9890048604894102,3.3346339495846276,0.2965857348788174,1.3088605534527107,2.259531913728231,0.5792618132545377,1.2202857055181149,1.6308859632123283,0.7482348447677721,0.006732051999238209
42,2021-01-22 07:15:00+00:00,2021-01-22 18:30:00+00:00,2021-01-22 18:30:00+00:00,1,ACCEPT,LOWVOL_ACCEPT,False,383.2050000000002,1.66827155178038,0.14879764094936238,1.0006047094062291,0.14870771599472152,0.4544043005701933,0.9920769861209382,0.4580333048012058,0.44887201367413865,0.8981389318277696,0.4997801540132056,0.16779530538484425,1.1259633325454477,0.14902377416279802,0.44086063595203245,1.1139105239464193,0.395777422400256,0.424890071893633,1.1028739169175852,0.3852571589335936,0.114522995079612
44,2021-01-23 07:15:00+00:00,2021-01-23 11:15:00+00:00,2021-01-23 11:15:00+00:00,-1,ACCEPT,LOWVOL_ACCEPT,False,304.45071428571435,-1.9712550236843445,0.3391025054489284,1.1423864430834547,0.2968369482166167,0.12494633191861035,0.8964762670628728,0.13937494667647177,0.518014879255612,1.0088488867565866,0.5134712304842913,0.3446863320593719,1.0804921292990108,0.3190086468126274,0.12047927063024604,0.8548689762588073,0.14093302479814349,0.5060589211014673,0.9206380703828857,0.5496828095442562,-0.03621157905996486
46,2021-01-24 08:30:00+00:00,2021-01-24 16:30:00+00:00,2021-01-24 17:15:00+00:00,-1,REJECT,LOWVOL_REJECT,False,187.5864285714285,0.8396662871590537,0.5747217473088473,1.8068206515302336,0.31808455743634745,1.4031398859954036,2.050846478770198,0.6841759734433192,2.495329771800429,1.4978260403225887,1.6659676789054931,0.6240323508021136,1.3805569176331576,0.45201493892186767,1.5418492809028963,1.4992803307602651,1.0283929224370236,2.550877500276075,1.1825580903361672,2.1570843082650883,-0.4911166293595952
47,2021-01-24 20:30:00+00:00,2021-01-25 02:00:00+00:00,2021-01-25 02:45:00+00:00,1,REJECT,LOWVOL_REJECT,False,222.34142857142905,3.058944094989027,1.1056419020939536,1.3718067759265848,0.8059749532489001,1.3718990741395234,1.0006238566357781,1.3710437394047537,1.354943169771079,1.026901122063763,1.3194485239708864,1.1161662565295392,1.7618442589563648,0.6335215220389029,1.333399726289702,1.1769752495765768,1.132903794510037,1.3055146846227643,1.1329099871989168,1.1523551732919286,0.1670933506789578
48,2021-01-25 08:45:00+00:00,2021-01-25 12:30:00+00:00,2021-01-25 12:30:00+00:00,1,ACCEPT,LOWVOL_ACCEPT,False,212.05714285714308,-2.494799245486393,0.8168081379681976,1.8348108268232204,0.4451729442769934,1.7738614928590823,1.4718472775018951,1.2051939898749435,1.4312180005389368,0.9700970289775843,1.47533489721883,0.8176569657774149,2.15227740825419,0.3799031493996184,1.7672594987873622,1.667857119994172,1.0595988574809918,1.3958973322554307,1.177989024961989,1.1849833085673043,0.29035158865152577
49,2021-01-25 21:45:00+00:00,2021-01-25 22:15:00+00:00,2021-01-25 22:15:00+00:00,-1,ACCEPT,IGNITION,True,348.5264285714288,0.750674779735911,1.2461321850976588,1.8460211724391122,0.6750367783979251,0.9174627052262843,1.6182753051046899,0.5669385810512207,1.7037445407911234,2.504240306705258,0.6803438696475104,1.2720125753939586,1.5387619769607073,0.826646742276788,0.9619069674978525,1.6543721212359905,0.5814332550401095,1.6854675911029493,2.352377993912018,0.7164952212038028,-0.036151351556292455
50,2021-01-26 12:15:00+00:00,2021-01-26 14:30:00+00:00,2021-01-26 14:30:00+00:00,-1,ACCEPT,LOWVOL_ACCEPT,False,325.71999999999986,-3.880664374309231,0.3763355028859198,1.5097067747364532,0.24927721673078934,0.8390949281591595,1.4783372881473624,0.5675936979244466,-0.0508412133120512,1.2808117395344463,-0.039694524763281086,0.38140120348765694,1.3367789155375849,0.285313599021179,0.854169225101318,1.2030743674035393,0.7099887157805346,-0.05200785951123265,1.1274753400414599,-0.04612771354211632,0.006433188778835232
51,2021-01-27 00:15:00+00:00,2021-01-27 09:15:00+00:00,2021-01-27 10:00:00+00:00,-1,REJECT,LOWVOL_REJECT,False,259.6707142857153,2.619047750035062,0.9751580985808818,2.944990274440778,0.33112438674048045,1.6166628614811525,2.485181749572762,0.6505209776947218,2.669611788556366,1.7516507512554822,1.524054830360985,0.9564035770577619,2.4500112068446778,0.3903670213368108,1.5877801281293116,2.2813995329269527,0.6959675870943338,2.5827325266339956,1.5985970718675453,1.615624457272866,-0.09156962691188086
59,2021-01-31 01:15:00+00:00,2021-01-31 07:45:00+00:00,2021-01-31 08:30:00+00:00,-1,REJECT,LOWVOL_REJECT,False,209.71714285714395,-0.8615413958937858,0.39019223171347067,0.4339297220817873,0.8992060507897798,0.3803217939810162,0.5048901346486147,0.7532763424773717,0.21490851623274637,0.6298626830847476,0.3411989978200226,0.31599705726081806,0.508294101141928,0.6216815354553644,0.3109426302093919,0.5534914039311392,0.5617840277210101,0.17227966921433718,0.6074759178392297,0.2835991751362422,0.05759982268378039
60,2021-01-31 13:45:00+00:00,2021-01-31 15:00:00+00:00,2021-01-31 15:00:00+00:00,-1,ACCEPT,LOWVOL_ACCEPT,False,221.92142857142764,-1.052084070938864,0.30542341240464377,1.7278816455538653,0.17676176675095218,1.035546686407667,1.4620411017541917,0.7082883546606135,1.6259358202710243,1.0689274170635734,1.5210909499707626,0.3178602465480113,1.5420849230111946,0.206123697732115,1.0341497956162133,1.3464457095187887,0.7680590374385107,1.6321542373426918,1.1548489083467652,1.4133054337638138,0.10778551620694876
61,2021-02-01 01:45:00+00:00,2021-02-01 02:15:00+00:00,2021-02-01 03:00:00+00:00,1,REJECT,LOWVOL_REJECT,False,290.93285714285804,0.4230185658939447,0.0034372191914678295,0.9363958249709068,0.0036706904279230654,-0.14371013439528696,1.3475047237699478,-0.10664907651917205,2.7087349560281297,1.5306102955631702,1.7697090917786376,-0.028975757784074803,1.2145116877039626,-0.02385794890031363,-0.16777066873553675,1.4838011004585192,-0.1130681657290137,2.6431871860468514,1.5237864437107709,1.7346178639114822,0.03509122786715535
62,2021-02-01 13:45:00+00:00,2021-02-01 15:45:00+00:00,2021-02-01 15:45:00+00:00,-1,ACCEPT,LOWVOL_ACCEPT,False,265.7449999999995,-2.2451974637340406,-0.13230728706089026,0.4820571979492926,-0.2744638761203761,-0.4147961391559432,0.5635308952037167,-0.7360663677649727,0.5938775894184275,0.7659456273744271,0.7753521505882488,-0.12711433893393628,0.8841088395976172,-0.1437767990101644,-0.40907637020451687,0.7778839255492261,-0.5258835627895099,0.5437167209166616,0.8492059916342758,0.6402648194583417,0.13508733112990712
65,2021-02-03 01:45:00+00:00,2021-02-03 03:45:00+00:00,2021-02-03 03:45:00+00:00,1,ACCEPT,LOWVOL_ACCEPT,False,232.5121428571422,0.5641855878494854,0.1716039408080137,0.5386189447773182,0.3185998978906323,0.482211374521159,0.7061755077692281,0.6828491914771156,0.9403809939265934,0.7318584395010166,1.2849219783101062,0.14622892199178578,0.9357861157272912,0.15626318828008784,0.4669433547249453,0.9394594958383715,0.4970340464846184,0.9473913804808942,0.9541954616219882,0.9928693004580759,0.2920526778520304
66,2021-02-03 13:45:00+00:00,2021-02-03 15:15:00+00:00,2021-02-03 16:00:00+00:00,1,REJECT,LOWVOL_REJECT,False,256.3864285714283,5.152846846696269,0.11431962355932303,0.661559397018659,0.17280326464185755,0.4256075511017237,0.7705417460016177,0.5523484656220432,0.05507311786617769,0.7446371537066611,0.0739596696082572,0.10472473191972496,1.1683352240089653,0.08963585944141778,0.4262706127190574,1.190804236995293,0.35796867316717684,-0.03046183077443629,1.194454033586567,-0.025502723351328194,0.0994623929595854
67,2021-02-04 01:45:00+00:00,2021-02-04 01:45:00+00:00,2021-02-04 02:30:00+00:00,1,REJECT,LOWVOL_REJECT,False,267.42000000000087,-0.8917059307456374,-0.308241717149054,0.7604822626230068,-0.4053240059615413,-0.71655074414779,1.0684187888397079,-0.6706646790870806,0.49225936728740927,1.2775142136266546,0.385325941611221,-0.3897614239772477,1.1446614612282937,-0.3405036660874467,-0.7804951013387199,1.3045650193296698,-0.5982799552143173,0.4467878243960916,1.6726267068535694,0.2671174761023386,0.11820846550888242
69,2021-02-05 03:45:00+00:00,2021-02-05 08:00:00+00:00,2021-02-05 08:45:00+00:00,1,REJECT,LOWVOL_REJECT,False,245.70285714285745,0.9531024698823202,0.43328759477184575,0.8073136453418086,0.5367029249064607,-0.03190846085865995,0.6472023047459162,-0.04930214343285879,1.164292525233729,0.8568765893781439,1.3587633734732842,0.4005244429973624,1.0905002527565182,0.36728505287819463,-0.03939718126424598,0.8986001558589005,-0.04384283822718609,1.1333201544258118,1.1334860750720233,0.9998536191578702,0.35890975431541405
71,2021-02-06 03:45:00+00:00,2021-02-06 09:00:00+00:00,2021-02-06 09:00:00+00:00,1,ACCEPT,LOWVOL_ACCEPT,False,448.6642857142844,2.371661917119079,-0.17997866683648342,0.6897080034398946,-0.2609490769120354,-0.3808638339197253,0.946065830460183,-0.4025764610211812,0.14560998519415203,1.1694655958308844,0.12450984938184413,-0.19259388979989053,0.9041198987106389,-0.2130180854049864,-0.3881075573527888,1.1415727207615705,-0.3399762015107307,0.1468804228423927,1.4781004686308843,0.09937106844871187,0.025138780933132265
72,2021-02-06 16:00:00+00:00,2021-02-06 16:00:00+00:00,2021-02-06 16:45:00+00:00,1,REJECT,ABSORPTION,True,263.52428571428544,-7.291472187437339,0.9029528316718071,3.016239759447572,0.2993637454859305,1.4618387028574353,2.7913066436866094,0.5237112540694262,2.0795806295977233,2.030492771350733,1.024175342527487,0.9786574292420932,2.9080641774809743,0.33653226666057506,1.53625309675987,2.789916701272406,0.550644790240234,2.262751603267799,2.2734342592443664,0.9953010930783993,0.028874249449087785
75,2021-02-08 06:45:00+00:00,2021-02-08 07:30:00+00:00,2021-02-08 07:30:00+00:00,1,ACCEPT,LOWVOL_ACCEPT,False,258.0878571428574,13.41899629970966,0.5485728835418787,0.7363429762989724,0.7449964231330501,0.3610010987399015,0.65718167413661,0.5493170502877707,-0.014374949837122942,0.6837880482696542,-0.021022522802934585,0.5703096675274009,0.9579737622908534,0.5953291102290622,0.41051912001172297,0.8528924617034325,0.4813257690093978,-0.05157158553426359,0.899389698035712,-0.05734064515848595,0.03631812235555136
76,2021-02-08 18:45:00+00:00,2021-02-08 22:00:00+00:00,2021-02-08 22:45:00+00:00,1,REJECT,ABSORPTION,True,521.7378571428562,6.608318627444277,0.617398173412215,3.247395385633162,0.1901210355054556,0.4793020030584601,3.3370795473395205,0.14362918122242024,0.9477364795949839,2.79389689273639,0.339216698389594,0.552902182677949,3.2771601387534477,0.16871381295643964,0.44938276337461414,3.63934156038991,0.12347913926673823,0.9225705848448885,2.833767720047379,0.3255632345298448,0.013653463859749193
79,2021-02-10 08:00:00+00:00,2021-02-10 12:30:00+00:00,2021-02-10 12:30:00+00:00,-1,ACCEPT,IGNITION,True,316.06785714285746,0.214479259652654,0.22140815150452367,2.1426750583122995,0.10333258449319802,1.3969468581565843,3.1380684286057168,0.4451613755208217,1.1714573046023171,1.9592025745963975,0.5979255641003031,0.3130656843580058,2.1819906322387252,0.14347709826636607,1.4235867071944208,2.542420174110937,0.5599336890458073,1.090841704426034,1.6855461735765331,0.6471740267496764,-0.049248462649373326
81,2021-02-11 08:45:00+00:00,2021-02-11 10:30:00+00:00,2021-02-11 10:30:00+00:00,1,ACCEPT,IGNITION,True,301.86857142857065,3.699225774698555,-0.03720162038352671,1.662550457245305,-0.022376235392678797,-0.20419482461622276,2.007402934527752,-0.1017208957424685,1.3441942567247738,1.905579245993389,0.7053992950180552,-0.062046869971805495,1.4175260442936377,-0.043771238081712883,-0.2560717057565363,1.7134279746292727,-0.14944993868910159,1.3440948757264246,1.9001559901458756,0.7073602813120822,-0.0019609862940269673
83,2021-02-12 09:00:00+00:00,2021-02-12 14:30:00+00:00,2021-02-12 15:15:00+00:00,-1,REJECT,LOWVOL_REJECT,False,374.553571428572,-1.840991656734193,0.8937306317044086,2.4879417534384585,0.35922490165584814,1.2435871275327774,2.1620439336918817,0.5751904982842981,1.1507566150178876,1.5077255769116051,0.7632400966328862,0.9304943980929579,2.5966410317850537,0.3583454111303525,1.3060081048867633,2.296110975567313,0.5687913688771427,1.1781225268176296,1.9363906157040631,0.6084116072775273,0.15482848935535887
85,2021-02-13 09:00:00+00:00,2021-02-13 11:00:00+00:00,2021-02-13 11:00:00+00:00,-1,ACCEPT,LOWVOL_ACCEPT,False,301.56785714285746,-0.9829960089532156,1.125219389144831,3.579684961246399,0.31433475328874877,1.434900934402352,2.5002450560114977,0.5739041182992558,1.6766707327182833,1.9156830519517847,0.8752338916450794,0.9758002818602903,3.6421299343030205,0.2679202278506918,1.3315411125191048,3.0616780619088506,0.4349056581373336,1.6459313824180772,2.335193290710231,0.7048373207330859,0.17039657091199345
87,2021-02-14 10:30:00+00:00,2021-02-14 12:00:00+00:00,2021-02-14 12:00:00+00:00,1,ACCEPT,LOWVOL_ACCEPT,False,256.2857142857143,-2.202151616499461,0.28706243032329876,1.048201097091474,0.27386198232365283,0.40965997770344803,1.0289383675344275,0.39813849947600594,0.06239130434781814,1.0912646159673116,0.05717339629170845,0.28842809364550653,1.3456853614586752,0.21433546199303283,0.4658862876254238,1.1765327249508304,0.3959824301911314,0.12076365663323889,1.2243077604932633,0.09863831671260846,-0.04146492042090001
88,2021-02-14 23:15:00+00:00,2021-02-15 01:15:00+00:00,2021-02-15 01:30:00+00:00,-1,ACCEPT,LOWVOL_ACCEPT,False,225.45500000000013,0.235257590206475,1.4591825419706625,2.035612955019268,0.7168271052572716,1.952141225521701,1.3051109212727217,1.4957665235212396,1.3006143132775754,1.020727925355323,1.2742027341172446,1.5502428422523424,1.8000557761907041,0.8612193370657557,2.031935419485043,1.2399138554265148,1.6387714441549512,1.4116786054866675,1.0147243617887494,1.3911941593657708,-0.11699142524852624
90,2021-02-15 23:15:00+00:00,2021-02-16 03:15:00+00:00,2021-02-16 03:15:00+00:00,1,ACCEPT,LOWVOL_ACCEPT,False,305.4892857142856,-1.2448881770462006,0.43831324456083826,0.7218507012410837,0.6072076175963295,0.5926558097665435,0.9948298696188824,0.5957358417410495,0.6133111986625692,0.8761587437411569,0.700000089074908,0.4193927773945865,0.7051238918423112,0.5947788498540573,0.5571062814922276,0.965015490669495,0.5773029416405805,0.6073535429112579,0.8936954333754369,0.6795979035243785,0.020402185550529417
91,2021-02-16 12:15:00+00:00,2021-02-16 12:15:00+00:00,2021-02-16 13:00:00+00:00,1,REJECT,ABSORPTION,True,394.9514285714275,-0.1301425853450374,1.150394623570348,6.8540363654574366,0.16784192003532955,1.0282023829331575,3.578988967096028,0.2872885030901437,1.2385826828615494,2.202038412264994,0.5624709705166114,1.184474763623734,5.331005979755538,0.22218597542785912,1.0469388640917847,2.9936067902110612,0.34972490960243025,1.2607119862840266,1.8846436315564152,0.6689391910357501,-0.10646822051913862
