selector,start,end,candidate_n,touch_n,high_response_n,accept_trade_n,trades_per_week,ev_5bps,pf_5bps,ev_10bps,pf_10bps,cum_r_5bps,maxdd_r_5bps,dd_pct_025,win_rate_5bps,max_concurrent,trade_gap_lt12h_share,tp_n,sl_n,persistent_n,time_n,slice
FROZEN_FIRST_HIT_12H,2021-01-01 00:00:00+00:00,2026-08-10 07:30:00+00:00,1637,987,476,331,1.131727569679763,0.09917529975460036,1.225529372419187,0.036982268134082966,1.077732539670769,32.82702421877272,9.928622108648419,2.4821555271621047,0.4350453172205438,1,0.03625377643504532,115,95,59,62,FULL
FROZEN_FIRST_HIT_12H,2025-01-01 00:00:00+00:00,2026-08-10 07:30:00+00:00,463,292,138,101,1.2058415947127172,0.10658804809305261,1.2429904280380057,0.03187581301023568,1.0664053821041943,10.765392857398314,7.756823731886711,1.9392059329716778,0.46534653465346537,1,0.0297029702970297,35,31,16,19,2025_PLUS_REUSED
SHORT_RUN_ONSET_FROZEN_ROUTER,2021-01-01 00:00:00+00:00,2026-08-10 07:30:00+00:00,5386,3105,1508,1044,3.5695576517996153,0.00651068662906762,1.0135044614050293,-0.05379727530639754,0.895961008191898,6.797156840746595,51.56893293328779,12.892233233321948,0.3936781609195402,6,0.4185823754789272,334,332,208,170,FULL
SHORT_RUN_ONSET_FROZEN_ROUTER,2025-01-01 00:00:00+00:00,2026-08-10 07:30:00+00:00,1275,825,417,326,3.892122375013325,-0.0013924833779453787,0.997077147643608,-0.07322275368088219,0.8583231147180908,-0.45394958121019346,20.92485905470515,5.231214763676287,0.39570552147239263,5,0.38650306748466257,101,105,66,54,2025_PLUS_REUSED
SHORT_RUN_ONSET_NATIVE_ROUTER,2021-01-01 00:00:00+00:00,2026-08-10 07:30:00+00:00,5386,3105,1495,1024,3.50117532130537,0.008699340828347932,1.018113971261216,-0.05121319385329866,0.9005603408284739,8.908125008228282,52.23666418586191,13.059166046465478,0.39453125,5,0.40625,328,324,200,172,FULL
SHORT_RUN_ONSET_NATIVE_ROUTER,2025-01-01 00:00:00+00:00,2026-08-10 07:30:00+00:00,1275,825,398,308,3.677219912589276,0.018966044189242304,1.0406512612671275,-0.05379727321136963,0.8939202993242428,5.8415416102866295,17.21361174079918,4.303402935199795,0.40584415584415584,5,0.36038961038961037,98,97,59,54,2025_PLUS_REUSED
