episode_id,level_id,decision_3bar_time_unix,entry_t,dir,entry,risk,tb_flag,gross,net,exit_t,reason,source_policy
13433,2389,1675286700,1675286760,1,1.0904999999999998,0.00942174915,True,0.83317864,0.826810479873371,1675293960,0,P4
13878,2395,1675286700,1675286760,1,1.0904999999999998,0.00086962753,True,-1.0,-1.068994594495512,1675287120,-1,P4
14659,2406,1675287600,1675287660,1,1.09415,0.0090438744,False,0.5053349,0.4987000950475645,1675294860,0,P5
236252,6571,1675287600,1675287660,1,1.09415,0.0090438744,False,0.5053349,0.4987000950475645,1675294860,0,P5
13110,2385,1675287900,1675287960,1,1.09724,0.006688125,False,0.2422182,0.233247381852551,1675295160,0,P5
