split,branch,parent_retest_n,pass_n,pass_rate,pass_correct,fail_correct,correct_uplift_pp
CONFIRMATION,PRIMARY_BOTH,14577,4356,0.2988269191191603,0.8457300275482094,0.6612855884942765,18.444443905393282
CONFIRMATION,REACCEL_ONLY,14577,8514,0.584070796460177,0.845900869156683,0.5345538512287646,31.13470179279184
CONFIRMATION,IFVG_ONLY,14577,6570,0.450710022638403,0.7634703196347032,0.6777819408017984,8.568837883290481
DISCOVERY,PRIMARY_BOTH,16642,4952,0.2975603893762769,0.8327948303715671,0.6561163387510693,17.667849162049777
DISCOVERY,REACCEL_ONLY,16642,9862,0.5925970436245643,0.8357331170148043,0.5238938053097345,31.183931170506984
DISCOVERY,IFVG_ONLY,16642,7749,0.4656291311140488,0.7567428055232933,0.6668165973237378,8.992620819955555
