flow_id,signal_time,side,frozen_signed12_atr,signal_close,atr14,level,distance_atr,distance_bin,oi_logchg_3h,oi_backed,touch_time,class_time,state,class_price,residual_atr,oi_flush,oi_flush_logchg
953,2022-08-11 10:30:00+00:00,1,-3.3840361445782925,24465.3,104.34285714285735,24760.0,2.824342825848851,>2,0.008511340320975336,True,2022-08-11 12:30:00+00:00,2022-08-11 12:45:00+00:00,ACCEPT,24851.6,-7.0862541073384095,True,-0.017993367786889536
954,2022-08-11 22:30:00+00:00,-1,2.8335158017662976,24112.2,97.86428571428534,24025.4,0.8869425589372998,0.5-1,-0.008591632051825115,False,2022-08-11 22:45:00+00:00,2022-08-11 22:45:00+00:00,ACCEPT,23879.2,0.45266768848988553,True,-0.006263245928749939
955,2022-08-12 10:30:00+00:00,-1,-4.861001688238562,23834.9,76.15714285714292,23750.0,1.1148002250984987,1-2,-0.00023132377847900898,False,2022-08-12 10:45:00+00:00,2022-08-12 10:45:00+00:00,ACCEPT,23740.0,-6.107109360345127,False,0.00429416702554164
956,2022-08-12 22:30:00+00:00,1,3.8572197309417,24205.1,79.64285714285741,24269.9,0.8136322869955496,0.5-1,0.001524240708848268,True,2022-08-12 23:00:00+00:00,2022-08-12 23:00:00+00:00,ACCEPT,24355.9,1.9637668161434638,True,-0.005394304672284633
957,2022-08-13 10:45:00+00:00,-1,1.146712852709818,24486.9,98.97857142857174,24158.3,3.3199105145413985,>2,0.0010842485706881178,True,,,NO_TOUCH,,,,
958,2022-08-14 07:30:00+00:00,1,-8.785567194914531,24960.2,79.77857142857127,24950.0,0.0,<=0.5,0.027671809337135755,True,2022-08-14 07:30:00+00:00,2022-08-14 07:30:00+00:00,ACCEPT,24960.2,-8.785567194914531,False,0.012736228492702395
959,2022-08-14 19:45:00+00:00,-1,3.026218459768224,24273.8,86.90714285714292,24138.0,1.5625873263746104,1-2,-0.02294993874771123,False,2022-08-15 06:45:00+00:00,2022-08-15 06:45:00+00:00,ACCEPT,24119.4,1.2496095997370178,True,-0.01008584396917378
960,2022-08-15 07:45:00+00:00,-1,0.2454132606721066,24010.8,157.28571428571453,23916.7,0.5982742960944494,0.5-1,-0.050276145148210105,False,2022-08-15 08:15:00+00:00,2022-08-15 09:00:00+00:00,REJECT,24026.5,0.3452316076294226,True,-0.02615227706928991
961,2022-08-15 20:30:00+00:00,-1,0.2372111876773154,24000.8,88.10714285714312,23890.1,1.256424807458456,1-2,-0.004166729451519302,False,2022-08-15 23:00:00+00:00,2022-08-15 23:00:00+00:00,ACCEPT,23787.2,-2.1871098500202693,True,-0.015328102609354133
962,2022-08-16 13:45:00+00:00,-1,-0.5178455548345415,23890.0,77.05000000000005,23788.0,1.3238157040882534,1-2,0.013673034603121081,True,2022-08-16 14:15:00+00:00,2022-08-16 14:30:00+00:00,ACCEPT,23734.0,-2.5425048669695176,False,0.0035150585081549224
963,2022-08-17 06:15:00+00:00,1,-12.31127850162862,24371.7,70.17142857142893,24409.0,0.5315553745928208,0.5-1,-0.008278103616129684,False,2022-08-17 06:30:00+00:00,2022-08-17 07:15:00+00:00,REJECT,24047.6,-7.6925895765471815,False,0.01685376584157261
964,2022-08-17 18:15:00+00:00,-1,1.2393941929545538,23507.8,85.36428571428587,23312.9,2.2831562212366867,>2,0.004471390329987557,True,2022-08-17 19:00:00+00:00,2022-08-17 19:00:00+00:00,ACCEPT,23255.1,-1.7208601790645273,True,-0.0012055130177106577
965,2022-08-18 06:15:00+00:00,1,-2.446893787575126,23402.0,49.8999999999999,23619.7,4.362725450901827,>2,0.0033904485942279905,True,,,NO_TOUCH,,,,
966,2022-08-18 18:45:00+00:00,-1,18.25743124363364,23307.2,77.13571428571439,23220.7,1.121400129641632,1-2,-0.0015921691823752582,False,2022-08-18 23:15:00+00:00,2022-08-18 23:15:00+00:00,ACCEPT,23184.5,16.66672840077781,True,-0.005104576797084093
967,2022-08-19 06:45:00+00:00,1,-3.328374827417285,21898.9,160.37857142857163,23441.4,9.617868436289125,>2,-0.03937799209713155,False,,,NO_TOUCH,,,,
968,2022-08-19 18:45:00+00:00,-1,0.7161970722493338,21365.1,90.7571428571425,21235.8,1.4246812529513593,1-2,-0.0018508973142630225,False,2022-08-19 19:00:00+00:00,2022-08-19 19:45:00+00:00,REJECT,21319.4,0.2126554383756035,True,-0.002400834195913859
969,2022-08-20 06:45:00+00:00,-1,2.4186752064722694,21300.1,84.75714285714301,20760.0,6.372324287881313,>2,0.005049964917359873,True,,,NO_TOUCH,,,,
970,2022-08-20 18:45:00+00:00,1,0.1429211068326495,21095.1,79.76428571428603,21368.9,3.4326139518223564,>2,-0.014342067949828063,False,,,NO_TOUCH,,,,
971,2022-08-21 06:45:00+00:00,1,6.691951896392268,21106.5,54.04999999999979,21320.4,3.9574468085106806,>2,-0.004785176484579878,False,2022-08-21 08:00:00+00:00,2022-08-21 08:00:00+00:00,ACCEPT,21402.4,1.2173913043478173,False,0.004567199442305991
972,2022-08-21 19:00:00+00:00,1,-2.2821219808095723,21474.9,64.76428571428576,21580.1,1.62435204588062,1-2,0.0037826585903992793,True,2022-08-21 20:45:00+00:00,2022-08-21 21:00:00+00:00,ACCEPT,21601.4,-4.2353589941546685,True,-0.015654285021073022
973,2022-08-22 07:45:00+00:00,1,-0.4946580297804305,21089.1,84.90714285714317,21804.6,8.426852864473764,>2,0.0048715273596098285,True,,,NO_TOUCH,,,,
974,2022-08-22 19:45:00+00:00,-1,-3.107798775618837,21047.1,80.50714285714328,20858.6,2.34140715109572,>2,0.024488999936055578,True,,,NO_TOUCH,,,,
975,2022-08-23 07:45:00+00:00,-1,-2.0874385089724963,21297.3,103.09285714285735,20874.8,4.098247072680654,>2,0.02882442902454585,True,,,NO_TOUCH,,,,
976,2022-08-23 19:45:00+00:00,1,-2.744031830238759,21512.5,75.39999999999964,21667.2,2.0517241379310542,>2,0.007529062711586931,True,,,NO_TOUCH,,,,
977,2022-08-24 12:15:00+00:00,1,-1.8416347381864444,21459.7,61.52142857142878,21535.4,1.2304655752931692,1-2,0.01822166710712203,True,2022-08-24 14:15:00+00:00,2022-08-24 15:00:00+00:00,REJECT,21529.0,-2.968071519795624,False,0.009312501033408083
978,2022-08-25 00:15:00+00:00,-1,-3.908100929614877,21346.4,80.67857142857117,21303.0,0.5379371403275983,0.5-1,-0.021086443849004155,False,2022-08-25 00:15:00+00:00,2022-08-25 01:00:00+00:00,REJECT,21476.1,-2.3004869411244258,True,-0.01659219704300341
979,2022-08-25 15:30:00+00:00,-1,0.0449096741516042,21562.1,84.61428571428483,21415.0,1.7384771230795215,1-2,-0.011171238799612127,False,2022-08-25 16:45:00+00:00,2022-08-25 17:30:00+00:00,REJECT,21556.9,-0.01654566942425261,True,-0.007267646515991544
980,2022-08-26 12:00:00+00:00,-1,12.803581117742857,21194.9,78.98571428571424,21000.0,2.4675348164225195,>2,0.009927114267547665,True,2022-08-26 15:00:00+00:00,2022-08-26 15:00:00+00:00,ACCEPT,20832.8,8.219207813347817,False,0.07586242648102726
981,2022-08-27 00:00:00+00:00,1,0.3184271395528285,20183.6,111.17142857142815,21867.6,15.147776921100032,>2,-0.017730809194096864,False,,,NO_TOUCH,,,,
982,2022-08-27 12:15:00+00:00,-1,4.655943627450981,20189.0,46.628571428571114,19901.0,6.176470588235336,>2,-0.001026672491601488,False,2022-08-27 15:30:00+00:00,2022-08-27 15:30:00+00:00,ACCEPT,19892.0,-1.7135416666667094,False,0.002340020933637277
983,2022-08-28 02:30:00+00:00,-1,2.1363636363635847,20066.8,59.40000000000042,19744.0,5.434343434343384,>2,-0.00018427354051731015,False,,,NO_TOUCH,,,,
984,2022-08-28 14:30:00+00:00,-1,2.785291159047712,19939.9,63.90714285714317,19793.8,2.2861294288588585,>2,0.00391809231710738,True,2022-08-28 23:15:00+00:00,2022-08-28 23:15:00+00:00,ACCEPT,19703.9,-0.907566782161614,True,-0.0036734270747498243
985,2022-08-29 04:15:00+00:00,1,6.760852090032129,19802.4,71.08571428571433,20140.0,4.749196141479076,>2,0.005822748032324299,True,2022-08-29 14:00:00+00:00,2022-08-29 14:00:00+00:00,ACCEPT,20199.3,1.1774517684887555,True,-0.015742141067750737
986,2022-08-29 16:15:00+00:00,1,1.2120606559304032,20283.0,121.52857142857154,20440.0,1.2918772775361456,1-2,0.0037213282880479426,True,2022-08-30 04:15:00+00:00,2022-08-30 04:15:00+00:00,UNRESOLVED,20430.3,0.0,True,-0.023569858857793946
987,2022-08-30 04:45:00+00:00,1,-12.227811860940744,20459.1,69.85714285714234,20547.8,1.2697341513292633,1-2,-0.015954009034272687,False,2022-08-30 07:30:00+00:00,2022-08-30 08:15:00+00:00,REJECT,20430.0,-11.811247443762849,False,0.010090779151074258
988,2022-08-30 16:45:00+00:00,-1,-5.007214015802132,19604.9,145.54999999999978,19546.8,0.39917554105120073,<=0.5,0.05105833324437192,True,2022-08-30 16:45:00+00:00,2022-08-30 17:30:00+00:00,REJECT,19576.6,-5.201648917897653,False,0.004452135791698453
989,2022-08-31 04:45:00+00:00,1,-3.4078578858926103,20333.7,89.26428571428603,20449.0,1.2916700008001794,1-2,-0.037836691830561264,False,2022-08-31 06:00:00+00:00,2022-08-31 06:45:00+00:00,REJECT,20238.5,-2.341361926862439,True,-0.002400981701290661
990,2022-08-31 16:45:00+00:00,-1,-0.115011202389837,20029.5,124.3357142857146,19850.0,1.4436720859424332,1-2,-0.017971032292440015,False,,,NO_TOUCH,,,,
991,2022-09-01 06:15:00+00:00,-1,2.349640137686461,20022.9,68.47857142857174,19910.0,1.648690935642029,1-2,0.007665232637711128,True,2022-09-01 07:00:00+00:00,2022-09-01 07:15:00+00:00,ACCEPT,19894.3,0.4716804005423884,False,0.03483264616358284
992,2022-09-01 18:15:00+00:00,-1,-2.028401282638586,19862.0,109.14999999999989,19555.0,2.8126431516262054,>2,0.02968204491967974,True,,,NO_TOUCH,,,,
993,2022-09-02 08:15:00+00:00,-1,3.715458276333771,20093.1,46.992857142856984,19937.6,3.3090135278917883,>2,0.018685586651692176,True,2022-09-02 17:15:00+00:00,2022-09-02 17:15:00+00:00,ACCEPT,19881.9,-0.7788417692658175,False,0.013840298811649276
994,2022-09-02 20:15:00+00:00,-1,0.7016568047337338,19918.5,120.71428571428571,19736.0,1.5118343195266273,1-2,0.010511030377701402,True,,,NO_TOUCH,,,,
995,2022-09-03 08:15:00+00:00,-1,2.8211695725967965,19833.8,46.29285714285704,19740.1,2.024070359512441,>2,0.02470470920923873,True,2022-09-03 09:00:00+00:00,2022-09-03 09:45:00+00:00,REJECT,19787.7,1.8253355963585909,False,0.023735462463305268
996,2022-09-03 20:15:00+00:00,-1,1.0399361022364173,19703.2,53.65714285714239,19628.7,1.3884451544196075,1-2,0.0044183335604888185,True,2022-09-04 07:45:00+00:00,2022-09-04 07:45:00+00:00,ACCEPT,19618.5,-0.5386048988285728,False,0.035973159262157495
997,2022-09-04 08:15:00+00:00,-1,-5.273689124008083,19647.4,45.90714285714265,19570.0,1.6860121363000236,1-2,0.055701371007101486,True,,,NO_TOUCH,,,,
998,2022-09-04 21:15:00+00:00,1,-3.2423661306977536,19895.8,48.421428571428415,19947.6,1.0697743029945304,1-2,-0.0031962662166495903,False,2022-09-04 23:30:00+00:00,2022-09-04 23:30:00+00:00,ACCEPT,19988.3,-5.1526773860451565,True,-0.014584567451636943
999,2022-09-05 09:15:00+00:00,1,-0.3143189755529765,19738.8,42.94999999999891,20046.7,7.168800931315699,>2,0.008030875543809657,True,,,NO_TOUCH,,,,
1000,2022-09-05 21:15:00+00:00,-1,-3.123616236162336,19725.3,54.20000000000021,19620.2,1.939114391143877,1-2,0.022899093694984884,True,,,NO_TOUCH,,,,
1001,2022-09-06 09:15:00+00:00,1,-14.1770982290176,19894.6,64.9357142857147,20174.7,4.313496865031356,>2,-0.029097741840228508,False,,,NO_TOUCH,,,,
1002,2022-09-06 21:30:00+00:00,-1,1.564571635573261,18963.1,118.30714285714228,18600.0,3.0691299885286507,>2,-0.040214692100047245,False,2022-09-07 02:15:00+00:00,2022-09-07 03:00:00+00:00,REJECT,18648.5,-1.094608464650129,False,0.0041029302927348965
1003,2022-09-07 09:30:00+00:00,1,12.835768963117784,18778.0,41.05714285714229,19066.6,7.029227557411335,>2,0.004064504566931859,True,2022-09-07 18:45:00+00:00,2022-09-07 19:00:00+00:00,ACCEPT,19150.4,3.765483646485751,True,-0.02769723241877564
1004,2022-09-07 21:30:00+00:00,1,-1.069220945083001,19305.0,111.85714285714286,19455.0,1.3409961685823755,1-2,-0.06779048323964076,False,,,NO_TOUCH,,,,
1005,2022-09-08 11:30:00+00:00,1,0.2475175587309009,19282.0,58.98571428571476,19400.0,2.0004843787841935,>2,0.0028810669449352844,True,2022-09-08 20:00:00+00:00,2022-09-08 20:00:00+00:00,ACCEPT,19405.3,-1.8428190845240955,True,-0.007037402875715415
1006,2022-09-09 02:30:00+00:00,1,39.00050293378016,19387.6,42.60714285714312,19450.0,1.4645431684828416,1-2,0.013514293949874912,True,2022-09-09 03:15:00+00:00,2022-09-09 03:15:00+00:00,ACCEPT,19645.5,32.94752724224622,True,-0.012715851318786164
1007,2022-09-09 15:30:00+00:00,1,0.4326138533649767,21291.1,123.43571428571497,21299.0,0.06400092587235678,<=0.5,0.008905030436102024,True,2022-09-09 15:30:00+00:00,2022-09-09 16:15:00+00:00,ACCEPT,21330.4,0.11422950060759131,True,-0.0015516523078034083
1008,2022-09-12 01:45:00+00:00,-1,-2.279375205215989,22036.5,152.27857142857178,21438.5,3.9270134621698864,>2,0.009836698327791993,True,,,NO_TOUCH,,,,
1009,2022-09-13 09:00:00+00:00,-1,19.27255726975219,22266.0,106.9500000000002,22048.4,2.0345956054230774,>2,0.007599615935982129,True,2022-09-13 12:30:00+00:00,2022-09-13 12:30:00+00:00,ACCEPT,21665.3,13.655913978494597,True,-0.06159377986988446
1010,2022-09-13 21:00:00+00:00,-1,-0.8478745127157991,20204.8,153.9142857142854,20030.5,1.1324484870985683,1-2,-0.05460949645522639,False,2022-09-13 21:30:00+00:00,2022-09-13 21:30:00+00:00,ACCEPT,19992.0,-2.230462223872285,True,-0.015198580465000333
1011,2022-09-14 11:00:00+00:00,1,-0.6275212909009429,20321.5,63.742857142856984,20528.5,3.247422680412379,>2,0.010044188147691813,True,,,NO_TOUCH,,,,
1012,2022-09-14 23:00:00+00:00,-1,1.7386450847694097,20281.5,102.37857142857163,19600.0,6.656666434103105,>2,-0.0292924118122464,False,,,NO_TOUCH,,,,
1013,2022-09-15 11:30:00+00:00,1,-5.046210720887274,20135.6,85.01428571428525,20315.0,2.1102335741892406,>2,-0.012295444934114386,False,,,NO_TOUCH,,,,
1014,2022-09-15 23:30:00+00:00,-1,-1.9365922777187463,19706.6,80.65714285714292,19453.0,3.1441728657456403,>2,0.006602809964425305,True,,,NO_TOUCH,,,,
1015,2022-09-16 11:30:00+00:00,1,-2.611347517730484,19862.8,60.42857142857143,19849.6,0.0,<=0.5,0.022978351044830703,True,2022-09-16 11:30:00+00:00,2022-09-16 11:30:00+00:00,ACCEPT,19862.8,-2.611347517730484,False,0.0003761846083758513
1016,2022-09-16 23:30:00+00:00,1,2.4104085209653494,19705.0,52.97857142857174,19878.0,3.2654712147768445,>2,0.012612841103646133,True,2022-09-17 00:15:00+00:00,2022-09-17 00:15:00+00:00,ACCEPT,19915.3,-1.559120938384755,False,0.001082044507603186
1017,2022-09-17 12:15:00+00:00,1,4.450009139096954,19822.9,39.07857142857184,20068.8,6.292451105830621,>2,0.0018083694442285747,True,2022-09-17 16:00:00+00:00,2022-09-17 16:00:00+00:00,ACCEPT,20098.0,-2.5896545421312287,True,-0.007648679914472822
1018,2022-09-18 10:00:00+00:00,-1,8.26410835214443,19869.4,56.95714285714322,19805.0,1.1306746927514606,1-2,-0.007584841064041115,False,2022-09-18 10:00:00+00:00,2022-09-18 10:45:00+00:00,REJECT,19909.5,8.968146476047083,True,-0.0049010961362530026
1019,2022-09-18 22:00:00+00:00,-1,10.112830677746484,19398.7,93.69285714285668,19390.0,0.09285659830754805,<=0.5,-0.022372025972343224,False,2022-09-18 22:00:00+00:00,2022-09-18 22:15:00+00:00,ACCEPT,19368.8,9.793702828390671,False,0.02127658211868244
1020,2022-09-19 10:00:00+00:00,1,14.551223759311224,18451.2,73.83571428571408,19516.1,14.422559736867575,>2,0.015841096360208695,True,2022-09-19 19:30:00+00:00,2022-09-19 20:15:00+00:00,REJECT,19493.0,0.44152075070134555,True,-0.007710775009444504
1021,2022-09-19 22:00:00+00:00,1,-2.1506731013461997,19525.6,140.60714285714207,19686.3,1.1429006858013833,1-2,0.0018531117075042403,True,,,NO_TOUCH,,,,
1022,2022-09-20 13:45:00+00:00,-1,0.3000332778702231,18911.8,107.32142857142857,18759.7,1.4172379367720331,1-2,0.02929135960942908,True,2022-09-20 17:45:00+00:00,2022-09-20 17:45:00+00:00,ACCEPT,18756.8,-1.1442262895174642,True,-0.004279718631343243
