flow_id,signal_time,side,frozen_signed12_atr,signal_close,atr14,level,distance_atr,distance_bin,oi_logchg_3h,oi_backed,touch_time,class_time,state,class_price,residual_atr,oi_flush,oi_flush_logchg
12,2021-01-07 01:15:00+00:00,1,3.328194842799139,36999.93,417.39142857142934,37440.0,1.0543340612100982,1-2,0.02128281204839766,True,2021-01-07 03:15:00+00:00,2021-01-07 03:15:00+00:00,ACCEPT,37710.99,1.6246140998172256,False,0.007757423258778928
13,2021-01-07 13:15:00+00:00,-1,-0.5307954670480968,38389.09,357.06785714285746,36337.36,5.746050670640818,>2,0.015838089931705213,True,,,NO_TOUCH,,,,
14,2021-01-08 01:45:00+00:00,-1,-4.3965375703963225,38739.18,597.7635714285706,36690.56,3.427140926477152,>2,-0.015754234955476676,False,2021-01-08 02:30:00+00:00,2021-01-08 03:15:00+00:00,REJECT,38253.26,-5.209434212523106,False,0.020431609552572283
15,2021-01-08 13:45:00+00:00,1,-1.5820806836107375,41367.27,706.8350000000007,41900.4,0.7542495773412523,0.5-1,-0.018069345210697918,False,2021-01-08 15:00:00+00:00,2021-01-08 15:45:00+00:00,REJECT,40879.4,-0.8918630231949476,True,-0.027378689572115533
16,2021-01-09 02:15:00+00:00,-1,-2.248404263106282,40316.06,390.32571428571254,38655.0,4.255574099287055,>2,0.00430029678993904,True,,,NO_TOUCH,,,,
17,2021-01-09 14:15:00+00:00,1,-0.5356595892794959,41193.67,410.42857142857093,41539.88,0.8435328924469185,0.5-1,0.03992478638495811,True,,,NO_TOUCH,,,,
18,2021-01-10 02:15:00+00:00,1,-3.786331251891164,40973.82,311.5971428571434,41412.12,1.406623937501726,1-2,0.0161630053542563,True,,,NO_TOUCH,,,,
19,2021-01-10 14:15:00+00:00,1,-5.893711362942134,39794.01,521.450714285713,41245.02,2.7826407371741713,>2,0.009964607543007986,True,,,NO_TOUCH,,,,
20,2021-01-11 02:15:00+00:00,1,-5.691910537792827,36720.73,636.1185714285712,39973.0,5.112678903079612,>2,-0.015963467548090193,False,,,NO_TOUCH,,,,
21,2021-01-11 14:15:00+00:00,-1,-0.7830953906246807,33100.0,1054.7757142857142,31153.28,1.8456245945312693,1-2,0.020440840074197553,True,2021-01-11 14:15:00+00:00,2021-01-11 15:00:00+00:00,REJECT,32825.14,-1.0436815951393852,False,0.0034578598693713047
22,2021-01-12 02:15:00+00:00,1,-1.5847018365015686,33925.99,589.6692857142859,35619.0,2.8711178299700704,>2,-0.02875306942083533,False,2021-01-12 05:45:00+00:00,2021-01-12 05:45:00+00:00,ACCEPT,35942.45,-5.004347473220453,False,0.030118314173146032
23,2021-01-12 14:15:00+00:00,1,-0.2937220234220652,32991.54,604.6192857142856,36693.44,6.122695864103388,>2,0.038478342799651344,True,,,NO_TOUCH,,,,
