flow_id,signal_time,side,origin,entry,atr14,extension_parent_reaccept_time,extension_time,residual_atr,failure_time,origin_reclaim_time,full_reaccept_time,extra_bad_closes_before_reaccept,accept_time,recon_failure_time,recon_reaccept_time,cycle_count,bad_closes,signal_to_accept_h,accept_to_failure_h,failure_to_origin_reclaim_h,failure_to_full_reaccept_h,reaccept_to_extension_h,signal_to_extension_h,accept_to_extension_h,cycle_count_accept_to_extension,origin_bad_close_count_accept_to_extension,clock_order_valid,failure_parity,reaccept_parity
704,2022-03-10 17:30:00+00:00,-1,39187.8,39054.89285714286,265.8142857142858,2022-03-11 01:00:00+00:00,2022-03-11 01:15:00+00:00,0.9205137851346435,2022-03-10 19:30:00+00:00,2022-03-10 22:00:00+00:00,2022-03-11 01:00:00+00:00,19,2022-03-10 17:45:00+00:00,2022-03-10 19:30:00+00:00,2022-03-11 01:00:00+00:00,1.0,21.0,0.25,1.75,2.5,5.5,0.25,7.75,7.5,1.0,21.0,True,True,True
706,2022-03-11 17:30:00+00:00,-1,38772.4,38635.275,274.2500000000005,2022-03-11 20:30:00+00:00,2022-03-11 20:45:00+00:00,-2.2605287146763757,2022-03-11 19:30:00+00:00,2022-03-11 20:15:00+00:00,2022-03-11 20:30:00+00:00,2,2022-03-11 18:30:00+00:00,2022-03-11 19:30:00+00:00,2022-03-11 20:30:00+00:00,1.0,4.0,1.0,1.0,0.75,1.0,0.25,3.25,2.25,1.0,4.0,True,True,True
708,2022-03-13 00:15:00+00:00,-1,38901.5,38847.228571428575,108.54285714285548,2022-03-13 11:30:00+00:00,2022-03-13 11:45:00+00:00,3.0619899973678613,2022-03-13 01:15:00+00:00,2022-03-13 10:00:00+00:00,2022-03-13 11:30:00+00:00,39,2022-03-13 00:30:00+00:00,2022-03-13 01:15:00+00:00,2022-03-13 11:30:00+00:00,1.0,41.0,0.25,0.75,8.75,10.25,0.25,11.5,11.25,1.0,41.0,True,True,True
709,2022-03-13 12:15:00+00:00,-1,38460.6,38383.55357142857,154.0928571428563,2022-03-13 22:45:00+00:00,2022-03-13 23:00:00+00:00,3.588791544986832,2022-03-13 12:45:00+00:00,2022-03-13 22:45:00+00:00,2022-03-13 22:45:00+00:00,39,2022-03-13 12:30:00+00:00,2022-03-13 13:00:00+00:00,2022-03-13 22:45:00+00:00,1.0,40.0,0.25,0.25,10.0,10.0,0.25,10.75,10.5,1.0,40.0,True,False,True
721,2022-03-21 09:15:00+00:00,1,41185.4,41262.31785714286,153.8357142857141,2022-03-21 13:00:00+00:00,2022-03-21 13:15:00+00:00,-1.007800529321654,2022-03-21 12:15:00+00:00,2022-03-21 12:45:00+00:00,2022-03-21 13:00:00+00:00,1,2022-03-21 09:30:00+00:00,2022-03-21 12:15:00+00:00,2022-03-21 13:00:00+00:00,1.0,3.0,0.25,2.75,0.5,0.75,0.25,4.0,3.75,1.0,3.0,True,True,True
722,2022-03-21 21:45:00+00:00,1,41278.0,41345.62142857143,135.24285714285776,2022-03-22 02:00:00+00:00,2022-03-22 02:15:00+00:00,7.651103834371967,2022-03-21 22:30:00+00:00,2022-03-22 02:00:00+00:00,2022-03-22 02:00:00+00:00,13,2022-03-21 22:00:00+00:00,2022-03-21 22:30:00+00:00,2022-03-22 02:00:00+00:00,1.0,15.0,0.25,0.5,3.5,3.5,0.25,4.5,4.25,1.0,15.0,True,True,True
732,2022-03-30 07:30:00+00:00,-1,47412.3,47342.83214285714,138.9357142857147,2022-03-30 09:00:00+00:00,2022-03-30 09:30:00+00:00,2.279214436275772,2022-03-30 08:45:00+00:00,2022-03-30 09:00:00+00:00,2022-03-30 09:00:00+00:00,0,2022-03-30 08:00:00+00:00,2022-03-30 08:45:00+00:00,2022-03-30 09:00:00+00:00,1.0,2.0,0.5,0.75,0.25,0.25,0.5,2.0,1.5,1.0,2.0,True,True,True
746,2022-04-07 03:30:00+00:00,1,43296.6,43416.43571428571,239.67142857142863,2022-04-07 06:30:00+00:00,2022-04-07 11:00:00+00:00,-1.33796268701197,2022-04-07 05:30:00+00:00,2022-04-07 05:45:00+00:00,2022-04-07 06:30:00+00:00,0,2022-04-07 04:45:00+00:00,2022-04-07 05:30:00+00:00,2022-04-07 06:30:00+00:00,1.0,2.0,1.25,0.75,0.25,1.0,4.5,7.5,6.25,1.0,2.0,True,True,True
750,2022-04-09 04:00:00+00:00,1,42388.4,42459.19642857143,141.59285714285735,2022-04-09 07:45:00+00:00,2022-04-09 11:15:00+00:00,-1.7726378449275817,2022-04-09 07:30:00+00:00,2022-04-09 07:45:00+00:00,2022-04-09 07:45:00+00:00,0,2022-04-09 04:15:00+00:00,2022-04-09 07:30:00+00:00,2022-04-09 07:45:00+00:00,1.0,5.0,0.25,3.25,0.25,0.25,3.5,7.25,7.0,1.0,5.0,True,True,True
752,2022-04-10 05:45:00+00:00,1,42636.3,42671.15,69.69999999999916,2022-04-10 08:15:00+00:00,2022-04-10 08:30:00+00:00,5.281205164992869,2022-04-10 07:30:00+00:00,2022-04-10 08:00:00+00:00,2022-04-10 08:15:00+00:00,1,2022-04-10 06:00:00+00:00,2022-04-10 07:30:00+00:00,2022-04-10 08:15:00+00:00,1.0,4.0,0.25,1.5,0.5,0.75,0.25,2.75,2.5,1.0,4.0,True,True,True
753,2022-04-10 18:00:00+00:00,-1,43203.8,43125.93571428572,155.72857142857123,2022-04-10 20:45:00+00:00,2022-04-10 21:30:00+00:00,5.070177047977296,2022-04-10 19:45:00+00:00,2022-04-10 20:45:00+00:00,2022-04-10 20:45:00+00:00,3,2022-04-10 18:30:00+00:00,2022-04-10 19:45:00+00:00,2022-04-10 20:45:00+00:00,1.0,5.0,0.5,1.25,1.0,1.0,0.75,3.5,3.0,1.0,5.0,True,True,True
759,2022-04-13 22:00:00+00:00,1,41204.9,41288.35,166.8999999999999,2022-04-14 01:15:00+00:00,2022-04-14 01:45:00+00:00,-1.2492510485320123,2022-04-13 23:15:00+00:00,2022-04-14 01:00:00+00:00,2022-04-14 01:15:00+00:00,6,2022-04-13 22:15:00+00:00,2022-04-13 23:15:00+00:00,2022-04-14 01:15:00+00:00,1.0,8.0,0.25,1.0,1.75,2.0,0.5,3.75,3.5,1.0,8.0,True,True,True
765,2022-04-17 09:45:00+00:00,1,40406.5,40438.203571428574,63.40714285714265,2022-04-17 11:45:00+00:00,2022-04-17 12:00:00+00:00,-4.430212909766906,2022-04-17 10:30:00+00:00,2022-04-17 11:30:00+00:00,2022-04-17 11:45:00+00:00,3,2022-04-17 10:00:00+00:00,2022-04-17 10:30:00+00:00,2022-04-17 11:45:00+00:00,1.0,5.0,0.25,0.5,1.0,1.25,0.25,2.25,2.0,1.0,5.0,True,True,True
766,2022-04-17 23:15:00+00:00,-1,39628.0,39550.275,155.45000000000124,2022-04-18 04:15:00+00:00,2022-04-18 04:30:00+00:00,2.9163718237375504,2022-04-18 00:00:00+00:00,2022-04-18 04:00:00+00:00,2022-04-18 04:15:00+00:00,15,2022-04-17 23:30:00+00:00,2022-04-18 00:00:00+00:00,2022-04-18 04:15:00+00:00,1.0,17.0,0.25,0.5,4.0,4.25,0.25,5.25,5.0,1.0,17.0,True,True,True
770,2022-04-20 07:00:00+00:00,-1,41446.6,41406.235714285714,80.72857142857174,2022-04-20 15:00:00+00:00,2022-04-20 15:15:00+00:00,2.960184038223317,2022-04-20 08:45:00+00:00,2022-04-20 15:00:00+00:00,2022-04-20 15:00:00+00:00,24,2022-04-20 07:15:00+00:00,2022-04-20 08:45:00+00:00,2022-04-20 15:00:00+00:00,1.0,26.0,0.25,1.5,6.25,6.25,0.25,8.25,8.0,1.0,26.0,True,True,True
783,2022-04-27 09:30:00+00:00,1,38976.7,39077.76071428571,202.1214285714273,2022-04-27 13:30:00+00:00,2022-04-27 13:45:00+00:00,0.5950807506096429,2022-04-27 11:15:00+00:00,2022-04-27 11:45:00+00:00,2022-04-27 13:30:00+00:00,5,2022-04-27 09:45:00+00:00,2022-04-27 11:15:00+00:00,2022-04-27 13:30:00+00:00,1.0,8.0,0.25,1.5,0.5,2.25,0.25,4.25,4.0,1.0,8.0,True,True,True
786,2022-04-28 22:45:00+00:00,-1,39790.1,39703.45,173.30000000000032,2022-04-29 02:15:00+00:00,2022-04-29 02:45:00+00:00,4.773802654356573,2022-04-29 01:00:00+00:00,2022-04-29 02:00:00+00:00,2022-04-29 02:15:00+00:00,3,2022-04-28 23:30:00+00:00,2022-04-29 01:00:00+00:00,2022-04-29 02:15:00+00:00,1.0,6.0,0.75,1.5,1.0,1.25,0.5,4.0,3.25,1.0,6.0,True,True,True
792,2022-05-02 04:15:00+00:00,1,38618.0,38669.43928571429,102.8785714285706,2022-05-02 13:00:00+00:00,2022-05-02 13:15:00+00:00,0.6339651461500461,2022-05-02 11:45:00+00:00,2022-05-02 12:15:00+00:00,2022-05-02 13:00:00+00:00,3,2022-05-02 04:30:00+00:00,2022-05-02 11:45:00+00:00,2022-05-02 13:00:00+00:00,1.0,5.0,0.25,7.25,0.5,1.25,0.25,9.0,8.75,1.0,5.0,True,True,True
807,2022-05-10 10:00:00+00:00,1,31367.2,31521.664285714287,308.928571428572,2022-05-10 17:30:00+00:00,2022-05-10 17:45:00+00:00,-3.39052023121387,2022-05-10 14:45:00+00:00,2022-05-10 15:30:00+00:00,2022-05-10 17:30:00+00:00,8,2022-05-10 10:15:00+00:00,2022-05-10 14:45:00+00:00,2022-05-10 17:30:00+00:00,1.0,11.0,0.25,4.5,0.75,2.75,0.25,7.75,7.5,1.0,11.0,True,True,True
816,2022-05-15 02:30:00+00:00,1,29765.0,29849.617857142857,169.23571428571475,2022-05-15 06:45:00+00:00,2022-05-15 07:00:00+00:00,0.08546828177099,2022-05-15 03:30:00+00:00,2022-05-15 04:00:00+00:00,2022-05-15 06:45:00+00:00,8,2022-05-15 02:45:00+00:00,2022-05-15 03:30:00+00:00,2022-05-15 06:45:00+00:00,1.0,10.0,0.25,0.75,0.5,3.25,0.25,4.5,4.25,1.0,10.0,True,True,True
820,2022-05-17 06:30:00+00:00,1,30421.9,30490.032142857144,136.26428571428576,2022-05-17 08:00:00+00:00,2022-05-17 08:15:00+00:00,-5.807569324317253,2022-05-17 07:15:00+00:00,2022-05-17 07:30:00+00:00,2022-05-17 08:00:00+00:00,1,2022-05-17 06:45:00+00:00,2022-05-17 07:15:00+00:00,2022-05-17 08:00:00+00:00,1.0,3.0,0.25,0.5,0.25,0.75,0.25,1.75,1.5,1.0,3.0,True,True,True
822,2022-05-18 06:30:00+00:00,-1,29948.6,29880.175,136.8499999999996,2022-05-18 11:00:00+00:00,2022-05-18 11:15:00+00:00,4.8538545853124,2022-05-18 10:15:00+00:00,2022-05-18 10:30:00+00:00,2022-05-18 11:00:00+00:00,0,2022-05-18 06:45:00+00:00,2022-05-18 10:15:00+00:00,2022-05-18 11:00:00+00:00,1.0,2.0,0.25,3.5,0.25,0.75,0.25,4.75,4.5,1.0,2.0,True,True,True
832,2022-05-24 06:30:00+00:00,1,29266.9,29304.96071428572,76.12142857142862,2022-05-24 09:45:00+00:00,2022-05-24 10:15:00+00:00,-1.038097025429386,2022-05-24 08:45:00+00:00,2022-05-24 09:45:00+00:00,2022-05-24 09:45:00+00:00,3,2022-05-24 06:45:00+00:00,2022-05-24 08:45:00+00:00,2022-05-24 09:45:00+00:00,1.0,5.0,0.25,2.0,1.0,1.0,0.5,3.75,3.5,1.0,5.0,True,True,True
835,2022-05-25 21:15:00+00:00,-1,29823.0,29743.132142857143,159.73571428571424,2022-05-26 05:15:00+00:00,2022-05-26 05:30:00+00:00,3.546885480481147,2022-05-26 04:00:00+00:00,2022-05-26 04:15:00+00:00,2022-05-26 05:15:00+00:00,0,2022-05-25 22:45:00+00:00,2022-05-26 04:00:00+00:00,2022-05-26 05:15:00+00:00,1.0,2.0,1.5,5.25,0.25,1.25,0.25,8.25,6.75,1.0,2.0,True,True,True
838,2022-05-27 09:15:00+00:00,-1,28997.6,28903.89642857143,187.4071428571429,2022-05-27 14:45:00+00:00,2022-05-27 15:00:00+00:00,0.159507565651569,2022-05-27 12:45:00+00:00,2022-05-27 14:30:00+00:00,2022-05-27 14:45:00+00:00,6,2022-05-27 10:30:00+00:00,2022-05-27 12:45:00+00:00,2022-05-27 14:45:00+00:00,1.0,9.0,1.25,2.25,1.75,2.0,0.25,5.75,4.5,1.0,9.0,True,True,True
841,2022-05-28 22:45:00+00:00,1,28981.4,29006.33571428572,49.87142857142914,2022-05-29 05:45:00+00:00,2022-05-29 06:00:00+00:00,2.262389000286256,2022-05-29 01:15:00+00:00,2022-05-29 05:15:00+00:00,2022-05-29 05:45:00+00:00,15,2022-05-28 23:00:00+00:00,2022-05-29 01:15:00+00:00,2022-05-29 05:45:00+00:00,1.0,17.0,0.25,2.25,4.0,4.5,0.25,7.25,7.0,1.0,17.0,True,True,True
842,2022-05-29 12:30:00+00:00,1,29335.2,29385.985714285714,101.5714285714291,2022-05-29 22:15:00+00:00,2022-05-29 22:30:00+00:00,-1.1693389592123675,2022-05-29 14:00:00+00:00,2022-05-29 14:15:00+00:00,2022-05-29 22:15:00+00:00,31,2022-05-29 12:45:00+00:00,2022-05-29 14:00:00+00:00,2022-05-29 22:15:00+00:00,1.0,34.0,0.25,1.25,0.25,8.25,0.25,10.0,9.75,1.0,34.0,True,True,True
844,2022-05-30 12:30:00+00:00,1,30424.7,30491.464285714286,133.52857142857152,2022-05-30 13:45:00+00:00,2022-05-30 14:00:00+00:00,7.685781534182083,2022-05-30 13:15:00+00:00,2022-05-30 13:45:00+00:00,2022-05-30 13:45:00+00:00,1,2022-05-30 12:45:00+00:00,2022-05-30 13:15:00+00:00,2022-05-30 13:45:00+00:00,1.0,3.0,0.25,0.5,0.5,0.5,0.25,1.5,1.25,1.0,3.0,True,True,True
849,2022-06-02 15:00:00+00:00,1,30186.6,30311.10714285714,249.01428571428525,2022-06-02 21:45:00+00:00,2022-06-02 22:00:00+00:00,0.2718145832138187,2022-06-02 19:00:00+00:00,2022-06-02 19:30:00+00:00,2022-06-02 21:45:00+00:00,1,2022-06-02 15:15:00+00:00,2022-06-02 19:00:00+00:00,2022-06-02 21:45:00+00:00,1.0,4.0,0.25,3.75,0.5,2.75,0.25,7.0,6.75,1.0,4.0,True,True,True
872,2022-06-15 11:45:00+00:00,1,21163.8,21298.50357142857,269.4071428571427,2022-06-15 18:30:00+00:00,2022-06-15 18:45:00+00:00,4.210329559615042,2022-06-15 16:45:00+00:00,2022-06-15 18:30:00+00:00,2022-06-15 18:30:00+00:00,6,2022-06-15 12:00:00+00:00,2022-06-15 16:45:00+00:00,2022-06-15 18:30:00+00:00,1.0,8.0,0.25,4.75,1.75,1.75,0.25,7.0,6.75,1.0,8.0,True,True,True
890,2022-06-26 13:00:00+00:00,-1,21376.4,21307.975,136.8500000000001,2022-06-26 15:00:00+00:00,2022-06-26 15:15:00+00:00,2.1245889660211894,2022-06-26 14:00:00+00:00,2022-06-26 15:00:00+00:00,2022-06-26 15:00:00+00:00,3,2022-06-26 13:30:00+00:00,2022-06-26 14:00:00+00:00,2022-06-26 15:00:00+00:00,1.0,5.0,0.5,0.5,1.0,1.0,0.25,2.25,1.75,1.0,5.0,True,True,True
894,2022-06-29 09:30:00+00:00,-1,20103.5,20042.91071428572,121.17857142857144,2022-06-29 16:15:00+00:00,2022-06-29 16:30:00+00:00,-2.8146772767462025,2022-06-29 14:15:00+00:00,2022-06-29 15:00:00+00:00,2022-06-29 16:15:00+00:00,2,2022-06-29 09:45:00+00:00,2022-06-29 14:15:00+00:00,2022-06-29 16:15:00+00:00,1.0,5.0,0.25,4.5,0.75,2.0,0.25,7.0,6.75,1.0,5.0,True,True,True
896,2022-06-30 09:30:00+00:00,1,18994.4,19085.132142857143,181.464285714286,2022-06-30 14:45:00+00:00,2022-06-30 15:15:00+00:00,-1.7880338516039949,2022-06-30 13:45:00+00:00,2022-06-30 14:30:00+00:00,2022-06-30 14:45:00+00:00,2,2022-06-30 09:45:00+00:00,2022-06-30 13:45:00+00:00,2022-06-30 14:45:00+00:00,1.0,4.0,0.25,4.0,0.75,1.0,0.5,5.75,5.5,1.0,4.0,True,True,True
898,2022-07-01 09:30:00+00:00,-1,19436.4,19368.807142857146,135.18571428571445,2022-07-01 14:00:00+00:00,2022-07-01 14:30:00+00:00,-1.2552044806086649,2022-07-01 13:45:00+00:00,2022-07-01 14:00:00+00:00,2022-07-01 14:00:00+00:00,0,2022-07-01 09:45:00+00:00,2022-07-01 13:45:00+00:00,2022-07-01 14:00:00+00:00,1.0,3.0,0.25,4.0,0.25,0.25,0.5,5.0,4.75,1.0,3.0,True,True,True
899,2022-07-02 05:15:00+00:00,-1,19242.8,19207.15,71.30000000000005,2022-07-02 15:15:00+00:00,2022-07-02 15:30:00+00:00,-2.064516129032267,2022-07-02 12:45:00+00:00,2022-07-02 13:00:00+00:00,2022-07-02 15:15:00+00:00,6,2022-07-02 05:30:00+00:00,2022-07-02 12:45:00+00:00,2022-07-02 15:15:00+00:00,1.0,10.0,0.25,7.25,0.25,2.5,0.25,10.25,10.0,1.0,10.0,True,True,True
909,2022-07-10 17:00:00+00:00,-1,20892.1,20829.27142857143,125.65714285714265,2022-07-10 22:00:00+00:00,2022-07-10 22:15:00+00:00,2.2922919508867654,2022-07-10 20:30:00+00:00,2022-07-10 22:00:00+00:00,2022-07-10 22:00:00+00:00,5,2022-07-10 18:15:00+00:00,2022-07-10 20:30:00+00:00,2022-07-10 22:00:00+00:00,1.0,8.0,1.25,2.25,1.5,1.5,0.25,5.25,4.0,1.0,8.0,True,True,True
910,2022-07-11 09:15:00+00:00,-1,20551.7,20513.664285714287,76.0714285714291,2022-07-11 11:30:00+00:00,2022-07-11 11:45:00+00:00,1.7040375586854577,2022-07-11 10:30:00+00:00,2022-07-11 10:45:00+00:00,2022-07-11 11:30:00+00:00,0,2022-07-11 09:45:00+00:00,2022-07-11 10:30:00+00:00,2022-07-11 11:30:00+00:00,1.0,2.0,0.5,0.75,0.25,1.0,0.25,2.5,2.0,1.0,2.0,True,True,True
911,2022-07-12 01:30:00+00:00,-1,19928.2,19875.83571428572,104.7285714285712,2022-07-12 06:15:00+00:00,2022-07-12 06:45:00+00:00,-0.639066975855896,2022-07-12 02:30:00+00:00,2022-07-12 03:00:00+00:00,2022-07-12 06:15:00+00:00,11,2022-07-12 01:45:00+00:00,2022-07-12 02:30:00+00:00,2022-07-12 06:15:00+00:00,1.0,13.0,0.25,0.75,0.5,3.75,0.5,5.25,5.0,1.0,13.0,True,True,True
915,2022-07-14 05:00:00+00:00,1,20106.7,20148.685714285715,83.97142857142846,2022-07-14 15:30:00+00:00,2022-07-14 15:45:00+00:00,0.88040149710783,2022-07-14 06:15:00+00:00,2022-07-14 15:15:00+00:00,2022-07-14 15:30:00+00:00,35,2022-07-14 05:15:00+00:00,2022-07-14 06:15:00+00:00,2022-07-14 15:30:00+00:00,1.0,37.0,0.25,1.0,9.0,9.25,0.25,10.75,10.5,1.0,37.0,True,True,True
927,2022-07-25 03:45:00+00:00,-1,21858.0,21798.310714285715,119.3785714285719,2022-07-25 14:00:00+00:00,2022-07-25 14:15:00+00:00,-1.2203075450248044,2022-07-25 05:00:00+00:00,2022-07-25 05:15:00+00:00,2022-07-25 14:00:00+00:00,33,2022-07-25 04:00:00+00:00,2022-07-25 05:00:00+00:00,2022-07-25 14:00:00+00:00,1.0,35.0,0.25,1.0,0.25,9.0,0.25,10.5,10.25,1.0,35.0,True,True,True
931,2022-07-28 04:00:00+00:00,-1,23113.7,23054.042857142857,119.3142857142853,2022-07-28 07:00:00+00:00,2022-07-28 07:15:00+00:00,-6.518199233716502,2022-07-28 05:45:00+00:00,2022-07-28 07:00:00+00:00,2022-07-28 07:00:00+00:00,4,2022-07-28 04:45:00+00:00,2022-07-28 05:45:00+00:00,2022-07-28 07:00:00+00:00,1.0,6.0,0.75,1.0,1.25,1.25,0.25,3.25,2.5,1.0,6.0,True,True,True
937,2022-08-02 05:30:00+00:00,-1,22884.5,22841.425,86.15000000000016,2022-08-02 07:00:00+00:00,2022-08-02 07:15:00+00:00,-4.405687753917611,2022-08-02 06:30:00+00:00,2022-08-02 06:45:00+00:00,2022-08-02 07:00:00+00:00,0,2022-08-02 05:45:00+00:00,2022-08-02 06:30:00+00:00,2022-08-02 07:00:00+00:00,1.0,2.0,0.25,0.75,0.25,0.5,0.25,1.75,1.5,1.0,2.0,True,True,True
940,2022-08-03 22:45:00+00:00,-1,22920.1,22869.842857142856,100.51428571428576,2022-08-04 06:15:00+00:00,2022-08-04 06:30:00+00:00,-0.3244741330301502,2022-08-04 00:30:00+00:00,2022-08-04 06:15:00+00:00,2022-08-04 06:15:00+00:00,22,2022-08-03 23:00:00+00:00,2022-08-04 00:30:00+00:00,2022-08-04 06:15:00+00:00,1.0,25.0,0.25,1.5,5.75,5.75,0.25,7.75,7.5,1.0,25.0,True,True,True
946,2022-08-07 13:30:00+00:00,1,23127.5,23152.15357142857,49.307142857143326,2022-08-07 17:00:00+00:00,2022-08-07 17:15:00+00:00,0.2270027524264959,2022-08-07 14:30:00+00:00,2022-08-07 17:00:00+00:00,2022-08-07 17:00:00+00:00,9,2022-08-07 14:00:00+00:00,2022-08-07 14:30:00+00:00,2022-08-07 17:00:00+00:00,1.0,11.0,0.5,0.5,2.5,2.5,0.25,3.75,3.25,1.0,11.0,True,True,True
957,2022-08-13 10:45:00+00:00,-1,24486.9,24437.41071428572,98.97857142857174,2022-08-13 18:30:00+00:00,2022-08-13 18:45:00+00:00,0.1467128527098549,2022-08-13 15:45:00+00:00,2022-08-13 16:15:00+00:00,2022-08-13 18:30:00+00:00,6,2022-08-13 11:00:00+00:00,2022-08-13 15:45:00+00:00,2022-08-13 18:30:00+00:00,1.0,9.0,0.25,4.75,0.5,2.75,0.25,8.0,7.75,1.0,9.0,True,True,True
962,2022-08-16 13:45:00+00:00,-1,23890.0,23851.475,77.05000000000005,2022-08-16 18:30:00+00:00,2022-08-16 18:45:00+00:00,-1.5178455548345786,2022-08-16 18:15:00+00:00,2022-08-16 18:30:00+00:00,2022-08-16 18:30:00+00:00,0,2022-08-16 14:00:00+00:00,2022-08-16 18:15:00+00:00,2022-08-16 18:30:00+00:00,1.0,2.0,0.25,4.25,0.25,0.25,0.25,5.0,4.75,1.0,2.0,True,True,True
968,2022-08-19 18:45:00+00:00,-1,21365.1,21319.72142857143,90.7571428571425,2022-08-19 19:45:00+00:00,2022-08-19 20:15:00+00:00,-0.2838029277506289,2022-08-19 19:30:00+00:00,2022-08-19 19:45:00+00:00,2022-08-19 19:45:00+00:00,0,2022-08-19 19:00:00+00:00,2022-08-19 19:30:00+00:00,2022-08-19 19:45:00+00:00,1.0,2.0,0.25,0.5,0.25,0.25,0.5,1.5,1.25,1.0,2.0,True,True,True
979,2022-08-25 15:30:00+00:00,-1,21562.1,21519.792857142857,84.61428571428483,2022-08-26 00:00:00+00:00,2022-08-26 00:15:00+00:00,-0.9550903258483864,2022-08-25 19:30:00+00:00,2022-08-25 20:15:00+00:00,2022-08-26 00:00:00+00:00,14,2022-08-25 16:00:00+00:00,2022-08-25 19:30:00+00:00,2022-08-26 00:00:00+00:00,1.0,16.0,0.5,3.5,0.75,4.5,0.25,8.75,8.25,1.0,16.0,True,True,True
991,2022-09-01 06:15:00+00:00,-1,20022.9,19988.66071428572,68.47857142857174,2022-09-01 12:15:00+00:00,2022-09-01 12:30:00+00:00,1.349640137686514,2022-09-01 11:45:00+00:00,2022-09-01 12:00:00+00:00,2022-09-01 12:15:00+00:00,0,2022-09-01 06:30:00+00:00,2022-09-01 11:45:00+00:00,2022-09-01 12:15:00+00:00,1.0,2.0,0.25,5.25,0.25,0.5,0.25,6.25,6.0,1.0,2.0,True,True,True
993,2022-09-02 08:15:00+00:00,-1,20093.1,20069.60357142857,46.99285714285698,2022-09-02 10:30:00+00:00,2022-09-02 10:45:00+00:00,2.7154582763338437,2022-09-02 09:30:00+00:00,2022-09-02 10:15:00+00:00,2022-09-02 10:30:00+00:00,2,2022-09-02 08:45:00+00:00,2022-09-02 09:30:00+00:00,2022-09-02 10:30:00+00:00,1.0,4.0,0.5,0.75,0.75,1.0,0.25,2.5,2.0,1.0,4.0,True,True,True
995,2022-09-03 08:15:00+00:00,-1,19833.8,19810.65357142857,46.29285714285704,2022-09-03 11:45:00+00:00,2022-09-03 12:00:00+00:00,1.821169572596808,2022-09-03 11:00:00+00:00,2022-09-03 11:15:00+00:00,2022-09-03 11:45:00+00:00,0,2022-09-03 08:30:00+00:00,2022-09-03 11:00:00+00:00,2022-09-03 11:45:00+00:00,1.0,3.0,0.25,2.5,0.25,0.75,0.25,3.75,3.5,1.0,3.0,True,True,True
996,2022-09-03 20:15:00+00:00,-1,19703.2,19676.37142857143,53.65714285714239,2022-09-04 07:45:00+00:00,2022-09-04 08:00:00+00:00,0.0399361022364511,2022-09-03 20:45:00+00:00,2022-09-04 06:45:00+00:00,2022-09-04 07:45:00+00:00,40,2022-09-03 20:30:00+00:00,2022-09-03 21:00:00+00:00,2022-09-04 07:45:00+00:00,1.0,41.0,0.25,0.25,10.0,11.0,0.25,11.75,11.5,1.0,41.0,True,False,True
999,2022-09-05 09:15:00+00:00,1,19738.8,19760.275,42.94999999999891,2022-09-05 14:00:00+00:00,2022-09-05 14:15:00+00:00,-1.314318975553019,2022-09-05 10:45:00+00:00,2022-09-05 13:00:00+00:00,2022-09-05 14:00:00+00:00,10,2022-09-05 09:30:00+00:00,2022-09-05 10:45:00+00:00,2022-09-05 14:00:00+00:00,1.0,12.0,0.25,1.25,2.25,3.25,0.25,5.0,4.75,1.0,12.0,True,True,True
1005,2022-09-08 11:30:00+00:00,1,19282.0,19311.492857142857,58.98571428571476,2022-09-08 13:30:00+00:00,2022-09-08 13:45:00+00:00,-0.7524824412690946,2022-09-08 12:30:00+00:00,2022-09-08 13:30:00+00:00,2022-09-08 13:30:00+00:00,3,2022-09-08 11:45:00+00:00,2022-09-08 12:30:00+00:00,2022-09-08 13:30:00+00:00,1.0,6.0,0.25,0.75,1.0,1.0,0.25,2.25,2.0,1.0,6.0,True,True,True
1019,2022-09-18 22:00:00+00:00,-1,19398.7,19351.85357142857,93.69285714285668,2022-09-19 02:15:00+00:00,2022-09-19 02:30:00+00:00,9.112830677746471,2022-09-18 22:45:00+00:00,2022-09-18 23:30:00+00:00,2022-09-19 02:15:00+00:00,12,2022-09-18 22:30:00+00:00,2022-09-18 23:00:00+00:00,2022-09-19 02:15:00+00:00,1.0,13.0,0.5,0.25,0.75,3.5,0.25,4.5,4.0,1.0,13.0,True,False,True
1024,2022-09-21 13:45:00+00:00,1,19263.6,19302.38928571429,77.57857142857107,2022-09-21 17:30:00+00:00,2022-09-21 17:45:00+00:00,-10.82745603535596,2022-09-21 15:00:00+00:00,2022-09-21 15:30:00+00:00,2022-09-21 17:30:00+00:00,6,2022-09-21 14:00:00+00:00,2022-09-21 15:00:00+00:00,2022-09-21 17:30:00+00:00,1.0,8.0,0.25,1.0,0.5,2.5,0.25,4.0,3.75,1.0,8.0,True,True,True
1026,2022-09-22 13:45:00+00:00,1,18893.2,18951.492857142857,116.58571428571408,2022-09-22 15:45:00+00:00,2022-09-22 16:30:00+00:00,2.893272883225092,2022-09-22 15:00:00+00:00,2022-09-22 15:15:00+00:00,2022-09-22 15:45:00+00:00,0,2022-09-22 14:00:00+00:00,2022-09-22 15:00:00+00:00,2022-09-22 15:45:00+00:00,1.0,3.0,0.25,1.0,0.25,0.75,0.75,2.75,2.5,1.0,3.0,True,True,True
