period,early_state,mid_N,high_N,mid_EV,high_EV,mid_PF,high_PF,mid_post15_MFE,high_post15_MFE,mid_post15_MAE,high_post15_MAE
historical,EXPANSION_PERSISTENT,126,93,1.091449070079728,0.8165123614854154,4.441519056985386,3.6000802463340777,1.4447977725978445,1.2239985283819044,1.0820061675523274,0.8850095105176256
historical,MIXED,367,267,0.30123977948419967,0.3511901638736703,1.5948954211304007,1.8751964747524177,1.0877896335080501,0.9223189611507743,0.965702764845847,0.7812398127484359
historical,FAILED_EARLY,583,416,-0.336909708992713,-0.270737457577177,0.5486837435314739,0.5793572737288831,1.0687203324952206,0.967305148798068,0.9123182538153531,0.7459394740080681
forward_2026,EXPANSION_PERSISTENT,14,9,1.0588907744837195,0.855326618005949,4.405710661597261,3.547583054533654,1.1383222564100244,1.0007249403581246,1.0982658901454083,0.7086162539420306
forward_2026,MIXED,32,18,0.4508371504147177,-0.05621530239882603,1.942128119400935,0.9000262109981472,1.1405958934527638,0.848676091811911,0.9632676534353392,0.6211648076547305
forward_2026,FAILED_EARLY,59,36,-0.04423190762897136,-0.41020837348161826,0.9326227571822424,0.4115017357374013,1.1094213569085214,0.7158742386145738,0.9813021919439675,1.0739938701577358
