year,bps,n,ev_r,pf,win_rate,cum_r,max_dd_r,recovery_factor,tp_rate,sl_rate,time_rate,cum_return_proxy_pct_at_025,max_dd_proxy_pct_at_025,median_hold_hours,eligible,positive
2023,2.0,105,-0.05800087912312357,0.9085057682964776,0.4,-6.090092307927975,26.763943244476536,-0.227548394207002,0.4,0.6,0.0,-1.5225230769819937,6.690985811119134,6.266666666666667,True,False
2024,2.0,145,-0.013448718147063615,0.9781008049352546,0.41379310344827586,-1.9500641313242242,15.061116342010317,-0.12947673247067787,0.41379310344827586,0.5862068965517241,0.0,-0.48751603283105605,3.7652790855025793,6.4,True,False
2025,2.0,162,0.19289112752930368,1.3663328346207428,0.49382716049382713,31.248362659747198,10.440100017223099,2.9931095112304074,0.49382716049382713,0.5061728395061729,0.0,7.812090664936799,2.6100250043057747,7.7666666666666675,True,True
2026,2.0,76,0.06063295478485701,1.1046800019966143,0.4342105263157895,4.608104563649133,9.458812506388677,0.4871758014588749,0.4342105263157895,0.5657894736842105,0.0,1.1520261409122832,2.364703126597169,7.1,True,True
