direction,bps,n,ev_r,pf,win_rate,cum_r,max_dd_r,recovery_factor,tp_rate,sl_rate,time_rate,cum_return_proxy_pct_at_025,max_dd_proxy_pct_at_025,median_hold_hours
BUY,2.0,385,0.11183603496979445,1.1994761424128582,0.4623376623376623,43.05687346337086,13.051059689376281,3.2991093817783756,0.4623376623376623,0.5376623376623376,0.0,10.764218365842716,3.2627649223440702,6.783333333333333
SELL,2.0,103,-0.1479666279536576,0.7793827893795148,0.3592233009708738,-15.240562679226732,17.39558247325935,-0.8761168361366839,0.3592233009708738,0.6407766990291263,0.0,-3.810140669806683,4.348895618314837,7.083333333333333
