trade_index,entry_ts,year,quality,raw_R,risk_mult,weighted_R,equity_R,drawdown_R,exit_reason
257,1637210880,2021,-1,0.46407661892003044,0.75,0.3480574641900228,14.908936338636181,4.910676063139022,-3
258,1637242560,2021,1,0.14838201016402572,1.5,0.22257301524603856,15.131509353882219,4.688103047892984,-2
259,1637350260,2021,0,0.5623156319511062,1.0,0.5623156319511062,15.693824985833325,4.125787415941877,-3
260,1637541900,2021,0,-1.0026245488347512,1.0,-1.0026245488347512,14.691200436998574,5.128411964776628,-1
261,1637711880,2021,0,-1.0026949589279313,1.0,-1.0026949589279313,13.688505478070644,6.131106923704559,-1
262,1637756220,2021,-1,0.40144352724147214,0.75,0.3010826454311041,13.989588123501747,5.830024278273456,-3
263,1638005580,2021,-1,0.1470558816901336,0.75,0.11029191126760018,14.099880034769347,5.7197323670058555,-2
264,1638099660,2021,0,0.01405128122732667,1.0,0.01405128122732667,14.113931315996673,5.705681085778529,-3
265,1638181860,2021,1,-0.21257848463980009,1.5,-0.3188677269597001,13.795063589036973,6.02454881273823,-3
266,1638370200,2021,-1,0.14772986942877406,0.75,0.11079740207158054,13.905860991108554,5.913751410666649,-2
267,1638544560,2021,0,4.602552614379839,1.0,4.602552614379839,18.508413605488393,1.31119879628681,-2
268,1638780480,2021,-1,0.14806373495657388,0.75,0.11104780121743041,18.619461406705824,1.2001509950693787,-2
269,1638883320,2021,0,0.14761641727728492,1.0,0.14761641727728492,18.767077823983108,1.0525345777920947,-2
270,1638957720,2021,0,1.1428615989828896,1.0,1.1428615989828896,19.909939422965998,0.0,-3
271,1639090140,2021,-1,-0.2724057803175909,0.75,-0.20430433523819316,19.705635087727806,0.20430433523819147,-4
272,1639241340,2021,0,-0.017079057561739212,1.0,-0.017079057561739212,19.68855603016607,0.2213833927999289,-3
273,1639312620,2021,0,0.1474438665915808,1.0,0.1474438665915808,19.83599989675765,0.0739395262083491,-2
274,1639360920,2021,0,-0.03880171556302126,1.0,-0.03880171556302126,19.797198181194627,0.11274124177137068,-4
275,1639411560,2021,1,0.14795799056108946,1.5,0.22193698584163418,20.01913516703626,0.0,-2
276,1639563420,2021,0,-1.0025160617103188,1.0,-1.0025160617103188,19.01661910532594,1.0025160617103204,-1
277,1639584180,2021,-1,-1.0018030083361518,0.75,-0.7513522562521138,18.265266849073825,1.7538683179624357,-1
278,1639651020,2021,0,0.08290994694542653,1.0,0.08290994694542653,18.348176796019253,1.670958371017008,-3
279,1639727820,2021,1,0.13147402226443966,1.5,0.1972110333966595,18.545387829415912,1.473747337620349,-4
280,1639781160,2021,1,0.148469347866979,1.5,0.2227040218004685,18.76809185121638,1.2510433158198815,-2
281,1640142060,2021,0,0.14699793543215295,1.0,0.14699793543215295,18.915089786648533,1.1040453803877277,-2
282,1640187240,2021,-1,-0.2450852010851156,0.75,-0.1838139008138367,18.731275885834695,1.2878592812015661,-4
283,1640430480,2021,-1,0.20593693571445598,0.75,0.15445270178584197,18.885728587620537,1.1334065794157233,-4
284,1640479920,2021,0,0.7147719794930808,1.0,0.7147719794930808,19.600500567113617,0.41863459992264396,-4
285,1640558820,2021,1,-0.01916335904853863,1.5,-0.028745038572807944,19.57175552854081,0.4473796384954518,-4
286,1640661720,2021,0,0.32332292279083336,1.0,0.32332292279083336,19.895078451331642,0.12405671570461863,-4
287,1640823840,2021,1,-0.2516467487673331,1.5,-0.3774701231509997,19.517608328180643,0.501526838855618,-4
288,1640851260,2021,1,0.2802382313006577,1.5,0.4203573469509866,19.93796567513163,0.08116949190463174,-3
289,1642665120,2022,0,0.9077097562768587,1.0,0.9077097562768587,20.845675431408488,0.0,-4
290,1642688820,2022,0,0.5465793216016402,1.0,0.5465793216016402,21.39225475301013,0.0,-4
291,1642716180,2022,0,2.287822631013293,1.0,2.287822631013293,23.68007738402342,0.0,-2
292,1642803480,2022,0,-0.09280823763315411,1.0,-0.09280823763315411,23.587269146390266,0.09280823763315382,-4
293,1642834320,2022,-1,-1.0016936619595367,0.75,-0.7512702464696526,22.835998899920614,0.8440784841028055,-1
294,1643101620,2022,0,-0.5877911172652998,1.0,-0.5877911172652998,22.248207782655314,1.4318696013681063,-3
295,1643173560,2022,0,-0.4017548228270037,1.0,-0.4017548228270037,21.84645295982831,1.8336244241951114,-3
296,1643278020,2022,1,0.33706924808141336,1.5,0.5056038721221201,22.352056831950428,1.3280205520729922,-3
297,1643469540,2022,-1,0.05718091419316089,0.75,0.042885685644870664,22.394942517595297,1.2851348664281232,-3
298,1643490960,2022,-1,-1.0031758248336027,0.75,-0.752381868625202,21.642560648970093,2.0375167350533268,-1
299,1643535480,2022,0,-0.17879812567896453,1.0,-0.17879812567896453,21.46376252329113,2.2163148607322896,-3
300,1643630640,2022,-1,0.14526971841581002,0.75,0.1089522888118575,21.572714812102987,2.107362571920433,-2
301,1643712300,2022,0,-0.6309315573461426,1.0,-0.6309315573461426,20.941783254756846,2.738294129266574,-3
302,1643814060,2022,0,0.38777728910394843,1.0,0.38777728910394843,21.329560543860794,2.3505168401626264,-4
303,1643870880,2022,-1,1.0843202902600104,0.75,0.8132402176950078,22.1428007615558,1.537276622467619,-3
304,1643899680,2022,0,0.14800401782286163,1.0,0.14800401782286163,22.29080477937866,1.3892726046447592,-2
305,1643959020,2022,0,0.28762142857673506,1.0,0.28762142857673506,22.578426207955395,1.1016511760680245,-4
306,1644160020,2022,-1,-0.5062590577690287,0.75,-0.3796942933267715,22.198731914628624,1.481345469394796,-3
307,1644303240,2022,-1,2.204849408744712,0.75,1.653637056558534,23.852368971187158,0.0,-3
308,1644401340,2022,0,-0.477231479777047,1.0,-0.477231479777047,23.37513749141011,0.4772314797770463,-3
309,1644469020,2022,0,-0.462779305098082,1.0,-0.462779305098082,22.91235818631203,0.9400107848751276,-3
310,1644491880,2022,-1,0.14675000649772174,0.75,0.1100625048732913,23.02242069118532,0.8299482800018367,-2
311,1644495420,2022,1,-1.002519554048677,1.5,-1.5037793310730156,21.518641360112305,2.3337276110748526,-1
312,1644654420,2022,0,-0.1278415695138392,1.0,-0.1278415695138392,21.390799790598464,2.4615691805886932,-4
313,1644767460,2022,0,-0.39090768197685405,1.0,-0.39090768197685405,20.99989210862161,2.852476862565549,-3
314,1644807900,2022,1,-0.0573830133421775,1.5,-0.08607452001326625,20.913817588608342,2.938551382578815,-3
315,1644845520,2022,0,-0.6703750918879889,1.0,-0.6703750918879889,20.243442496720352,3.6089264744668057,-3
316,1644931320,2022,1,-0.10435637121680742,1.5,-0.15653455682521114,20.08690793989514,3.7654610312920163,-4
317,1645110180,2022,0,1.086961602089068,1.0,1.086961602089068,21.17386954198421,2.6784994292029474,-4
318,1645186560,2022,-1,-1.0032316089336322,0.75,-0.7524237067002242,20.421445835283986,3.4309231359031713,-1
319,1645197060,2022,0,-0.31072209446867327,1.0,-0.31072209446867327,20.110723740815313,3.7416452303718444,-4
320,1645626720,2022,0,-0.14668394272487323,1.0,-0.14668394272487323,19.96403979809044,3.888329173096718,-3
321,1645992060,2022,0,0.14780658735206764,1.0,0.14780658735206764,20.111846385442508,3.7405225857446496,-2
322,1646040660,2022,0,1.8773115217768568,1.0,1.8773115217768568,21.989157907219365,1.8632110639677926,-4
323,1646089320,2022,-1,-0.11987922809858846,0.75,-0.08990942107394134,21.899248486145424,1.9531204850417332,-4
324,1646149260,2022,1,0.0809888344591293,1.5,0.12148325168869395,22.02073173783412,1.8316372333530389,-3
325,1646183940,2022,1,-0.2914398529081353,1.5,-0.43715977936220296,21.583571958471914,2.2687970127152433,-4
326,1646322540,2022,0,0.5572259632455243,1.0,0.5572259632455243,22.14079792171744,1.7115710494697183,-4
327,1646428320,2022,0,-0.30868084003369306,1.0,-0.30868084003369306,21.832117081683748,2.0202518895034096,-3
328,1646763960,2022,0,-0.2977895384746558,1.0,-0.2977895384746558,21.53432754320909,2.3180414279780663,-3
329,1646795820,2022,0,2.512359004550621,1.0,2.512359004550621,24.046686547759712,0.0,-3
330,1646960580,2022,0,-1.0025651244988905,1.0,-1.0025651244988905,23.044121423260822,1.00256512449889,-1
331,1647002880,2022,0,-1.0017416348185413,1.0,-1.0017416348185413,22.042379788442283,2.00430675931743,-1
332,1647096360,2022,1,-1.003764729890302,1.5,-1.505647094835453,20.53673269360683,3.509953854152883,-1
333,1647137040,2022,-1,-0.1352276655346826,0.75,-0.10142074915101196,20.43531194445582,3.6113746033038936,-3
334,1647248820,2022,0,0.10788916326134007,1.0,0.10788916326134007,20.54320110771716,3.503485440042553,-4
335,1647302100,2022,0,-0.00018306365442370752,1.0,-0.00018306365442370752,20.543018044062737,3.503668503696975,-3
336,1647397920,2022,0,2.0180180281398834,1.0,2.0180180281398834,22.561036072202622,1.4856504755570903,-2
337,1647537600,2022,0,-0.2811646858493998,1.0,-0.2811646858493998,22.27987138635322,1.766815161406491,-4
338,1647726060,2022,1,-0.5466763498478436,1.5,-0.8200145247717654,21.459856861581457,2.5868296861782554,-4
339,1647772200,2022,0,0.1449804984102422,1.0,0.1449804984102422,21.6048373599917,2.441849187768014,-2
340,1647833760,2022,0,-0.3445251325795088,1.0,-0.3445251325795088,21.26031222741219,2.786374320347523,-3
341,1648013700,2022,0,-0.13420739991931846,1.0,-0.13420739991931846,21.12610482749287,2.920581720266842,-4
342,1648053300,2022,1,-0.3273388809355474,1.5,-0.4910083214033211,20.63509650608955,3.4115900416701628,-3
343,1648080960,2022,1,0.15705497015509384,1.5,0.23558245523264076,20.87067896132219,3.176007586437521,-4
344,1648136880,2022,1,0.1584057050744108,1.5,0.2376085576116162,21.108287518933807,2.9383990288259056,-4
345,1648306680,2022,0,-1.0045873801535985,1.0,-1.0045873801535985,20.10370013878021,3.942986408979504,-1
346,1648375260,2022,0,0.32116972787797343,1.0,0.32116972787797343,20.42486986665818,3.6218166811015315,-3
347,1648397400,2022,1,2.6832251566720484,1.5,4.024837735008073,24.449707601666255,0.0,-2
348,1648481160,2022,-1,-0.2662627737674533,0.75,-0.19969708032558997,24.250010521340666,0.19969708032558842,-3
349,1648708260,2022,0,-0.38859301489821624,1.0,-0.38859301489821624,23.86141750644245,0.5882900952238046,-3
350,1648736160,2022,0,1.22807234385652,1.0,1.22807234385652,25.08948985029897,0.0,-4
351,1648864080,2022,-1,0.14701148931114227,0.75,0.1102586169833567,25.199748467282326,0.0,-2
352,1648925340,2022,1,0.14698754419138813,1.5,0.22048131628708217,25.420229783569408,0.0,-2
353,1648961520,2022,0,0.0007363246777313654,1.0,0.0007363246777313654,25.42096610824714,0.0,-3
354,1649023260,2022,1,0.14641394074510763,1.5,0.21962091111766147,25.6405870193648,0.0,-2
355,1649166780,2022,-1,-0.07661565465019779,0.75,-0.05746174098764834,25.583125278377153,0.05746174098764811,-3
356,1649246280,2022,-1,0.020198600966180133,0.75,0.0151489507246351,25.59827422910179,0.04231279026301138,-3
357,1649254560,2022,1,0.13119070282079803,1.5,0.19678605423119705,25.795060283332987,0.0,-3
358,1649310720,2022,1,0.010567695977100819,1.5,0.01585154396565123,25.81091182729864,0.0,-3
359,1649427420,2022,-1,0.3297676248472087,0.75,0.2473257186354065,26.058237545934045,0.0,-3
360,1649595120,2022,0,1.1116422782388853,1.0,1.1116422782388853,27.16987982417293,0.0,-3
361,1649632200,2022,0,-0.03456686697644405,1.0,-0.03456686697644405,27.135312957196486,0.03456686697644429,-4
362,1649697240,2022,0,-0.6645180391544255,1.0,-0.6645180391544255,26.47079491804206,0.6990849061308708,-3
363,1649802780,2022,1,-0.29241033164819913,1.5,-0.43861549747229867,26.03217942056976,1.1377004036031693,-3
364,1649861400,2022,0,0.7397469690904552,1.0,0.7397469690904552,26.771926389660216,0.3979534345127149,-4
365,1649944020,2022,0,1.7037905433544813,1.0,1.7037905433544813,28.4757169330147,0.0,-4
366,1650006240,2022,0,0.1451415681983948,1.0,0.1451415681983948,28.620858501213092,0.0,-2
367,1650030540,2022,0,0.14635730081807363,1.0,0.14635730081807363,28.767215802031167,0.0,-2
368,1650075960,2022,0,0.3984146007478411,1.0,0.3984146007478411,29.16563040277901,0.0,-3
369,1650218700,2022,1,0.14549394108496777,1.5,0.21824091162745166,29.38387131440646,0.0,-2
370,1650460440,2022,1,-1.0023896964815295,1.5,-1.5035845447222944,27.880286769684165,1.503584544722294,-1
371,1650518760,2022,1,1.6197812401942315,1.5,2.4296718602913474,30.30995862997551,0.0,-4
372,1650868920,2022,0,-1.0039851917222782,1.0,-1.0039851917222782,29.305973438253233,1.003985191722279,-1
373,1650940680,2022,0,0.07621232534103843,1.0,0.07621232534103843,29.382185763594272,0.9277728663812397,-4
374,1650988860,2022,0,0.1482709847251751,1.0,0.1482709847251751,29.530456748319448,0.7795018816560635,-2
375,1651238280,2022,-1,0.643045901508322,0.75,0.48228442613124145,30.01274117445069,0.29721745552482304,-4
376,1651280280,2022,1,-0.1228657191834233,1.5,-0.18429857877513495,29.828442595675554,0.4815160342999576,-4
377,1651362600,2022,-1,-0.4277417416468451,0.75,-0.32080630623513384,29.50763628944042,0.8023223405350919,-4
378,1651588140,2022,-1,1.449872164534736,0.75,1.087404123401052,30.59504041284147,0.0,-4
379,1651763820,2022,0,0.147688144313936,1.0,0.147688144313936,30.742728557155406,0.0,-2
380,1651767600,2022,0,0.39339576820532673,1.0,0.39339576820532673,31.136124325360733,0.0,-4
381,1651824060,2022,-1,-1.00473383380363,0.75,-0.7535503753527225,30.38257395000801,0.7535503753527237,-1
382,1651895820,2022,-1,0.6827786111110984,0.75,0.5120839583333238,30.894657908341333,0.24146641701939942,-3
383,1651960860,2022,1,-1.0031274330732691,1.5,-1.5046911496099038,29.38996675873143,1.7461575666293037,-1
384,1652033400,2022,-1,0.14771776913847032,0.75,0.11078832685385273,29.500755085585283,1.63536923977545,-2
385,1652255940,2022,1,-0.36529763491842104,1.5,-0.5479464523776316,28.952808633207653,2.18331569215308,-3
386,1652264520,2022,0,-1.0008459308556648,1.0,-1.0008459308556648,27.951962702351988,3.1841616230087446,-1
387,1652337600,2022,0,0.14946182657560964,1.0,0.14946182657560964,28.1014245289276,3.0346997964331344,-2
388,1652550420,2022,1,-0.10904407581494142,1.5,-0.16356611372241214,27.937858415205188,3.198265910155545,-3
389,1652617800,2022,0,-0.07805789948589063,1.0,-0.07805789948589063,27.859800515719296,3.276323809641436,-3
390,1652850480,2022,1,-0.045893723550425446,1.5,-0.06884058532563817,27.790959930393658,3.3451643949670746,-3
391,1652895240,2022,1,0.28664439968525735,1.5,0.429966599527886,28.220926529921545,2.9151977954391874,-4
392,1652963580,2022,-1,1.1147897880464679,0.75,0.8360923410348509,29.057018870956398,2.079105454404335,-4
393,1653036420,2022,0,-0.5677900746063834,1.0,-0.5677900746063834,28.489228796350016,2.646895529010717,-3
394,1653065400,2022,1,-0.22897886528813277,1.5,-0.34346829793219913,28.14576049841782,2.9903638269429145,-4
395,1653153540,2022,0,-0.16750325650153125,1.0,-0.16750325650153125,27.978257241916285,3.1578670834444473,-4
396,1653214800,2022,0,-1.0038525329241779,1.0,-1.0038525329241779,26.974404708992108,4.161719616368625,-1
397,1653265380,2022,0,0.2505032455998135,1.0,0.2505032455998135,27.22490795459192,3.9112163707688126,-4
398,1653291720,2022,1,-0.41584808716935184,1.5,-0.6237721307540278,26.601135823837893,4.5349885015228395,-4
399,1653336060,2022,0,-0.08493871097684165,1.0,-0.08493871097684165,26.51619711286105,4.619927212499682,-4
400,1653451620,2022,0,-0.6037533281813549,1.0,-0.6037533281813549,25.912443784679695,5.223680540681038,-3
401,1653556440,2022,0,0.1476159222356917,1.0,0.1476159222356917,26.060059706915386,5.076064618445347,-2
402,1653618000,2022,-1,-0.20705075297035444,0.75,-0.15528806472776582,25.90477164218762,5.231352683173114,-4
403,1653660420,2022,-1,-0.7358974422512783,0.75,-0.5519230816884587,25.35284856049916,5.783275764861571,-3
404,1653747000,2022,0,-0.15680788203753004,1.0,-0.15680788203753004,25.19604067846163,5.940083646899101,-3
405,1653944340,2022,0,-1.0033165090611793,1.0,-1.0033165090611793,24.192724169400453,6.94340015596028,-1
406,1653947760,2022,-1,-0.0856533158589402,0.75,-0.06423998689420515,24.12848418250625,7.007640142854484,-4
407,1654084080,2022,-1,-1.0049305681894447,0.75,-0.7536979261420835,23.374786256364164,7.761338068996569,-1
408,1654095240,2022,0,2.2712745303438426,1.0,2.2712745303438426,25.646060786708006,5.490063538652727,-2
409,1654176660,2022,-1,0.1472034243595952,0.75,0.11040256826969638,25.7564633549777,5.379660970383032,-2
410,1654209420,2022,0,0.00038338409157203865,1.0,0.00038338409157203865,25.75684673906927,5.379277586291462,-3
411,1654260360,2022,0,0.14769366936043946,1.0,0.14769366936043946,25.90454040842971,5.231583916931022,-2
412,1654445760,2022,0,0.028275051615816726,1.0,0.028275051615816726,25.93281546004553,5.203308865315204,-4
413,1654570080,2022,0,-0.21654373377213004,1.0,-0.21654373377213004,25.716271726273398,5.419852599087335,-4
414,1654617900,2022,0,2.13154692352376,1.0,2.13154692352376,27.84781864979716,3.2883056755635742,-2
415,1654637280,2022,0,-1.0014873777995066,1.0,-1.0014873777995066,26.846331271997652,4.289793053363081,-1
416,1654699560,2022,0,0.3095055249452895,1.0,0.3095055249452895,27.155836796942943,3.98028752841779,-4
417,1654782420,2022,0,-0.05920028723615894,1.0,-0.05920028723615894,27.096636509706784,4.039487815653949,-3
418,1654866240,2022,-1,0.14647445742253545,0.75,0.10985584306690159,27.206492352773687,3.929631972587046,-2
419,1654901520,2022,-1,-0.3066563793755998,0.75,-0.22999228453169984,26.976500068241986,4.159624257118747,-4
420,1655006400,2022,-1,0.1098359525799292,0.75,0.08237696443494691,27.058877032676932,4.077247292683801,-3
421,1655088420,2022,0,-0.19715722713947095,1.0,-0.19715722713947095,26.86171980553746,4.274404519823271,-3
422,1655173500,2022,-1,1.2416057285335846,0.75,0.9312042964001885,27.79292410193765,3.343200223423082,-3
423,1655252460,2022,1,0.9939655745814283,1.5,1.4909483618721424,29.283872463809793,1.8522518615509398,-4
424,1655427660,2022,-1,-0.414091261586193,0.75,-0.31056844618964474,28.973304017620148,2.162820307740585,-3
425,1655536560,2022,-1,-1.0033273954244781,0.75,-0.7524955465683586,28.22080847105179,2.9153158543089432,-1
426,1655539980,2022,0,0.08889001899004186,1.0,0.08889001899004186,28.309698490041832,2.8264258353189007,-4
427,1655578260,2022,0,0.42662306410115336,1.0,0.42662306410115336,28.736321554142986,2.3998027712177468,-3
428,1655641680,2022,0,0.05947855917519451,1.0,0.05947855917519451,28.79580011331818,2.340324212042553,-3
429,1655841660,2022,0,0.14797373239923514,1.0,0.14797373239923514,28.943773845717416,2.1923504796433164,-2
430,1656006600,2022,0,-1.001907872035182,1.0,-1.001907872035182,27.941865973682233,3.1942583516784993,-1
431,1656144840,2022,1,-1.0029049881961345,1.5,-1.5043574822942016,26.43750849138803,4.698615833972703,-1
432,1656246660,2022,0,1.1930057426834901,1.0,1.1930057426834901,27.63051423407152,3.5056100912892134,-4
433,1656318660,2022,0,-1.0033413793257677,1.0,-1.0033413793257677,26.62717285474575,4.508951470614981,-1
434,1656343920,2022,0,-0.22485961806543298,1.0,-0.22485961806543298,26.402313236680317,4.733811088680415,-3
435,1656437400,2022,-1,0.6654785756391767,0.75,0.49910893172938253,26.9014221684097,4.234702156951034,-4
436,1656634740,2022,0,-1.0016087149475765,1.0,-1.0016087149475765,25.899813453462123,5.23631087189861,-1
437,1656825720,2022,-1,0.14513943323934672,0.75,0.10885457492951003,26.008668028391632,5.1274562969691,-2
438,1656908340,2022,1,-0.7963791302031785,1.5,-1.1945686953047678,24.814099333086865,6.322024992273867,-3
439,1656930840,2022,0,2.0293043031848685,1.0,2.0293043031848685,26.843403636271734,4.292720689088998,-2
440,1657052160,2022,1,-1.0016425587223468,1.5,-1.50246383808352,25.340939798188213,5.79518452717252,-1
441,1657229280,2022,1,0.9474022674212627,1.5,1.421103401131894,26.762043199320107,4.374081126040625,-3
442,1657248060,2022,0,0.3354985125059581,1.0,0.3354985125059581,27.097541711826064,4.038582613534668,-3
443,1657272720,2022,1,-0.3699613346915358,1.5,-0.5549420020373037,26.54259970978876,4.5935246155719724,-3
444,1657352880,2022,-1,0.1459547567942722,0.75,0.10946606759570415,26.652065777384465,4.484058547976268,-2
445,1657420560,2022,0,-0.11116328867452979,1.0,-0.11116328867452979,26.540902488709936,4.595221836650797,-4
446,1657565400,2022,0,-1.0027870570048285,1.0,-1.0027870570048285,25.53811543170511,5.598008893655624,-1
447,1657631160,2022,1,0.43404027136047074,1.5,0.6510604070407061,26.189175838745815,4.946948486614918,-3
448,1657820040,2022,0,0.14849764952231512,1.0,0.14849764952231512,26.33767348826813,4.798450837092602,-2
449,1657905840,2022,-1,0.14803559440465358,0.75,0.11102669580349019,26.44870018407162,4.687424141289114,-2
450,1657996500,2022,1,0.09417471582657608,1.5,0.1412620737398641,26.589962257811482,4.5461620675492505,-3
451,1658049780,2022,-1,-0.5587574808001949,0.75,-0.4190681106001462,26.170894147211335,4.9652301781493975,-3
452,1658114340,2022,0,0.18399430053020693,1.0,0.18399430053020693,26.35488844774154,4.781235877619192,-3
453,1658132700,2022,1,-0.3864431593788942,1.5,-0.5796647390683413,25.7752237086732,5.360900616687534,-4
454,1658244000,2022,1,0.8622959625167329,1.5,1.2934439437750993,27.068667652448298,4.067456672912435,-4
455,1658287620,2022,0,-0.16303026528854336,1.0,-0.16303026528854336,26.905637387159754,4.230486938200979,-4
456,1658340300,2022,0,0.1486955558709759,1.0,0.1486955558709759,27.05433294303073,4.081791382330003,-2
457,1658632200,2022,0,0.554906281269705,1.0,0.554906281269705,27.609239224300435,3.526885101060298,-4
458,1658727540,2022,0,-0.2102771764100215,1.0,-0.2102771764100215,27.398962047890414,3.7371622774703184,-3
459,1658781960,2022,0,-1.0019745528253514,1.0,-1.0019745528253514,26.396987495065062,4.739136830295671,-1
460,1658843160,2022,0,-0.02432505599597983,1.0,-0.02432505599597983,26.37266243906908,4.763461886291651,-4
461,1658943240,2022,0,2.3042495220837482,1.0,2.3042495220837482,28.67691196115283,2.459212364207904,-2
462,1659080220,2022,0,0.07546319483789574,1.0,0.07546319483789574,28.752375155990723,2.3837491693700095,-3
463,1659099960,2022,1,0.9094979683239113,1.5,1.364246952485867,30.11662210847659,1.0195022168841419,-3
464,1659137700,2022,1,-0.3232379998954785,1.5,-0.4848569998432178,29.631765108633374,1.5043592167273587,-3
465,1659380220,2022,0,-0.6513517537690409,1.0,-0.6513517537690409,28.980413354864332,2.1557109704964006,-3
466,1659399540,2022,0,-0.7861111790554776,1.0,-0.7861111790554776,28.194302175808854,2.9418221495518786,-3
467,1659446160,2022,-1,0.14726714849108416,0.75,0.11045036136831313,28.304752537177166,2.831371788183567,-2
468,1659518760,2022,0,0.14683913053592632,1.0,0.14683913053592632,28.451591667713092,2.6845326576476403,-2
469,1659568860,2022,0,-0.6070780022306865,1.0,-0.6070780022306865,27.844513665482406,3.2916106598783266,-4
470,1659637380,2022,1,-0.14170074019642528,1.5,-0.2125511102946379,27.63196255518777,3.5041617701729635,-4
471,1659670500,2022,0,0.14682422147638216,1.0,0.14682422147638216,27.778786776664152,3.357337548696581,-2
472,1659775920,2022,-1,-0.09211554269172943,0.75,-0.06908665701879707,27.709700119645355,3.426424205715378,-4
473,1659831000,2022,0,0.1446831744614761,1.0,0.1446831744614761,27.85438329410683,3.281741031253901,-2
474,1659881880,2022,0,0.14475517464948745,1.0,0.14475517464948745,27.999138468756318,3.136985856604415,-2
475,1659943980,2022,-1,1.024356303289131,0.75,0.7682672274668483,28.767405696223165,2.368718629137568,-4
476,1660131060,2022,0,2.7898560034845317,1.0,2.7898560034845317,31.557261699707695,0.0,-2
477,1660138500,2022,0,-1.0020964890781836,1.0,-1.0020964890781836,30.55516521062951,1.002096489078184,-1
478,1660441320,2022,-1,-0.27506405811899387,0.75,-0.20629804358924542,30.348867167040265,1.2083945326674304,-3
479,1660463400,2022,1,-1.0043890061260203,1.5,-1.5065835091890305,28.842283657851233,2.7149780418564617,-1
480,1660536300,2022,1,-1.0019324027638468,1.5,-1.5028986041457701,27.339385053705463,4.217876646002232,-1
481,1660622220,2022,0,0.2717572145202647,1.0,0.2717572145202647,27.611142268225727,3.946119431481968,-3
482,1660629180,2022,0,-0.12076654469865929,1.0,-0.12076654469865929,27.490375723527066,4.066885976180629,-3
483,1660718160,2022,0,-1.004544537815131,1.0,-1.004544537815131,26.485831185711934,5.071430513995761,-1
484,1660893960,2022,0,-1.001650152003783,1.0,-1.001650152003783,25.48418103370815,6.073080665999544,-1
485,1661118480,2022,-1,0.14691543682960578,0.75,0.11018657762220434,25.594367611330355,5.96289408837734,-2
486,1661158860,2022,-1,-0.01018000575705107,0.75,-0.0076350043177883025,25.586732607012568,5.970529092695127,-3
487,1661217840,2022,0,-1.0027026337448528,1.0,-1.0027026337448528,24.584029973267715,6.97323172643998,-1
488,1661235780,2022,-1,-1.0034449191098,0.75,-0.7525836893323501,23.831446283935364,7.725815415772331,-1
489,1661347200,2022,0,0.9915972227259057,1.0,0.9915972227259057,24.823043506661268,6.734218193046427,-4
490,1661386620,2022,0,-1.0031002211434736,1.0,-1.0031002211434736,23.819943285517795,7.7373184141899,-1
491,1661415480,2022,0,-0.2750688967971516,1.0,-0.2750688967971516,23.544874388720643,8.012387310987052,-3
492,1661444340,2022,0,-0.07300716474408855,1.0,-0.07300716474408855,23.471867223976556,8.085394475731139,-4
493,1661515020,2022,1,-1.0034452280750639,1.5,-1.5051678421125958,21.96669938186396,9.590562317843734,-1
494,1661656080,2022,1,-0.02271998733375451,1.5,-0.03407998100063177,21.93261940086333,9.624642298844364,-3
495,1661841600,2022,0,0.14649330775662156,1.0,0.14649330775662156,22.079112708619952,9.478148991087743,-2
496,1661872740,2022,0,0.14767470963410206,1.0,0.14767470963410206,22.226787418254055,9.33047428145364,-2
497,1661914440,2022,0,-0.16136304713936833,1.0,-0.16136304713936833,22.065424371114688,9.491837328593007,-4
498,1661993280,2022,0,-0.11425277014579654,1.0,-0.11425277014579654,21.95117160096889,9.606090098738804,-4
499,1662193140,2022,-1,-0.3409673297307169,0.75,-0.2557254972980377,21.695446103670854,9.861815596036841,-3
500,1662278700,2022,-1,-1.0071352970489817,0.75,-0.7553514727867363,20.94009463088412,10.617167068823576,-1
501,1662348000,2022,0,0.3576194801223302,1.0,0.3576194801223302,21.29771411100645,10.259547588701246,-4
502,1662550620,2022,-1,1.1238541550905765,0.75,0.8428906163179324,22.14060472732438,9.416656972383315,-4
503,1662618120,2022,0,-1.0043117763094918,1.0,-1.0043117763094918,21.136292951014887,10.420968748692808,-1
504,1662695160,2022,0,2.2364589274044904,1.0,2.2364589274044904,23.37275187841938,8.184509821288316,-2
505,1662890220,2022,1,-0.1107161728395091,1.5,-0.16607425925926367,23.206677619160114,8.35058408054758,-3
506,1662946260,2022,-1,0.8268359486828191,0.75,0.6201269615121143,23.826804580672228,7.730457119035467,-3
507,1663003140,2022,0,-0.18715014565732388,1.0,-0.18715014565732388,23.639654435014904,7.917607264692791,-3
508,1663074120,2022,-1,0.6786740481077944,0.75,0.5090055360808459,24.14865997109575,7.408601728611945,-3
509,1663126380,2022,-1,0.147276408523958,0.75,0.11045730639296851,24.25911727748872,7.298144422218975,-2
510,1663195140,2022,1,0.14812550076338826,1.5,0.2221882511450824,24.4813055286338,7.075956171073894,-2
511,1663234260,2022,1,-0.04393709454834061,1.5,-0.06590564182251092,24.41539988681129,7.141861812896405,-3
512,1663258740,2022,-1,-0.10255109819872121,0.75,-0.07691332364904091,24.33848656316225,7.218775136545446,-4
513,1663662480,2022,1,0.9727448079864707,1.5,1.459117211979706,25.797603775141955,5.75965792456574,-4
514,1663689120,2022,-1,0.1482419196105487,0.75,0.11118143970791153,25.908785214849868,5.648476484857827,-2
