time,st_dir,st_age,st_dist_atr,state,clock_episode_id
2026-09-10 16:00:00,-1.0,2.0,-3.082727332452327,OTHER,33
2026-09-10 20:00:00,-1.0,3.0,-3.0127521523750733,OTHER,33
2026-09-11 00:00:00,-1.0,4.0,-3.399105769036363,OTHER,33
2026-09-11 04:00:00,-1.0,5.0,-2.8656567743630266,OTHER,33
