time,open_frozen,high_frozen,low_frozen,close_frozen,open_rest,high_rest,low_rest,close_rest,open_diff,high_diff,low_diff,close_diff,exact
2026-08-08 00:00:00,64885.5,64889.8,64874.0,64889.8,64885.5,64889.8,64874.0,64889.8,0.0,0.0,0.0,0.0,True
2026-08-08 00:05:00,64889.7,64927.6,64873.7,64873.7,64889.7,64927.6,64873.7,64873.7,0.0,0.0,0.0,0.0,True
2026-08-08 00:10:00,64873.8,64873.8,64868.2,64868.2,64873.8,64873.8,64868.2,64868.2,0.0,0.0,0.0,0.0,True
2026-08-08 00:15:00,64868.2,64868.3,64784.3,64800.2,64868.2,64868.3,64784.3,64800.2,0.0,0.0,0.0,0.0,True
2026-08-08 00:20:00,64800.2,64832.1,64800.1,64832.0,64800.2,64832.1,64800.1,64832.0,0.0,0.0,0.0,0.0,True
2026-08-08 00:25:00,64832.0,64850.4,64832.0,64850.4,64832.0,64850.4,64832.0,64850.4,0.0,0.0,0.0,0.0,True
2026-08-08 00:30:00,64850.4,64857.6,64840.9,64853.7,64850.4,64857.6,64840.9,64853.7,0.0,0.0,0.0,0.0,True
2026-08-08 00:35:00,64853.7,64863.0,64843.8,64863.0,64853.7,64863.0,64843.8,64863.0,0.0,0.0,0.0,0.0,True
2026-08-08 00:40:00,64862.9,64872.4,64836.0,64872.4,64862.9,64872.4,64836.0,64872.4,0.0,0.0,0.0,0.0,True
2026-08-08 00:45:00,64872.3,64877.0,64872.3,64873.8,64872.3,64877.0,64872.3,64873.8,0.0,0.0,0.0,0.0,True
2026-08-08 00:50:00,64873.7,64879.4,64873.7,64879.4,64873.7,64879.4,64873.7,64879.4,0.0,0.0,0.0,0.0,True
2026-08-08 00:55:00,64879.3,64890.4,64879.3,64890.3,64879.3,64890.4,64879.3,64890.3,0.0,0.0,0.0,0.0,True
2026-08-08 01:00:00,64890.3,64890.4,64887.9,64887.9,64890.3,64890.4,64887.9,64887.9,0.0,0.0,0.0,0.0,True
2026-08-08 01:05:00,64887.9,64888.0,64871.6,64878.2,64887.9,64888.0,64871.6,64878.2,0.0,0.0,0.0,0.0,True
2026-08-08 01:10:00,64878.2,64927.8,64877.0,64922.2,64878.2,64927.8,64877.0,64922.2,0.0,0.0,0.0,0.0,True
2026-08-08 01:15:00,64922.3,64922.3,64885.3,64907.1,64922.3,64922.3,64885.3,64907.1,0.0,0.0,0.0,0.0,True
2026-08-08 01:20:00,64907.0,64907.1,64882.5,64886.0,64907.0,64907.1,64882.5,64886.0,0.0,0.0,0.0,0.0,True
2026-08-08 01:25:00,64885.9,64886.0,64877.2,64877.2,64885.9,64886.0,64877.2,64877.2,0.0,0.0,0.0,0.0,True
2026-08-08 01:30:00,64877.2,64894.4,64875.5,64886.7,64877.2,64894.4,64875.5,64886.7,0.0,0.0,0.0,0.0,True
2026-08-08 01:35:00,64886.6,64899.8,64886.6,64898.3,64886.6,64899.8,64886.6,64898.3,0.0,0.0,0.0,0.0,True
2026-08-08 01:40:00,64898.2,64907.3,64897.0,64900.1,64898.2,64907.3,64897.0,64900.1,0.0,0.0,0.0,0.0,True
2026-08-08 01:45:00,64900.1,64900.2,64881.5,64887.4,64900.1,64900.2,64881.5,64887.4,0.0,0.0,0.0,0.0,True
2026-08-08 01:50:00,64887.4,64887.4,64883.4,64883.4,64887.4,64887.4,64883.4,64883.4,0.0,0.0,0.0,0.0,True
2026-08-08 01:55:00,64883.4,64889.3,64880.0,64880.6,64883.4,64889.3,64880.0,64880.6,0.0,0.0,0.0,0.0,True
2026-08-08 02:00:00,64880.6,64880.7,64870.0,64875.3,64880.6,64880.7,64870.0,64875.3,0.0,0.0,0.0,0.0,True
2026-08-08 02:05:00,64875.3,64880.0,64870.2,64870.2,64875.3,64880.0,64870.2,64870.2,0.0,0.0,0.0,0.0,True
2026-08-08 02:10:00,64870.2,64871.9,64863.5,64871.9,64870.2,64871.9,64863.5,64871.9,0.0,0.0,0.0,0.0,True
2026-08-08 02:15:00,64871.8,64872.4,64864.0,64872.4,64871.8,64872.4,64864.0,64872.4,0.0,0.0,0.0,0.0,True
2026-08-08 02:20:00,64872.3,64885.5,64872.3,64879.8,64872.3,64885.5,64872.3,64879.8,0.0,0.0,0.0,0.0,True
2026-08-08 02:25:00,64880.0,64900.0,64879.9,64900.0,64880.0,64900.0,64879.9,64900.0,0.0,0.0,0.0,0.0,True
2026-08-08 02:30:00,64900.0,64931.8,64884.0,64884.1,64900.0,64931.8,64884.0,64884.1,0.0,0.0,0.0,0.0,True
