window,side,n,cum_R,mean_R,profit_factor,max_dd_R
2025_H2,BUY,8,4.538198017761122,0.5672747522201402,2.7400630415988383,1.3863099634369287
2025_H2,SELL,3,-1.5474693102048946,-0.5158231034016315,0.4292238320658568,1.5474693102048946
2026_JAN_JUL,BUY,6,5.127357573466741,0.8545595955777902,5.379376390081535,1.1707962770862181
2026_JAN_JUL,SELL,1,-1.3615308322678183,-1.3615308322678183,0.0,1.3615308322678183
POOLED_RECENT,BUY,14,9.665555591227863,0.6903968279448474,3.5577956283125083,1.3863099634369287
POOLED_RECENT,SELL,4,-2.909000142472713,-0.7272500356181782,0.2857313472751846,2.909000142472713
