group,n,reaccel_rate,early_ev_1p5,tp_rate,median_p_accept,median_p_reaccel,median_x_end_atr,median_drawdown_end_atr,median_digestion_change_atr,median_range_atr,median_micro_wait_min
ALL_TRUE_REACCEL,1160,1.0,0.3540847276417636,0.5405172413793103,0.8415492957746479,0.5038822794098643,1.0192749317522518,0.2402378595961343,-0.0042299899845399495,0.593697169763195,4.0
ARMED_TRUE_REACCEL,137,1.0,-0.0251313122064742,0.40875912408759124,0.8215962441314554,0.7663483986491408,1.710676928276259,0.1014210282152863,0.4243765636273353,0.8342805645304283,3.0
REJECTED_TRUE_REACCEL,1023,1.0,0.40486928038781306,0.5581622678396871,0.8415492957746479,0.4771450104776565,0.9631433592200616,0.260210364309914,-0.0356419122921971,0.5668339435711729,4.0
ARMED_FALSE_POSITIVE,43,0.0,-0.9306257179569845,0.046511627906976744,0.8215962441314554,0.7456823123228775,1.4343413743071414,0.0952986240800006,0.43392456083539,0.8151368531169327,
ALL_ARMED,180,0.7611111111111111,-0.24144386469131834,0.32222222222222224,0.8215962441314554,0.7639907080992214,1.6354034332164917,0.10138687591853685,0.4251188248739898,0.8165036770334572,3.0
