time,decision_time,entry_time,split,impulse_dir,entry,cont_24h,rev_24h,tail_cont_24h,tail_rev_24h,core_side,core_conf,core_top20,core_chosen_ret,core_tail_hit
2021-01-21 08:45:00+00:00,2021-01-21 08:45:00+00:00,2021-01-21 09:00:00+00:00,DEV_2021_2024,-1.0,33237.74,0.05149086550409265,-0.05149086550409265,1,0,REV,0.2971483021331869,False,-0.05149086550409265,0
2021-01-21 14:30:00+00:00,2021-01-21 14:30:00+00:00,2021-01-21 14:45:00+00:00,DEV_2021_2024,-1.0,31212.28,-0.03445759169147533,0.03445759169147533,0,1,REV,0.2969716840303403,False,0.03445759169147533,1
2021-01-21 22:00:00+00:00,2021-01-21 22:00:00+00:00,2021-01-21 22:15:00+00:00,DEV_2021_2024,-1.0,30594.86,-0.09028215850636334,0.09028215850636334,0,1,REV,0.27752572349363075,False,0.09028215850636334,1
2021-01-22 02:00:00+00:00,2021-01-22 02:00:00+00:00,2021-01-22 02:15:00+00:00,DEV_2021_2024,1.0,30462.5,0.07049519901518253,-0.07049519901518253,1,0,REV,0.3458768216979167,True,-0.07049519901518253,0
2021-01-29 08:30:00+00:00,2021-01-29 08:30:00+00:00,2021-01-29 08:45:00+00:00,DEV_2021_2024,1.0,33336.16,0.020622351224615976,-0.020622351224615976,0,0,REV,0.31634753292995743,False,-0.020622351224615976,0
2021-02-04 09:15:00+00:00,2021-02-04 09:15:00+00:00,2021-02-04 09:30:00+00:00,DEV_2021_2024,-1.0,37175.54,-0.01034040124232205,0.01034040124232205,0,0,REV,0.2828318793162221,False,0.01034040124232205,0
2021-02-08 12:45:00+00:00,2021-02-08 12:45:00+00:00,2021-02-08 13:00:00+00:00,DEV_2021_2024,1.0,42984.07,0.05388275237779938,-0.05388275237779938,1,0,CONT,0.35756836279388765,True,0.05388275237779938,1
2021-02-08 23:15:00+00:00,2021-02-08 23:15:00+00:00,2021-02-08 23:30:00+00:00,DEV_2021_2024,1.0,46201.48,0.006234648760169437,-0.006234648760169437,0,0,CONT,0.30503348930563634,False,0.006234648760169437,0
2021-02-11 13:15:00+00:00,2021-02-11 13:15:00+00:00,2021-02-11 13:30:00+00:00,DEV_2021_2024,1.0,48070.87,-0.00514594389492018,0.00514594389492018,0,0,CONT,0.24520419349150752,False,-0.00514594389492018,0
2021-02-11 21:15:00+00:00,2021-02-11 21:15:00+00:00,2021-02-11 21:30:00+00:00,DEV_2021_2024,-1.0,46961.71,-0.014889790001258563,0.014889790001258563,0,0,REV,0.2563524054457865,False,0.014889790001258563,0
2021-02-14 06:00:00+00:00,2021-02-14 06:00:00+00:00,2021-02-14 06:15:00+00:00,DEV_2021_2024,1.0,49195.55,-0.045030495644423185,0.045030495644423185,0,1,CONT,0.29505928055079644,False,-0.045030495644423185,0
2021-02-15 02:15:00+00:00,2021-02-15 02:15:00+00:00,2021-02-15 02:30:00+00:00,DEV_2021_2024,-1.0,46365.2,-0.04569051788841638,0.04569051788841638,0,1,REV,0.29376869224135604,False,0.04569051788841638,1
2021-02-20 12:30:00+00:00,2021-02-20 12:30:00+00:00,2021-02-20 12:45:00+00:00,DEV_2021_2024,1.0,57582.9,-0.00919734851839693,0.00919734851839693,0,0,REV,0.22879699444581245,False,0.00919734851839693,0
2021-02-20 22:30:00+00:00,2021-02-20 22:30:00+00:00,2021-02-20 22:45:00+00:00,DEV_2021_2024,-1.0,54856.84,-0.04130533220652155,0.04130533220652155,0,1,REV,0.2681435581632477,False,0.04130533220652155,1
2021-02-22 12:30:00+00:00,2021-02-22 12:30:00+00:00,2021-02-22 12:45:00+00:00,DEV_2021_2024,-1.0,53534.06,0.10927043456072627,-0.10927043456072627,1,0,REV,0.34844099545540214,True,-0.10927043456072627,0
2021-02-22 19:00:00+00:00,2021-02-22 19:00:00+00:00,2021-02-22 19:15:00+00:00,DEV_2021_2024,1.0,53517.69,-0.12071429091950725,0.12071429091950725,0,1,REV,0.35029707149793404,True,0.12071429091950725,1
2021-02-23 02:30:00+00:00,2021-02-23 02:30:00+00:00,2021-02-23 02:45:00+00:00,DEV_2021_2024,-1.0,51574.18,0.02944225191752925,-0.02944225191752925,1,0,REV,0.396353758637867,True,-0.02944225191752925,0
2021-02-23 08:00:00+00:00,2021-02-23 08:00:00+00:00,2021-02-23 08:15:00+00:00,DEV_2021_2024,-1.0,48438.18,-0.042398991869636804,0.042398991869636804,0,1,REV,0.40372629202636334,True,0.042398991869636804,1
2021-02-23 12:00:00+00:00,2021-02-23 12:00:00+00:00,2021-02-23 12:15:00+00:00,DEV_2021_2024,-1.0,46576.83,-0.09107253542158178,0.09107253542158178,0,1,REV,0.3827090868068494,True,0.09107253542158178,1
