impulse_dir,btc_z15,btc_z60,btc_z4h,btc_z24h,btc_vol_z,btc_range_z,btc_corr7d_lag,hour_sin,hour_cos,event_i,event_time,split,event_open,event_high,event_low,event_close,common_exit,parent_family,raw_24h,cont_24h,rev_24h,p_cont,p_rev,router_conf,router_side,source_row,filled,fill_time,signal_net_R,gross_R,cost_R,outcome,stop_frac,episode_7d,prior_virtual_fills,vf1_mature,real_R,real_fill
-1.0,-0.22971533103901196,-3.055467608060859,-2.5824737402292044,-2.102897942726363,1.4085901684938644,0.8158644589093483,0.04837148684591778,-0.8314696123025452,-0.5555702330196022,125561,2024-08-01 15:45:00+00:00,DEV_2021_2024,64674.26,64949.58,62666.07,62906.6,63416.01,H4_DISPLACEMENT_EXTREME,0.008084417359854434,-0.008084417359854434,0.008084417359854434,0.21031022942000557,0.3439534237531634,0.3439534237531634,REV,226,False,,0.0,0.0,0.0,NO_FILL,,30,0,False,0.0,False
-1.0,0.5631348532939242,-1.943734614557972,-3.0901648948892,-0.8038577323433157,1.3315990781475737,0.8138394804062051,-0.048097497683776615,-0.8968727415326885,0.442288690219001,126921,2024-08-15 19:45:00+00:00,DEV_2021_2024,59682.85,59849.38,56680.0,57047.46,59683.39,H4_DISPLACEMENT_EXTREME,0.046226453791777145,-0.046226453791777145,0.046226453791777145,0.17530333083286123,0.3226236565388479,0.3226236565388479,REV,235,False,,0.0,0.0,0.0,NO_FILL,,31,0,False,0.0,False
-1.0,-0.9283540734304041,-0.1831272149704939,-2.920739641180669,-1.459269724145426,0.3830846753342082,0.05004829956110604,-0.06328502930041306,-0.0654031292301428,0.9978589232386035,128089,2024-08-27 23:45:00+00:00,DEV_2021_2024,62102.0,62102.01,58034.01,59415.0,59034.9,H4_DISPLACEMENT_EXTREME,-0.006397374400403888,0.006397374400403888,-0.006397374400403888,0.1964930558336911,0.38970286219793643,0.38970286219793643,REV,236,False,,0.0,0.0,0.0,NO_FILL,,32,0,False,0.0,False
-1.0,-3.413291411912563,-1.7509199753883367,-3.9283185355799057,-2.414335278755793,2.2529557153316944,2.8381792487884003,0.019533981693245387,-0.8314696123025452,-0.5555702330196022,135641,2024-11-14 15:45:00+00:00,DEV_2021_2024,91491.85,91790.0,87829.57,87947.99,88445.41,H4_DISPLACEMENT_EXTREME,0.00565584273159625,-0.00565584273159625,0.00565584273159625,0.289168301425411,0.31458297607622204,0.31458297607622204,REV,250,False,,0.0,0.0,0.0,NO_FILL,,33,0,False,0.0,False
-1.0,1.4898676773863815,-3.8786224032929275,-2.788565242082252,-1.865220212780791,2.3964704991517354,3.2802793682880065,0.05581000154342953,-0.8314696123025452,-0.5555702330196022,140825,2025-01-07 15:45:00+00:00,BRIDGE_2025,100830.86,100960.06,97153.5,97952.26,95493.77,H4_DISPLACEMENT_EXTREME,-0.025098859383132055,0.025098859383132055,-0.025098859383132055,0.21445925720848788,0.3247976038564683,0.3247976038564683,REV,260,False,,0.0,0.0,0.0,NO_FILL,,34,0,False,0.0,False
-1.0,-0.6122046175919714,-1.6341940779793362,-2.7888370568084504,-1.4494333482382091,1.8830238585477173,0.9944216793423784,0.03757740464803063,0.06540312923014312,-0.9978589232386035,141385,2025-01-13 11:45:00+00:00,BRIDGE_2025,93590.24,93661.55,90833.12,90851.22,96548.04,H4_DISPLACEMENT_EXTREME,0.06270481973661779,-0.06270481973661779,0.06270481973661779,0.26334521284272844,0.33592318985750313,0.33592318985750313,REV,261,False,,0.0,0.0,0.0,NO_FILL,,34,0,False,0.0,False
-1.0,-0.13284987249992491,-0.5451744223972419,-2.7550107240192516,-1.5141098087283298,0.9261947950095074,0.07130687471845545,0.015688028533301163,-0.8968727415326885,0.442288690219001,143145,2025-01-31 19:45:00+00:00,BRIDGE_2025,105464.0,105574.4,102122.0,102312.32,101669.6,H4_DISPLACEMENT_EXTREME,-0.006281844286381455,0.006281844286381455,-0.006281844286381455,0.22695661215893556,0.3494451830153556,0.3494451830153556,REV,266,False,,0.0,0.0,0.0,NO_FILL,,35,0,False,0.0,False
-1.0,0.6402994680344608,0.8501548187732901,-3.282336974841704,-2.141459531196699,1.1485454010746643,0.3155842312859032,0.007105017150712507,0.8314696123025451,0.5555702330196024,143369,2025-02-03 03:45:00+00:00,BRIDGE_2025,97700.59,97782.79,91231.0,94038.74,100629.7,H4_DISPLACEMENT_EXTREME,0.07008759686831234,-0.07008759686831234,0.07008759686831234,0.3009776478670015,0.42799839480231433,0.42799839480231433,REV,267,False,,0.0,0.0,0.0,NO_FILL,,35,0,False,0.0,False
-1.0,-0.6566657304254766,-2.631254103603932,-2.938820567174875,-1.459145628933585,1.5222039219969254,0.7696073429460477,0.012234058914942076,-0.8968727415326885,0.442288690219001,145161,2025-02-21 19:45:00+00:00,BRIDGE_2025,98104.04,98757.0,95247.15,95285.11,96639.99,H4_DISPLACEMENT_EXTREME,0.014219220610649508,-0.014219220610649508,0.014219220610649508,0.21182655804462544,0.3162410390882498,0.3162410390882498,REV,269,False,,0.0,0.0,0.0,NO_FILL,,36,0,False,0.0,False
-1.0,1.0720306283045795,-4.47553342722135,-3.1820479294180446,-3.257372778353694,2.5067220235875065,1.5752924734236033,0.047987110770513146,0.8968727415326884,-0.44228869021900113,145497,2025-02-25 07:45:00+00:00,BRIDGE_2025,92153.93,92327.88,88200.0,89320.01,88720.02,H4_DISPLACEMENT_EXTREME,-0.006717307801465622,0.006717307801465622,-0.006717307801465622,0.2699068703555153,0.3908449452477561,0.3908449452477561,REV,270,False,,0.0,0.0,0.0,NO_FILL,,36,0,False,0.0,False
-1.0,-0.8107856232429128,-0.9157857285240524,-4.355670468153162,-1.9481026886992736,2.2155714883186812,1.4199141494225564,0.06162929400304618,-0.8968727415326885,0.442288690219001,145641,2025-02-26 19:45:00+00:00,BRIDGE_2025,87567.53,87806.62,83418.0,83856.99,84113.98,H4_DISPLACEMENT_EXTREME,0.003064741897454537,-0.003064741897454537,0.003064741897454537,0.3219141513448614,0.32665125874241996,0.32665125874241996,REV,271,False,,0.0,0.0,0.0,NO_FILL,,36,0,False,0.0,False
-1.0,-0.5670917765685788,-0.6034423991790114,-4.600259923021762,-1.0343771160015662,1.0123348642043404,-0.5650883979963913,-0.032274981287764785,-0.0654031292301428,0.9978589232386035,149017,2025-04-02 23:45:00+00:00,BRIDGE_2025,86900.01,88500.0,82320.0,82516.29,83213.09,H4_DISPLACEMENT_EXTREME,0.008444515433802868,-0.008444515433802868,0.008444515433802868,0.2312723781327977,0.37783934200393404,0.37783934200393404,REV,278,False,,0.0,0.0,0.0,NO_FILL,,37,0,False,0.0,False
-1.0,-1.4510962575123107,-2.758924282728918,-3.491473146134446,-1.9677735708782882,0.9855662761998041,0.3650617352650729,-0.029654910682939073,-0.8968727415326885,0.442288690219001,155145,2025-06-05 19:45:00+00:00,BRIDGE_2025,104531.5,104598.87,101596.62,101914.77,104219.8,H4_DISPLACEMENT_EXTREME,0.02261733236677399,-0.02261733236677399,0.02261733236677399,0.18294561479751315,0.3514722172585298,0.3514722172585298,REV,287,True,2025-06-05 20:45:00+00:00,1.4832769347989008,1.5,0.016723065201099178,TP,0.029898825005306797,38,0,False,0.0,False
-1.0,0.830512063240321,-1.404875318958331,-3.666507603613332,-1.777717341157598,1.411797008263638,0.6080706903584481,-0.026572196769477113,-0.8314696123025452,-0.5555702330196022,161849,2025-08-14 15:45:00+00:00,BRIDGE_2025,120949.66,121183.06,117632.0,118257.25,117275.22,H4_DISPLACEMENT_EXTREME,-0.0083042681692439,0.0083042681692439,-0.0083042681692439,0.20241725903666735,0.3617776280915285,0.3617776280915285,REV,300,False,,0.0,0.0,0.0,NO_FILL,,39,0,False,0.0,False
