impulse_dir,btc_z15,btc_z60,btc_z4h,btc_z24h,btc_vol_z,btc_range_z,btc_corr7d_lag,hour_sin,hour_cos,event_i,event_time,split,event_open,event_high,event_low,event_close,common_exit,parent_family,raw_24h,cont_24h,rev_24h,p_cont,p_rev,router_conf,router_side,source_row,filled,fill_time,signal_net_R,gross_R,cost_R,outcome,stop_frac,episode_7d,prior_virtual_fills,vf1_mature,real_R,real_fill
-1.0,0.8322186445914387,-0.3647936699869139,-2.933550355374896,-1.4780721739118414,1.6448831204620822,0.8006948386124952,-0.08038397913399119,0.8314696123025451,0.5555702330196024,162185,2025-08-18 03:45:00+00:00,BRIDGE_2025,117405.01,117543.75,115000.0,115319.0,114810.0,H4_DISPLACEMENT_EXTREME,-0.004413843338912038,0.004413843338912038,-0.004413843338912038,0.2402592968856611,0.3718938066808311,0.3718938066808311,REV,301,False,,0.0,0.0,0.0,NO_FILL,,39,0,False,0.0,False
-1.0,-2.7634967243111084,-0.7940184162628036,-3.1839009663538502,-2.2007111537708886,1.8798683668993612,1.709707707942125,-0.07247000138955804,0.8968727415326884,-0.44228869021900113,165561,2025-09-22 07:45:00+00:00,BRIDGE_2025,114649.89,114649.9,111800.0,112519.99,113090.13,H4_DISPLACEMENT_EXTREME,0.005066921436189142,-0.005066921436189142,0.005066921436189142,0.2727052925999745,0.35813618253484386,0.35813618253484386,REV,303,False,,0.0,0.0,0.0,NO_FILL,,40,0,False,0.0,False
-1.0,-1.1826618431760778,-1.228528101914243,-3.524850365536285,-2.9683379101558844,0.8318376690437245,0.3022495802685376,-0.047276527521686595,-0.8968727415326885,0.442288690219001,165897,2025-09-25 19:45:00+00:00,BRIDGE_2025,111580.77,111672.58,108631.51,109360.0,109172.2,H4_DISPLACEMENT_EXTREME,-0.0017172640819312912,0.0017172640819312912,-0.0017172640819312912,0.20847834039676152,0.3869840540251302,0.3869840540251302,REV,304,False,,0.0,0.0,0.0,NO_FILL,,40,0,False,0.0,False
-1.0,0.37461637768224976,-0.47855702144177953,-2.526652305763952,-1.0331061488026205,0.7832315092405845,-0.22571530091926023,-0.012305317703253143,0.8968727415326884,-0.44228869021900113,169689,2025-11-04 07:45:00+00:00,BRIDGE_2025,107158.79,107299.0,104200.0,104490.72,101993.02,H4_DISPLACEMENT_EXTREME,-0.023903651548802363,0.023903651548802363,-0.023903651548802363,0.2194912818993955,0.4034798539262287,0.4034798539262287,REV,318,False,,0.0,0.0,0.0,NO_FILL,,41,0,False,0.0,False
-1.0,-1.1045967146090363,-1.5633061975997082,-2.5518893356203027,-2.497196926897287,1.2713476895199916,0.8204071997569378,-0.002588885731118268,-0.8968727415326885,0.442288690219001,169737,2025-11-04 19:45:00+00:00,BRIDGE_2025,103197.02,103500.05,100010.73,100542.64,104008.09,H4_DISPLACEMENT_EXTREME,0.03446746574388726,-0.03446746574388726,0.03446746574388726,0.2309493525870574,0.3415913235282634,0.3415913235282634,REV,319,False,,0.0,0.0,0.0,NO_FILL,,41,0,False,0.0,False
-1.0,-0.9687833979403291,0.23718969299500445,-2.779409085998056,-1.10389733789465,1.1806023909255814,1.353665051443094,-0.030093871010870767,-0.8968727415326885,0.442288690219001,170601,2025-11-13 19:45:00+00:00,BRIDGE_2025,101382.63,101540.93,98147.4,98682.14,95778.29,H4_DISPLACEMENT_EXTREME,-0.02942619904941257,0.02942619904941257,-0.02942619904941257,0.2272592951677012,0.32594666358553454,0.32594666358553454,REV,321,False,,0.0,0.0,0.0,NO_FILL,,42,0,False,0.0,False
-1.0,-0.6894551116288905,-2.061897170786948,-2.5424613772584985,-0.7339194023756954,1.2991425455993866,1.3933545252472646,-0.030048372233257327,-0.8314696123025452,-0.5555702330196022,173657,2025-12-15 15:45:00+00:00,BRIDGE_2025,89641.28,89876.42,86621.91,87033.22,87977.43,H4_DISPLACEMENT_EXTREME,0.010848962137556262,-0.010848962137556262,0.010848962137556262,0.1746053924324084,0.31366171711292457,0.31366171711292457,REV,327,False,,0.0,0.0,0.0,NO_FILL,,43,0,False,0.0,False
-1.0,-1.3409632402078349,-3.0332886812560864,-3.2335804793469407,-2.137903049408108,1.7061282135414921,1.9481184756242524,0.028951144293662488,-0.8968727415326885,0.442288690219001,177609,2026-01-25 19:45:00+00:00,OOS_2026,88446.51,88448.85,86194.85,86495.16,88013.19,H4_DISPLACEMENT_EXTREME,0.017550344140603524,-0.017550344140603524,0.017550344140603524,0.2274102974320503,0.3298285028035432,0.3298285028035432,REV,331,False,,0.0,0.0,0.0,NO_FILL,,44,0,False,0.0,False
-1.0,-0.32606697643959914,0.40057704811400974,-2.9723282219409066,-1.1290451142353906,-0.12461065095086564,-0.7420591449818487,-0.0028592680516395376,0.8314696123025451,0.5555702330196024,180329,2026-02-23 03:45:00+00:00,OOS_2026,67643.39,67684.86,64290.71,64934.17,63595.51,H4_DISPLACEMENT_EXTREME,-0.020615798952108078,0.020615798952108078,-0.020615798952108078,0.21491885349036957,0.4512864783109431,0.4512864783109431,REV,343,False,,0.0,0.0,0.0,NO_FILL,,45,0,False,0.0,False
-1.0,-0.3170606517509789,0.5139472862170178,-2.36829909048637,-1.4196239576846843,0.44971714846480026,-0.5153684775528912,-0.028976404558973306,0.06540312923014312,-0.9978589232386035,183433,2026-03-27 11:45:00+00:00,OOS_2026,68540.49,68635.07,66231.96,66702.78,66319.47,H4_DISPLACEMENT_EXTREME,-0.005746537100852378,0.005746537100852378,-0.005746537100852378,0.20984959415633656,0.39542487899043743,0.39542487899043743,REV,345,False,,0.0,0.0,0.0,NO_FILL,,46,0,False,0.0,False
-1.0,-0.337647586669004,-2.0995852364778975,-2.774467413634099,-0.33617320842164206,1.2421980954328278,0.8416218344111042,0.01833139946873412,-0.8314696123025452,-0.5555702330196022,186617,2026-04-29 15:45:00+00:00,OOS_2026,77590.04,77596.39,75705.32,75924.25,76473.6,H4_DISPLACEMENT_EXTREME,0.007235633837098687,-0.007235633837098687,0.007235633837098687,0.18652905928622007,0.31572870542022446,0.31572870542022446,REV,349,False,,0.0,0.0,0.0,NO_FILL,,47,0,False,0.0,False
-1.0,-1.2831447250821357,-1.3656705420174002,-2.8820619338416225,-1.6777360344159469,1.3456822587765984,1.2701046715108326,-0.0586322862620084,-0.8314696123025452,-0.5555702330196022,190553,2026-06-09 15:45:00+00:00,OOS_2026,62711.12,62895.18,61037.0,61131.84,62639.23,H4_DISPLACEMENT_EXTREME,0.024657850204108156,-0.024657850204108156,0.024657850204108156,0.19445919292353295,0.32964714198373973,0.32964714198373973,REV,360,False,,0.0,0.0,0.0,NO_FILL,,48,0,False,0.0,False
-1.0,2.2943751436449826,0.3460883113646935,-2.773152933413855,-0.1617887099408818,1.0975368849809237,1.751990820649436,0.07287189349713705,-0.8314696123025452,-0.5555702330196022,192089,2026-06-25 15:45:00+00:00,OOS_2026,61282.0,61761.35,58115.01,59557.99,60328.32,H4_DISPLACEMENT_EXTREME,0.012934116816232466,-0.012934116816232466,0.012934116816232466,0.2232344781398093,0.36180138759461583,0.36180138759461583,REV,365,False,,0.0,0.0,0.0,NO_FILL,,49,0,False,0.0,False
-1.0,0.5814946778930634,-0.17670289137338022,-2.832560451222146,-1.802207293171359,-0.08549867347457019,-0.2605708689582866,-0.011543789717232618,-0.0654031292301428,0.9978589232386035,195193,2026-07-27 23:45:00+00:00,OOS_2026,64983.99,65056.0,63605.56,63755.86,63915.0,H4_DISPLACEMENT_EXTREME,0.0024960842815076045,-0.0024960842815076045,0.0024960842815076045,0.19210504986333252,0.44231231450638997,0.44231231450638997,REV,367,False,,0.0,0.0,0.0,NO_FILL,,50,0,False,0.0,False
