impulse_dir,btc_z15,btc_z60,btc_z4h,btc_z24h,btc_vol_z,btc_range_z,btc_corr7d_lag,hour_sin,hour_cos,event_i,event_time,split,event_open,event_high,event_low,event_close,common_exit,parent_family,raw_24h,cont_24h,rev_24h,p_cont,p_rev,router_conf,router_side
1.0,-1.4380050273782146,0.3782568693957408,-2.0164396922722427,0.7005621187737318,0.21274471116445254,0.34837182904802794,0.0993557452828596,-0.8314696123025452,-0.5555702330196022,163961,2025-09-05 15:45:00+00:00,BRIDGE_2025,112354.0,113384.62,110286.91,110716.82,110384.15,H4_7D_PIVOT_SWEEP_RECLAIM,-0.0030046925119417978,-0.0030046925119417978,0.0030046925119417978,0.19776018621259348,0.31658740848954725,0.31658740848954725,REV
1.0,0.44247221384219887,-0.16483588650331357,-0.007676954494689929,0.8879525900836401,-1.2099443170810755,-0.42468765557942045,-0.07804817962464813,-0.0654031292301428,0.9978589232386035,165049,2025-09-16 23:45:00+00:00,BRIDGE_2025,116800.13,116964.27,116584.45,116788.96,116447.59,H4_7D_PIVOT_SWEEP_RECLAIM,-0.0029229646363835293,-0.0029229646363835293,0.0029229646363835293,0.09333143047082189,0.3622899888022897,0.3622899888022897,REV
1.0,-0.5540032100657692,-0.805375605743846,-0.538723987956444,0.6602422145297213,-0.33579275699880345,-0.7341704834738618,-0.075520711175477,0.8314696123025451,0.5555702330196024,165065,2025-09-17 03:45:00+00:00,BRIDGE_2025,116788.96,117077.16,116371.81,116372.04,117581.66,H4_7D_PIVOT_SWEEP_RECLAIM,0.010394334378400982,0.010394334378400982,-0.010394334378400982,0.12433753165019751,0.3458210238810257,0.3458210238810257,REV
-1.0,0.7368784986614104,1.3260250992071072,-0.8542511346519982,-0.6842622380343676,-0.5734282242243625,-0.5095426207369176,-0.1095324508391349,0.8314696123025451,0.5555702330196024,165545,2025-09-22 03:45:00+00:00,BRIDGE_2025,115232.29,115379.25,114150.0,114649.89,112339.99,H4_7D_PIVOT_SWEEP_RECLAIM,-0.020147424476377518,0.020147424476377518,-0.020147424476377518,0.15361180155231272,0.42815866671772457,0.42815866671772457,REV
-1.0,0.6824946014784811,1.5254552219989892,-0.44097885970021483,-1.4689196548174512,0.09715943054845329,0.12234336929891741,-0.06411407017240406,0.8314696123025451,0.5555702330196024,165641,2025-09-23 03:45:00+00:00,BRIDGE_2025,112650.99,112833.09,111478.0,112339.99,111683.09,H4_7D_PIVOT_SWEEP_RECLAIM,-0.005847427972888397,0.005847427972888397,-0.005847427972888397,0.20846067117532513,0.40897139347408246,0.40897139347408246,REV
-1.0,0.027254999308874577,-0.041186809083648974,1.3702129625057988,-0.313719708555408,0.4672388737472028,-0.7161842276959253,-0.0941570961038391,0.8968727415326884,-0.44228869021900113,165753,2025-09-24 07:45:00+00:00,BRIDGE_2025,111683.1,112779.37,111042.66,112583.54,111766.72,H4_7D_PIVOT_SWEEP_RECLAIM,-0.0072552346462013695,0.0072552346462013695,-0.0072552346462013695,0.16946965203239006,0.3158581836298873,0.3158581836298873,REV
-1.0,1.677036793819546,0.12001539829100057,0.36004732364904735,-1.3245334605994592,0.14936879040783616,0.9848855371810729,-0.09340155907784521,-0.8314696123025452,-0.5555702330196022,165881,2025-09-25 15:45:00+00:00,BRIDGE_2025,111347.99,111729.52,110629.99,111580.77,109027.78,H4_7D_PIVOT_SWEEP_RECLAIM,-0.02288019700885735,0.02288019700885735,-0.02288019700885735,0.13411881821580585,0.35243971221100195,0.35243971221100195,REV
1.0,-0.13455554846696074,-0.39440254007310677,-1.5808497127953378,0.45285743568898584,-0.20942211694908613,-0.16185184926470583,0.0018299777670954978,-0.8968727415326885,0.442288690219001,168393,2025-10-21 19:45:00+00:00,BRIDGE_2025,113422.6,114000.0,111324.29,111780.39,107870.35,H4_7D_PIVOT_SWEEP_RECLAIM,-0.03497974600198239,-0.03497974600198239,0.03497974600198239,0.13707634359837412,0.3279963586165916,0.3279963586165916,REV
-1.0,-0.03462036593804655,1.1147876745671503,0.6027681194044903,-0.820408926080198,-0.5209592616921206,-0.45261551024937546,-0.1303303245929412,0.8968727415326884,-0.44228869021900113,169209,2025-10-30 07:45:00+00:00,BRIDGE_2025,110751.48,111592.0,107925.06,111366.72,109449.31,H4_7D_PIVOT_SWEEP_RECLAIM,-0.01721708244617426,0.01721708244617426,-0.01721708244617426,0.1428341290550435,0.39647696701777974,0.39647696701777974,REV
-1.0,-0.04187813373551033,1.5306250353795674,0.1928192077898199,-1.1105810772453357,-0.23213492922741935,-0.47271959684969517,-0.01453607904389891,0.06540312923014312,-0.9978589232386035,169705,2025-11-04 11:45:00+00:00,BRIDGE_2025,104490.73,104699.07,103605.0,104584.76,102070.61,H4_7D_PIVOT_SWEEP_RECLAIM,-0.024039260025959797,0.024039260025959797,-0.024039260025959797,0.1922899167008463,0.38309405944134345,0.38309405944134345,REV
