family,window,real_fills,fills_per_month,incremental_h4_fills,h4_fill_share,cum_R,mean_R_per_fill,profit_factor,max_dd_R
H4_DISPLACEMENT_EXTREME,2025_H2,11,1.8333333333333333,0,0.0,7.845964749858107,0.7132695227143734,3.4253937788984636,1.0962962855717313
H4_DISPLACEMENT_EXTREME,2026_JAN_JUL,14,2.0,2,0.14285714285714285,7.54601196754625,0.5390008548247323,2.40434614285051,2.053574873851531
H4_DISPLACEMENT_EXTREME,POOLED_RECENT,25,1.9230769230769231,2,0.08,15.391976717404358,0.6156790686961743,2.7880490931113284,2.053574873851531
H4_FAILED_EXTENSION,2025_H2,11,1.8333333333333333,0,0.0,7.845964749858105,0.7132695227143734,3.4253937788984636,1.0962962855717313
H4_FAILED_EXTENSION,2026_JAN_JUL,12,1.7142857142857142,0,0.0,7.064259879400763,0.5886883232833969,2.6186818500017757,2.0793327575442833
H4_FAILED_EXTENSION,POOLED_RECENT,23,1.7692307692307692,0,0.0,14.91022462925887,0.6482706360547335,2.9620964337328295,2.0793327575442833
H4_7D_PIVOT_SWEEP_RECLAIM,2025_H2,13,2.1666666666666665,2,0.15384615384615385,9.551559756888484,0.7347353659144988,3.952637993122926,1.0962962855717313
H4_7D_PIVOT_SWEEP_RECLAIM,2026_JAN_JUL,13,1.8571428571428572,1,0.07692307692307693,6.0474139361357295,0.4651856873950561,2.1238350432195685,3.0961787008093156
H4_7D_PIVOT_SWEEP_RECLAIM,POOLED_RECENT,26,2.0,3,0.11538461538461539,15.598973693024213,0.5999605266547776,2.8104710299660094,3.0961787008093156
