time,ratio,ratio_reported,longAccount,shortAccount,p_lo,p_hi,r_lo,r_hi,cell_width,cell_valid,archive_inside_cell
2026-08-12 12:50:00+00:00,1.57250991,1.5727,0.6113,0.3887,0.6112500000000001,0.61135,1.5723472668810294,1.573009134182426,0.0006618673013965015,True,True
2026-08-12 12:55:00+00:00,1.56875321,1.5687,0.6107,0.3893,0.61065,0.61075,1.568383202773854,1.5690430314707773,0.0006598286969232703,True,True
2026-08-12 13:00:00+00:00,1.56371819,1.5634,0.6099,0.3901,0.60985,0.60995,1.563116749967961,1.5637738751442123,0.000657125176251272,True,True
2026-08-12 13:05:00+00:00,1.56001363,1.5602,0.6094,0.3906,0.6093500000000001,0.60945,1.5598361704850894,1.5604916143899632,0.0006554439048738203,True,True
2026-08-12 13:10:00+00:00,1.57078153,1.5707,0.611,0.389,0.61095,0.61105,1.5703637064644647,1.5710245532844838,0.0006608468200191009,True,True
2026-08-12 13:15:00+00:00,1.56978648,1.57,0.6109,0.3891,0.61085,0.61095,1.569703199280483,1.5703637064644647,0.0006605071839815846,True,True
2026-08-12 13:20:00+00:00,1.57184678,1.572,0.6112,0.3888,0.6111500000000001,0.61125,1.5716857400025723,1.5723472668810288,0.0006615268784564421,True,True
2026-08-12 13:25:00+00:00,1.56992043,1.57,0.6109,0.3891,0.61085,0.61095,1.569703199280483,1.5703637064644647,0.0006605071839815846,True,True
2026-08-12 13:30:00+00:00,1.58305312,1.5833,0.6129,0.3871,0.61285,0.61295,1.582978173834431,1.5836455238341298,0.000667349999698752,True,True
2026-08-12 13:35:00+00:00,1.58420127,1.584,0.613,0.387,0.61295,0.61305,1.5836455238341298,1.5843132187621138,0.0006676949279840194,True,True
2026-08-12 13:40:00+00:00,1.58483867,1.5846,0.6131,0.3869,0.61305,0.61315,1.5843132187621138,1.584981258885873,0.0006680401237590949,True,True
2026-08-12 13:45:00+00:00,1.58867237,1.5887,0.6137,0.3863,0.61365,0.61375,1.5883266468228292,1.5889967637540454,0.0006701169312162136,True,True
2026-08-12 13:50:00+00:00,1.59074545,1.5907,0.614,0.386,0.61395,0.61405,1.5903380391141044,1.591009198082653,0.0006711589685486352,True,True
2026-08-12 13:55:00+00:00,1.53069945,1.531,0.6049,0.3951,0.60485,0.60495,1.5306845501708213,1.5313251487153523,0.0006405985445310236,True,True
2026-08-12 14:00:00+00:00,1.52807336,1.5278,0.6044,0.3956,0.60435,0.6044499999999999,1.527486414760521,1.5281253950195925,0.0006389802590716087,True,True
2026-08-12 14:05:00+00:00,1.54005944,1.54,0.6063,0.3937,0.60625,0.60635,1.5396825396825393,1.5403277022735928,0.0006451625910535164,True,True
2026-08-12 14:10:00+00:00,1.54212061,1.5419,0.6066,0.3934,0.60655,0.6066499999999999,1.5416190113102048,1.5422651582560056,0.0006461469458007851,True,True
2026-08-12 14:15:00+00:00,1.54466698,1.5445,0.607,0.393,0.60695,0.60705,1.5442055718102021,1.5448530347372438,0.0006474629270416532,True,True
2026-08-12 14:20:00+00:00,1.54429635,1.5445,0.607,0.393,0.60695,0.60705,1.5442055718102021,1.5448530347372438,0.0006474629270416532,True,True
