time,ratio,delta,q20,q80,ratio_reported,longAccount,shortAccount,p_lo,p_hi,r_lo,r_hi,cell_width,cell_valid,delta_lo,delta_hi,delta_mid,side_arc,recovered_side,recovered_label,certain,certain_correct,short_arc,buy_arc,short_pred,buy_pred,nearest_threshold_dist
2026-08-13 13:00:00+00:00,1.77586771,0.043725430000000065,-0.041398454000000126,0.04369104399999992,1.7762,0.6398,0.3602,0.63975,0.63985,1.7758501040943793,1.776620852422602,0.000770748328222659,True,0.04323635904724177,0.04475362117004078,0.043994990108641274,-1,,UNCERTAIN,False,True,True,False,False,False,3.438600000014308e-05
2026-08-16 22:15:00+00:00,2.18460531,0.043035749999999595,-0.041552028,0.043035229999999876,2.1847,0.686,0.314,0.6859500000000001,0.68605,2.1842063365706106,2.185220576524925,0.0010142399543142666,True,0.04202251881727248,0.04402378054565714,0.04302314968146481,-1,,UNCERTAIN,False,True,True,False,False,False,5.199999997193561e-07
2026-08-18 22:45:00+00:00,1.39185124,0.04274056000000015,-0.042815236000000124,0.04315565000000012,1.3918,0.5819,0.4181,0.58185,0.58195,1.3914863087408824,1.3920583662241357,0.0005720574832532854,True,0.04213825282639916,0.043262124298122595,0.04270018856226088,0,,UNCERTAIN,False,True,False,False,False,False,0.00041508999999997215
2026-08-19 01:45:00+00:00,1.43471596,0.042864719999999856,-0.042815236000000124,0.043218038000000084,1.4349,0.5893,0.4107,0.58925,0.58935,1.434570906877663,1.4351637647631805,0.0005928578855174393,True,0.042512540653527386,0.04367745602229811,0.04309499833791275,0,,UNCERTAIN,False,True,False,False,False,False,0.0003533180000002273
2026-08-19 09:15:00+00:00,1.57676336,0.044639410000000046,-0.04257781200000003,0.04405450599999992,1.5767,0.6119,0.3881,0.61185,0.61195,1.576323586242432,1.5769875016106172,0.0006639153681851084,True,0.04371626700727971,0.0450214299559768,0.044368848481628254,-1,,UNCERTAIN,False,True,True,False,False,False,0.000584904000000129
2026-08-19 21:30:00+00:00,1.14613148,0.044163779999999875,-0.04295075000000002,0.04369525000000018,1.1459,0.534,0.466,0.53395,0.5340499999999999,1.1456925222615602,1.1461530207103763,0.0004604984488161268,True,0.04330631391508688,0.04420872223428596,0.04375751807468642,-1,,UNCERTAIN,False,True,True,False,False,False,0.0004685299999996964
2026-08-20 03:00:00+00:00,1.04224122,-0.04309008999999997,-0.04307786199999994,0.043712902000000185,1.0421,0.5103,0.4897,0.51025,0.51035,1.0418580908626849,1.042275094455223,0.00041700359253815655,True,-0.04386513366542011,-0.04301319665102277,-0.04343916515822144,1,,UNCERTAIN,False,True,False,True,False,False,1.222800000003077e-05
2026-08-20 06:45:00+00:00,1.01000267,-0.04312928999999999,-0.04309221399999994,0.043712902000000185,1.0101,0.5025,0.4975,0.5024500000000001,0.5025499999999999,1.0098482564566378,1.0102522866619759,0.00040403020533807954,True,-0.043329035402514426,-0.04250353803267681,-0.04291628671759562,1,,UNCERTAIN,False,True,False,True,False,False,3.707600000004557e-05
2026-08-27 12:45:00+00:00,1.0645084,0.04053021000000001,-0.042862048000000014,0.040634229999999966,1.0644,0.5156,0.4844,0.51555,0.5156499999999999,1.0641965115078953,1.064622690203365,0.00042617869546979215,True,0.04010988060009235,0.040945669055940215,0.04052777482801628,0,,UNCERTAIN,False,True,False,False,False,False,0.0001040199999999547
2026-08-28 04:45:00+00:00,0.92637225,0.04073340000000003,-0.04290646399999991,0.04032797800000001,0.9264,0.4809,0.5191,0.48085,0.48095,0.9262255610131946,0.9265966669877661,0.00037110597457146177,True,0.040322685011308756,0.0410493868897176,0.04068603595051318,-1,,UNCERTAIN,False,True,True,False,False,False,0.0004054220000000233
2026-08-28 05:15:00+00:00,0.92699687,0.04020902999999998,-0.04290646399999991,0.040383488,0.9272,0.4811,0.5189,0.48105000000000003,0.48114999999999997,0.9269679159841989,0.9273393080851883,0.00037139210098935393,True,0.03999744707203756,0.040724837752200926,0.040361142412119244,0,,UNCERTAIN,False,True,False,False,False,False,0.00017445800000002315
2026-08-28 15:00:00+00:00,1.02943244,0.040431389999999845,-0.0428763500000001,0.040535078000000065,1.0296,0.5073,0.4927,0.50725,0.50735,1.0294266869609334,1.0298386278290874,0.00041194086815399267,True,0.04036651789081913,0.04117401611585292,0.040770267003336025,0,,UNCERTAIN,False,True,False,False,False,False,0.00010368800000021966
2026-08-31 10:00:00+00:00,1.07817013,-0.04269126999999995,-0.04233903999999991,0.03914839400000004,1.0781,0.5188,0.4812,0.51875,0.51885,1.0779220779220782,1.0783539436766083,0.0004318657545301363,True,-0.043193628939731,-0.042311945412566,-0.0427527871761485,1,,UNCERTAIN,False,True,False,True,False,False,0.0003522300000000367
2026-08-31 18:15:00+00:00,1.02346171,-0.04249961999999985,-0.04253702199999978,0.03890978400000008,1.0235,0.5058,0.4942,0.50575,0.50585,1.0232675771370765,1.0236770211474249,0.00040944401034836986,True,-0.04306158909910507,-0.042225261674597725,-0.0426434253868514,0,,UNCERTAIN,False,True,False,False,False,False,3.740199999992949e-05
2026-09-02 14:15:00+00:00,1.27629607,-0.0413826100000001,-0.040931587999999984,0.03879343199999995,1.2763,0.5607,0.4393,0.56065,0.56075,1.2760896779333104,1.2766078542970971,0.0005181763637867043,True,-0.041675995957059175,-0.040620740303760394,-0.041148368130409785,1,,UNCERTAIN,False,True,False,True,False,False,0.00045102200000011333
2026-09-07 13:00:00+00:00,1.11341724,0.03554590000000002,-0.03793887399999986,0.03541281200000005,1.1133,0.5268,0.4732,0.52675,0.52685,1.1130480718436346,1.113494663425975,0.0004465915823403943,True,0.035125993921556464,0.03600427181903587,0.03556513287029617,-1,,UNCERTAIN,False,True,True,False,False,False,0.00013308799999996873
2026-09-08 06:00:00+00:00,1.20382775,0.035351290000000146,-0.03750177199999988,0.03552475999999994,1.2036,0.5462,0.4538,0.54615,0.54625,1.2033711578715436,1.2038567493112948,0.00048559143975124286,True,0.034879343928141404,0.03583506909449241,0.03535720651131691,0,,UNCERTAIN,False,True,False,False,False,False,0.0001734699999997938
2026-09-08 06:45:00+00:00,1.21952022,0.035168989999999845,-0.03750177199999988,0.03552475999999994,1.2198,0.5495,0.4505,0.54945,0.54955,1.2195094884030628,1.22000222000222,0.0004927315991571923,True,0.03491090839213973,0.03588078285031426,0.035395845621226996,0,,UNCERTAIN,False,True,False,False,False,False,0.00035577000000009545
2026-09-09 20:30:00+00:00,1.1742627,-0.03716339999999985,-0.036697989999999917,0.03530026599999996,1.1744,0.5401,0.4599,0.54005,0.54015,1.1741493640613112,1.1746221593998043,0.00047279533849309274,True,-0.03750606002361612,-0.03654423087106329,-0.0370251454473397,1,,UNCERTAIN,False,True,False,True,False,False,0.00046540999999993005
