source_index,parent_time,signal_time,fill_time,real_fill,real_R,episode_7d,ret_24h,ret_72h,ret_7d,range_pos_7d,range_pos_30d,rv_ratio_24h_7d,range_ratio_24h_7d,parent_range_pct,parent_body_frac,parent_reclaim_frac,router_conf,child_latency_h,child_parent_range_ratio,prior_virtual_fills,episode_age_h,parent_bin,response_bin,parent_class,vf_class
103,2023-10-11 19:45:00+00:00,2023-10-11 21:00:00+00:00,2023-10-11 21:15:00+00:00,True,-1.3780056593095626,46,-0.0251555150410209,-0.0432426764616836,-0.03570422517431,0.1118519193322481,0.4722477293856827,1.1836356667682464,0.5344807952902054,0.0096016171459317,0.0632369537300071,0.8737984978791293,0.335505025421751,1.25,0.1375257812195975,1.0,11.25,LT1,LOW,COMPACT,VF1
104,2023-12-26 19:45:00+00:00,2023-12-26 20:15:00+00:00,,False,0.0,47,-0.0287753873033879,-0.0347236182975598,-0.0032024257476543,0.1883245310903917,0.6819091705242086,1.004859856783353,0.7546601175081313,0.0189175216479284,0.3545066532764273,0.5919030881245329,0.4059913688300692,0.5,0.1458699472759192,0.0,0.0,1P5_2,LOW,LARGE,VF1
105,2023-12-29 23:45:00+00:00,2023-12-30 00:00:00+00:00,,False,0.0,47,-0.0133585657370518,-0.0083108750633938,-0.0423846130050115,0.2990717444699062,0.6388874999999997,1.1942541424313735,0.6770321244453076,0.0223453328563159,0.0527234042553244,0.8159042553191458,0.3778254894729148,0.25,0.0944361702127625,0.0,75.75,2_3,LOW,LARGE,VF1
106,2024-01-18 23:45:00+00:00,2024-01-19 00:45:00+00:00,2024-01-19 01:00:00+00:00,False,0.0,48,-0.0321205959852126,-0.0307394366197183,-0.1080699788285292,0.1068537601711858,0.0732808766382661,0.9739197141920062,0.3953599684658052,0.0165437057649264,0.4463442102645839,0.9422415936581328,0.3843368293386731,1.0,0.1058928493074571,0.0,0.0,1P5_2,LOW,LARGE,VF1
110,2024-02-23 23:45:00+00:00,2024-02-24 00:30:00+00:00,2024-02-24 01:00:00+00:00,False,0.0,51,-0.0105907906658532,-0.0254490607904558,-0.0235262302391047,0.1442775974025974,0.8430591737997767,0.959864743202998,0.4170211038961042,0.012632786242355,0.553693997254453,0.3481062024210675,0.3796757312455799,0.75,0.1899413453138679,0.0,0.0,1_1P5,MID,COMPACT,VF1
114,2024-04-27 03:45:00+00:00,2024-04-27 05:30:00+00:00,2024-04-27 05:45:00+00:00,True,-1.3375793336190398,54,-0.0198319884629031,-0.0549068626047899,-0.0184290907166608,0.1393771263202042,0.2626136726983978,1.1531191718286211,0.5016969248787985,0.0242885412180113,0.4490298073973485,0.4508442274682324,0.4825174589417309,1.75,0.0609201328834242,1.0,101.5,2_3,LOW,LARGE,VF1
115,2024-04-29 07:45:00+00:00,2024-04-29 09:45:00+00:00,,False,0.0,54,-0.0191865253289205,-0.0300733664324723,-0.0515937699050622,0.1154369191708016,0.2224582852830508,0.7860169192666405,0.3866613174816638,0.0114786895765031,0.1679534253842855,0.665740572689074,0.3981756127218976,2.0,0.4672958521227989,2.0,153.75,1_1P5,HIGH,COMPACT,VF2PLUS
116,2024-05-01 11:45:00+00:00,2024-05-01 12:00:00+00:00,2024-05-01 12:15:00+00:00,True,-1.055718939262848,54,-0.0479428242504718,-0.0838029065568825,-0.1257206571359922,0.1641458496607187,0.102626811538445,1.5965436330043594,0.4929268782564519,0.0234234168882182,0.2938179297733347,0.9922355439543432,0.3827823452509531,0.25,0.3835110383577405,2.0,204.0,2_3,HIGH,LARGE,VF2PLUS
121,2024-06-18 03:45:00+00:00,2024-06-18 04:15:00+00:00,2024-06-18 04:30:00+00:00,False,0.0,57,-0.0098557807866751,-0.0077922077922077,-0.032934878678984,0.2090239410681399,0.1527998039854496,1.2948124643634322,0.5027274401473292,0.0308279389312976,0.4973826656695888,0.4610668423111789,0.3805891534521017,0.5,0.1113691852835016,0.0,0.0,GE3,LOW,LARGE,VF1
125,2024-08-03 03:45:00+00:00,2024-08-03 05:45:00+00:00,,False,0.0,59,-0.0385853142301209,-0.0677218705648252,-0.091335161935577,0.1241766309938702,0.4946384429127046,1.4080605418350711,0.5241791375239033,0.0237495191530178,0.2705102040816336,0.9462517006802708,0.3958509552338636,2.0,0.095496598639454,1.0,117.25,2_3,LOW,LARGE,VF1
126,2024-08-27 23:45:00+00:00,2024-08-28 01:45:00+00:00,2024-08-28 02:15:00+00:00,False,0.0,60,-0.0573248903084064,-0.0743015441290175,0.0017214453460923,0.1937441770660015,0.492582301984014,1.6319242039282786,0.7416016962413094,0.0684675586972986,0.6605211406096362,0.3394764011799405,0.3897028621979364,2.0,0.0883603736479835,0.0,0.0,GE3,LOW,LARGE,VF1
