family,auc_delta_BRIDGE_2025,brier_imp_BRIDGE_2025,return_delta_BRIDGE_2025,hit_delta_BRIDGE_2025,auc_delta_OOS_2026,brier_imp_OOS_2026,return_delta_OOS_2026,hit_delta_OOS_2026,robust_transfer
RANGE_STATE,0.004080221300138243,-0.0009488445150871438,0.000214563066631473,0.002497502497502496,-0.0121848739495799,-0.0032414332571423787,-0.0030771595730488223,0.013140161725067379,False
EXHAUSTION,0.00027662517289062105,0.00037041965345763206,0.0019156547570742593,0.025641025641025633,-0.018697478991596683,-0.0011675910785330923,-0.0016214354443186358,-0.0026346604215456704,False
ACCEPTANCE,-0.005670816044260063,0.0017125804828900804,0.0018815501862685362,0.004662004662004643,0.026890756302520913,0.00496556216986932,0.0047194434674880095,0.059523809523809534,False
RECOVERY_SEQUENCE,0.0015905947441217094,-0.001423733069040506,0.0011918095568491842,0.010395010395010396,-0.008403361344537896,-0.0002999317790396694,0.0006188055931465653,0.009236453201970446,False
VOLUME_RESPONSE,-0.013762102351314032,-0.0016723847114095969,-0.0012334464136327574,-0.01897435897435898,-0.014705882352941235,-0.00109399303571725,-0.0041086997515093855,0.013140161725067379,False
