transition_time,old,new,runner_up_prior_bar,match
2025-08-18 20:00:00+00:00,EXPANSION,PULLBACK,RANGE,False
2025-08-19 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-08-20 00:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2025-08-20 16:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-08-25 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-08-26 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-09-03 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-09-04 12:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-09-07 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-09-12 04:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2025-09-13 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-09-22 08:00:00+00:00,PULLBACK,EXPANSION,RANGE,False
2025-09-24 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-09-25 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-09-27 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-09-29 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-10-07 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-10-10 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-10-13 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-10-16 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-10-18 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-10-25 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-10-27 04:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2025-10-28 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-10-30 12:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-10-31 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-11-04 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-11-05 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-11-14 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-11-15 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-11-17 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-11-18 16:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-11-20 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-11-22 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-11-27 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-11-27 12:00:00+00:00,EXPANSION,RANGE,RANGE,True
2025-12-01 12:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2025-12-02 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-12-03 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-12-04 04:00:00+00:00,EXPANSION,REVERSAL,PULLBACK,False
2025-12-04 16:00:00+00:00,REVERSAL,PULLBACK,PULLBACK,True
2025-12-09 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-12-10 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-12-11 20:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-12-14 00:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-12-15 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2025-12-16 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2025-12-21 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-12-22 20:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-12-26 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-12-26 20:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-12-29 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2025-12-30 04:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2025-12-30 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-01-03 04:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2026-01-04 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-01-07 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-01-11 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-01-12 08:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2026-01-13 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-01-15 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-01-19 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-01-20 12:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2026-01-22 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-01-29 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-02-02 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-02-05 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-02-06 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-02-21 20:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-02-22 12:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2026-02-24 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-02-24 16:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-02-26 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-02-26 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-03-02 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-03-03 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-03-04 12:00:00+00:00,PULLBACK,EXPANSION,RANGE,False
2026-03-05 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-03-10 12:00:00+00:00,PULLBACK,EXPANSION,RANGE,False
2026-03-11 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-03-13 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-03-16 20:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2026-03-17 16:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-03-19 12:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-03-20 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-03-25 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-03-27 00:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2026-03-27 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-03-28 12:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-04-06 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-04-07 00:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2026-04-08 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-04-09 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-04-09 20:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-04-10 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-04-14 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-04-15 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-04-17 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-04-18 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-04-22 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-04-23 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-04-28 04:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-04-30 12:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2026-05-01 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-05-01 20:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2026-05-05 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-05-06 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-05-18 04:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-05-19 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-05-22 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-05-23 08:00:00+00:00,RANGE,EXPANSION,EXPANSION,True
2026-05-23 20:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-05-28 00:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-05-29 16:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-06-02 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-06-07 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-06-13 16:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-06-16 12:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2026-06-18 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-06-19 00:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2026-06-22 12:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-06-23 12:00:00+00:00,RANGE,EXPANSION,PULLBACK,False
2026-06-24 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-06-24 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-06-25 08:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-06-25 16:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-06-27 00:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-07-06 20:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-07-07 08:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2026-07-10 08:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-07-11 12:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2026-07-13 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-07-16 00:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2026-07-21 08:00:00+00:00,PULLBACK,EXPANSION,EXPANSION,True
2026-07-22 04:00:00+00:00,EXPANSION,PULLBACK,PULLBACK,True
2026-07-27 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-07-27 12:00:00+00:00,RANGE,PULLBACK,PULLBACK,True
2026-07-28 00:00:00+00:00,PULLBACK,RANGE,RANGE,True
2026-07-28 12:00:00+00:00,RANGE,PULLBACK,EXPANSION,False
