scope,state,n,share,residual_ev,parent_ev,median_minutes_after_fp,severe1r_share
FULL,RECOVERED_FIRST,31,0.21379310344827587,0.37225388703506856,0.5974835979630803,15.0,0.0
FULL,PERSISTENT_FAILURE_FIRST,59,0.4068965517241379,-0.08394441686093419,-0.6378633521355443,30.0,0.0
FULL,UNRESOLVED,55,0.3793103448275862,,-0.9099031117655489,,0.6181818181818182
