scope,n,resolved_n,recovered_n,persistent_n,unresolved_n,recovered_residual,persistent_residual,gap,boot_lo,boot_hi,recovered_parent_ev,persistent_parent_ev
2021,22,14,7,7,8,0.6831693987974347,-0.31267039423236714,0.9958397930298017,0.11432123151320074,1.6364177035101253,0.9324542898329432,-1.043596894945151
2022,24,16,4,12,8,0.00649320629768424,-0.25908607567066855,0.2655792819683528,-0.7459577711883445,1.3645443598455604,0.28838190281563814,-0.7635889118868491
2023,21,12,4,8,9,0.3647313528191328,0.11242054977730223,0.2523108030418306,-1.0571112437068553,1.4888962735748605,0.4210708048293969,-0.45376719610974015
2024,33,21,5,16,12,-0.20808706466098198,-0.0030452924609206955,-0.20504177220006128,-1.01011125624608,0.4519933388234949,0.01073361230084896,-0.5844384564658889
2025_H1,15,7,3,4,8,-0.03230923671507724,-0.48338161767986754,0.4510723809647903,-0.8443097583925977,1.335286105450658,0.21846175141755975,-1.0539943373597171
2025_H2,11,6,2,4,5,1.335410659601747,-0.6939823108728335,2.0293929704745803,1.860924765023345,2.204977076050565,1.4202350002959812,-1.114348708016059
2026_JAN_JUL,19,14,6,8,5,0.6232213640474106,0.5254776335308241,0.09774373051658647,-0.7318270006249687,1.0076030401425833,0.9345795601826435,0.06110406063704765
BAD_POOLED,39,23,7,16,16,-0.010136412136356394,-0.3151599611729683,0.3050235490366119,-0.4509058775816081,1.0414169681063388,0.25841612364503314,-0.836190268255066
RECENT_POOLED,30,20,8,12,10,0.8012686879359947,0.11899098539627163,0.6822777025397231,-0.0899415185473961,1.4489820136714389,1.055993420210978,-0.3307135289139879
