flow_id,signal_time,period,entry_time,fp_time,fp_minutes,exit_time,exit_reason,entry_price,exit_price,level,risk_dist,parent_net_r_5bps,covered,sequence_state,state_time,state_price,state_minutes_after_fp,residual_r,severe_adverse_1r,severe_time
607,2021-12-17 14:45:00+00:00,2021,2021-12-17 15:00:00+00:00,2021-12-17 15:30:00+00:00,30.0,2021-12-17 15:30:00+00:00,SL,45674.73,46430.83535714286,45750.0,756.1053571428536,-1.0302039455007963,True,UNRESOLVED,,,,,False,
668,2022-02-16 14:00:00+00:00,2022,2022-02-16 14:45:00+00:00,2022-02-16 16:45:00+00:00,120.0,2022-02-16 19:00:00+00:00,SL,43492.2,43904.575,43502.1,412.3750000000031,-1.0527337981206348,True,PERSISTENT_FAILURE_FIRST,2022-02-16 17:15:00+00:00,43648.9,30.0,-0.6200060624431493,False,
690,2022-03-03 15:45:00+00:00,2022,2022-03-03 16:00:00+00:00,2022-03-03 16:15:00+00:00,15.0,2022-03-04 01:00:00+00:00,TP,42370.1,41259.24285714285,42422.0,740.5714285714294,1.4713936439043225,True,RECOVERED_FIRST,2022-03-03 17:15:00+00:00,42127.9,60.0,1.1729552469135858,False,
704,2022-03-10 17:30:00+00:00,2022,2022-03-11 02:00:00+00:00,2022-03-11 03:30:00+00:00,90.0,2022-03-11 05:30:00+00:00,TIME,38276.6,38677.3,38512.0,664.5357142857144,-0.6317768796689482,True,PERSISTENT_FAILURE_FIRST,2022-03-11 04:00:00+00:00,38585.1,30.0,-0.1387434836351976,False,
709,2022-03-13 12:15:00+00:00,2022,2022-03-13 12:15:00+00:00,2022-03-13 13:00:00+00:00,45.0,2022-03-13 13:00:00+00:00,SL,38460.6,38845.832142857136,38511.8,385.23214285714073,-1.0499187317480103,True,UNRESOLVED,,,,,False,
720,2022-03-20 19:15:00+00:00,2022,2022-03-21 02:30:00+00:00,2022-03-21 03:30:00+00:00,60.0,2022-03-21 07:15:00+00:00,TIME,40713.2,40932.0,40900.0,446.08928571428805,-0.5361182338577356,True,PERSISTENT_FAILURE_FIRST,2022-03-21 06:00:00+00:00,41010.6,150.0,0.17619791041190888,False,
755,2022-04-11 19:30:00+00:00,2022,2022-04-11 20:00:00+00:00,2022-04-11 20:15:00+00:00,15.0,2022-04-12 07:30:00+00:00,TIME,39658.3,40082.6,39827.5,664.3160714285725,-0.6685509640688386,True,RECOVERED_FIRST,2022-04-11 21:30:00+00:00,39591.0,75.0,-0.7400091931282676,False,
770,2022-04-20 07:00:00+00:00,2022,2022-04-20 15:15:00+00:00,2022-04-20 15:45:00+00:00,30.0,2022-04-20 16:30:00+00:00,SL,41176.0,41377.82142857143,41187.3,201.82142857142932,-1.102010971509458,True,RECOVERED_FIRST,2022-04-20 16:00:00+00:00,41174.0,15.0,-1.0099097504866306,False,
787,2022-04-29 10:45:00+00:00,2022,2022-04-29 10:45:00+00:00,2022-04-29 12:15:00+00:00,90.0,2022-04-29 13:30:00+00:00,SL,38789.5,39200.19642857143,38890.0,410.6964285714263,-1.0472240532197086,True,UNRESOLVED,,,,,True,2022-04-29 13:30:00+00:00
791,2022-05-01 16:15:00+00:00,2022,2022-05-01 19:15:00+00:00,2022-05-01 19:30:00+00:00,15.0,2022-05-01 20:45:00+00:00,SL,37764.7,38137.14642857143,37812.0,372.4464285714281,-1.050698163686051,True,PERSISTENT_FAILURE_FIRST,2022-05-01 20:30:00+00:00,37885.0,60.0,-0.6770005274008823,False,
823,2022-05-18 18:30:00+00:00,2022,2022-05-18 23:45:00+00:00,2022-05-19 00:15:00+00:00,30.0,2022-05-19 02:45:00+00:00,SL,28700.6,29223.1,28726.7,522.4999999999993,-1.0274646889952166,True,PERSISTENT_FAILURE_FIRST,2022-05-19 00:45:00+00:00,28899.3,30.0,-0.6197129186602865,False,
922,2022-07-21 09:45:00+00:00,2022,2022-07-21 11:15:00+00:00,2022-07-21 12:15:00+00:00,60.0,2022-07-21 12:30:00+00:00,SL,22563.4,22839.132142857143,22636.0,275.7321428571426,-1.0409154329382764,True,UNRESOLVED,,,,,True,2022-07-21 12:30:00+00:00
950,2022-08-09 22:00:00+00:00,2022,2022-08-10 00:30:00+00:00,2022-08-10 01:00:00+00:00,30.0,2022-08-10 01:15:00+00:00,SL,22750.2,22884.253571428573,22850.0,134.05357142857352,-1.0848548821100217,True,UNRESOLVED,,,,,True,2022-08-10 01:15:00+00:00
962,2022-08-16 13:45:00+00:00,2022,2022-08-16 14:30:00+00:00,2022-08-16 15:30:00+00:00,60.0,2022-08-16 18:00:00+00:00,SL,23734.0,23926.625,23788.0,192.6250000000001,-1.061606748864373,True,PERSISTENT_FAILURE_FIRST,2022-08-16 16:00:00+00:00,23851.6,30.0,-0.3894873458793065,False,
982,2022-08-27 12:15:00+00:00,2022,2022-08-27 15:30:00+00:00,2022-08-27 15:45:00+00:00,15.0,2022-08-27 15:45:00+00:00,SL,19892.0,20008.571428571428,19901.0,116.5714285714278,-1.0853210784313707,True,UNRESOLVED,,,,,False,
1010,2022-09-13 21:00:00+00:00,2022,2022-09-13 21:30:00+00:00,2022-09-13 22:30:00+00:00,60.0,2022-09-14 02:15:00+00:00,SL,19992.0,20376.78571428572,20030.5,384.7857142857135,-1.0259780954148885,True,PERSISTENT_FAILURE_FIRST,2022-09-13 23:00:00+00:00,20166.0,30.0,-0.5478002598849269,False,
1019,2022-09-18 22:00:00+00:00,2022,2022-09-18 22:15:00+00:00,2022-09-18 23:00:00+00:00,45.0,2022-09-19 02:15:00+00:00,TP,19368.8,19017.45178571429,19390.0,234.2321428571417,1.458654692383934,True,PERSISTENT_FAILURE_FIRST,2022-09-18 23:30:00+00:00,19397.4,30.0,1.6221010901883048,False,
1022,2022-09-20 13:45:00+00:00,2022,2022-09-20 17:45:00+00:00,2022-09-20 18:00:00+00:00,15.0,2022-09-20 19:00:00+00:00,SL,18756.8,19025.10357142857,18759.7,268.3035714285714,-1.034954435940104,True,PERSISTENT_FAILURE_FIRST,2022-09-20 18:30:00+00:00,18907.0,30.0,-0.44018635607321255,False,
1039,2022-09-29 09:00:00+00:00,2022,2022-09-29 12:30:00+00:00,2022-09-29 13:15:00+00:00,45.0,2022-09-29 13:45:00+00:00,TP,19215.6,18910.939285714285,19259.4,203.1071428571418,1.4526959029365267,True,RECOVERED_FIRST,2022-09-29 13:30:00+00:00,19033.4,15.0,0.6029365218920494,False,
1052,2022-10-06 14:15:00+00:00,2022,2022-10-06 14:15:00+00:00,2022-10-06 14:30:00+00:00,15.0,2022-10-06 17:15:00+00:00,SL,19872.8,20155.81785714285,19889.9,283.0178571428574,-1.0351087387216906,True,PERSISTENT_FAILURE_FIRST,2022-10-06 15:00:00+00:00,19992.5,30.0,-0.577058489494582,False,
1073,2022-10-20 00:45:00+00:00,2022,2022-10-20 00:45:00+00:00,2022-10-20 01:15:00+00:00,30.0,2022-10-20 04:15:00+00:00,SL,18963.4,19101.32857142857,19050.0,137.9285714285704,-1.068743552563428,True,PERSISTENT_FAILURE_FIRST,2022-10-20 02:15:00+00:00,19053.0,60.0,-0.3503883997928478,False,
1093,2022-11-07 17:30:00+00:00,2022,2022-11-07 22:15:00+00:00,2022-11-07 23:15:00+00:00,60.0,2022-11-08 00:00:00+00:00,SL,20437.3,20593.496428571427,20563.2,156.1964285714287,-1.065421790328105,True,UNRESOLVED,,,,,True,2022-11-08 00:00:00+00:00
1100,2022-11-11 06:45:00+00:00,2022,2022-11-11 14:15:00+00:00,2022-11-11 14:30:00+00:00,15.0,2022-11-11 14:45:00+00:00,SL,16440.7,16766.057142857146,16880.0,325.35714285714346,-1.0252656201975894,True,UNRESOLVED,,,,,True,2022-11-11 14:45:00+00:00
1103,2022-11-13 19:00:00+00:00,2022,2022-11-13 21:00:00+00:00,2022-11-13 21:30:00+00:00,30.0,2022-11-13 21:30:00+00:00,SL,16334.9,16475.364285714284,16413.8,140.46428571428544,-1.058146097126868,True,UNRESOLVED,,,,,False,
1145,2022-12-18 23:00:00+00:00,2022,2022-12-19 03:00:00+00:00,2022-12-19 04:15:00+00:00,75.0,2022-12-19 08:45:00+00:00,SL,16663.2,16749.503571428573,16663.3,86.30357142857194,-1.0965382991930532,True,PERSISTENT_FAILURE_FIRST,2022-12-19 04:45:00+00:00,16702.3,30.0,-0.5469480653838452,False,
1200,2023-01-30 09:15:00+00:00,2023,2023-01-30 09:30:00+00:00,2023-01-30 10:15:00+00:00,45.0,2023-01-30 19:00:00+00:00,TP,23180.7,22881.20892857143,23283.0,199.660714285716,1.441949771934525,True,RECOVERED_FIRST,2023-01-30 11:30:00+00:00,23177.0,75.0,1.4814685627403519,False,
1233,2023-02-19 07:30:00+00:00,2023,2023-02-19 17:45:00+00:00,2023-02-19 18:00:00+00:00,15.0,2023-02-19 18:30:00+00:00,SL,24353.4,24506.70357142857,24516.7,153.3035714285708,-1.0794286779266271,True,UNRESOLVED,,,,,True,2023-02-19 18:30:00+00:00
1254,2023-03-02 08:00:00+00:00,2023,2023-03-02 13:00:00+00:00,2023-03-02 13:15:00+00:00,15.0,2023-03-02 13:15:00+00:00,SL,23266.7,23395.164285714287,23281.6,128.46428571428467,-1.0905570753405744,True,UNRESOLVED,,,,,False,
1315,2023-04-08 20:45:00+00:00,2023,2023-04-09 07:00:00+00:00,2023-04-09 08:15:00+00:00,75.0,2023-04-09 08:45:00+00:00,TIME,27854.0,27870.8,27855.0,103.1964285714282,-0.2977525523446903,True,PERSISTENT_FAILURE_FIRST,2023-04-09 08:45:00+00:00,27870.8,30.0,0.0,False,
1361,2023-05-07 23:30:00+00:00,2023,2023-05-07 23:45:00+00:00,2023-05-08 00:00:00+00:00,15.0,2023-05-08 01:30:00+00:00,TP,28419.4,28099.41785714286,28620.0,213.3214285714283,1.4333883140800214,True,UNRESOLVED,,,,,False,
1364,2023-05-09 12:15:00+00:00,2023,2023-05-09 14:15:00+00:00,2023-05-09 14:30:00+00:00,15.0,2023-05-09 14:45:00+00:00,SL,27400.0,27577.57142857143,27423.9,177.57142857143012,-1.07715205148834,True,UNRESOLVED,,,,,True,2023-05-09 14:45:00+00:00
1389,2023-05-23 18:00:00+00:00,2023,2023-05-23 18:15:00+00:00,2023-05-23 18:30:00+00:00,15.0,2023-05-24 03:15:00+00:00,TP,27114.7,26918.842857142856,27159.3,130.57142857143066,1.3961690919037135,True,PERSISTENT_FAILURE_FIRST,2023-05-23 19:15:00+00:00,27169.9,45.0,1.922757111597365,False,
1391,2023-05-24 18:00:00+00:00,2023,2023-05-25 01:15:00+00:00,2023-05-25 01:30:00+00:00,15.0,2023-05-25 04:15:00+00:00,SL,25954.6,26223.332142857143,26060.0,268.7321428571431,-1.048290836600445,True,PERSISTENT_FAILURE_FIRST,2023-05-25 02:00:00+00:00,26134.1,30.0,-0.33204864110572874,False,
1447,2023-06-25 23:45:00+00:00,2023,2023-06-26 01:00:00+00:00,2023-06-26 01:15:00+00:00,15.0,2023-06-26 01:30:00+00:00,SL,30150.6,30316.51071428572,30252.6,165.91071428571598,-1.0908639328382383,True,UNRESOLVED,,,,,True,2023-06-26 01:30:00+00:00
1487,2023-07-24 06:00:00+00:00,2023,2023-07-24 09:45:00+00:00,2023-07-24 10:00:00+00:00,15.0,2023-07-24 10:00:00+00:00,SL,29162.0,29297.23214285714,29639.7,135.2321428571421,-1.1078219992077063,True,UNRESOLVED,,,,,False,
1507,2023-08-07 07:30:00+00:00,2023,2023-08-07 14:15:00+00:00,2023-08-07 14:30:00+00:00,15.0,2023-08-07 14:30:00+00:00,SL,28991.4,29062.79285714286,29005.5,71.39285714285766,-1.2030413206603432,True,UNRESOLVED,,,,,False,
1511,2023-08-09 08:45:00+00:00,2023,2023-08-09 16:45:00+00:00,2023-08-09 17:00:00+00:00,15.0,2023-08-09 20:45:00+00:00,TIME,29504.4,29493.5,29628.0,95.66071428571378,-0.0402694045174387,True,RECOVERED_FIRST,2023-08-09 17:15:00+00:00,29464.3,15.0,-0.30524547321262824,False,
1540,2023-08-28 05:30:00+00:00,2023,2023-08-28 05:30:00+00:00,2023-08-28 06:00:00+00:00,30.0,2023-08-28 12:00:00+00:00,SL,25933.0,26013.76785714286,25970.3,80.76785714285765,-1.160540349325681,True,RECOVERED_FIRST,2023-08-28 06:15:00+00:00,25930.8,15.0,-1.0272385584789077,False,
1603,2023-10-10 13:00:00+00:00,2023,2023-10-10 13:30:00+00:00,2023-10-10 14:00:00+00:00,30.0,2023-10-10 14:00:00+00:00,SL,27346.3,27473.06785714285,27389.0,126.76785714285674,-1.1078597548950428,True,UNRESOLVED,,,,,False,
1636,2023-11-02 13:45:00+00:00,2023,2023-11-02 16:15:00+00:00,2023-11-02 17:15:00+00:00,60.0,2023-11-02 18:30:00+00:00,SL,34456.4,34863.29285714286,34544.6,406.8928571428581,-1.0423408759764692,True,PERSISTENT_FAILURE_FIRST,2023-11-02 17:45:00+00:00,34776.4,30.0,-0.21355218116386696,False,
1641,2023-11-05 21:45:00+00:00,2023,2023-11-05 21:45:00+00:00,2023-11-05 22:30:00+00:00,45.0,2023-11-05 22:45:00+00:00,SL,34652.8,34926.21071428572,34758.0,273.410714285714,-1.0633713278035524,True,UNRESOLVED,,,,,True,2023-11-05 22:45:00+00:00
1651,2023-11-13 23:30:00+00:00,2023,2023-11-14 00:45:00+00:00,2023-11-14 01:30:00+00:00,45.0,2023-11-14 05:30:00+00:00,SL,36270.3,36634.65714285715,36350.0,364.35714285714187,-1.0497730052930885,True,PERSISTENT_FAILURE_FIRST,2023-11-14 02:00:00+00:00,36430.9,30.0,-0.559223681631064,False,
1655,2023-11-16 12:00:00+00:00,2023,2023-11-16 12:15:00+00:00,2023-11-16 12:30:00+00:00,15.0,2023-11-16 14:15:00+00:00,TP,37095.0,36605.67857142857,37150.0,326.21428571428623,1.4431432012261824,True,RECOVERED_FIRST,2023-11-16 13:00:00+00:00,37033.0,30.0,1.3099408802277153,False,
1704,2023-12-17 07:30:00+00:00,2023,2023-12-17 08:00:00+00:00,2023-12-17 08:30:00+00:00,30.0,2023-12-17 09:45:00+00:00,SL,41750.1,42013.81428571428,41773.2,263.71428571428487,-1.0791578277356362,True,PERSISTENT_FAILURE_FIRST,2023-12-17 09:00:00+00:00,41938.3,30.0,-0.286348862405173,False,
1721,2023-12-26 06:15:00+00:00,2023,2023-12-26 09:45:00+00:00,2023-12-26 10:30:00+00:00,45.0,2023-12-26 14:15:00+00:00,SL,42449.0,42852.41071428572,42552.3,403.4107142857166,-1.0526126333495658,True,PERSISTENT_FAILURE_FIRST,2023-12-26 11:00:00+00:00,42630.0,30.0,-0.5513257491921607,False,
1725,2023-12-28 08:15:00+00:00,2023,2023-12-28 13:00:00+00:00,2023-12-28 13:15:00+00:00,15.0,2023-12-28 20:15:00+00:00,TIME,42724.5,42508.9,42821.0,357.30357142857304,0.5436210705182603,True,PERSISTENT_FAILURE_FIRST,2023-12-28 13:45:00+00:00,42837.3,30.0,0.9191064021190464,False,
1736,2024-01-03 08:00:00+00:00,2024,2024-01-03 11:15:00+00:00,2024-01-03 11:30:00+00:00,15.0,2024-01-03 11:45:00+00:00,TP,44380.3,43954.64821428571,44598.0,283.7678571428608,1.4218017494179058,True,UNRESOLVED,,,,,False,
1823,2024-02-22 13:15:00+00:00,2024,2024-02-22 13:30:00+00:00,2024-02-22 14:00:00+00:00,30.0,2024-02-22 15:00:00+00:00,SL,51097.1,51474.29642857143,51176.8,377.19642857142907,-1.067732746295503,True,PERSISTENT_FAILURE_FIRST,2024-02-22 14:45:00+00:00,51405.0,45.0,-0.18371443450268723,False,
1824,2024-02-23 01:15:00+00:00,2024,2024-02-23 07:45:00+00:00,2024-02-23 08:00:00+00:00,15.0,2024-02-23 13:15:00+00:00,TIME,50952.3,51034.2,50967.5,376.3750000000008,-0.2852903354367159,True,PERSISTENT_FAILURE_FIRST,2024-02-23 08:30:00+00:00,51006.9,30.0,-0.07253404184655085,False,
1861,2024-03-15 04:30:00+00:00,2024,2024-03-15 09:00:00+00:00,2024-03-15 09:30:00+00:00,30.0,2024-03-15 13:45:00+00:00,SL,66165.0,68649.21428571429,66660.1,2484.214285714284,-1.013317087897872,True,PERSISTENT_FAILURE_FIRST,2024-03-15 10:00:00+00:00,67509.7,30.0,-0.45870209034187615,False,
1867,2024-03-18 09:30:00+00:00,2024,2024-03-18 15:00:00+00:00,2024-03-18 15:30:00+00:00,30.0,2024-03-18 16:00:00+00:00,SL,66793.6,67643.45714285715,66814.6,849.8571428571397,-1.0392969574718505,True,UNRESOLVED,,,,,True,2024-03-18 16:00:00+00:00
1870,2024-03-20 00:00:00+00:00,2024,2024-03-20 04:30:00+00:00,2024-03-20 06:15:00+00:00,105.0,2024-03-20 07:15:00+00:00,SL,61357.5,62617.25,61582.8,1259.750000000001,-1.0243530462393324,True,PERSISTENT_FAILURE_FIRST,2024-03-20 06:45:00+00:00,61800.7,30.0,-0.6481841635245107,False,
1884,2024-03-27 08:00:00+00:00,2024,2024-03-27 14:00:00+00:00,2024-03-27 14:15:00+00:00,15.0,2024-03-27 14:15:00+00:00,SL,69295.5,69838.64285714287,69420.0,543.142857142866,-1.0637912283009,True,UNRESOLVED,,,,,False,
1893,2024-04-01 17:45:00+00:00,2024,2024-04-02 02:30:00+00:00,2024-04-02 03:00:00+00:00,30.0,2024-04-02 05:45:00+00:00,TIME,66683.2,66794.0,68103.3,1089.8214285714337,-0.1322616680321174,True,RECOVERED_FIRST,2024-04-02 03:30:00+00:00,66680.7,30.0,-0.10396198590857174,False,
1918,2024-04-15 19:15:00+00:00,2024,2024-04-16 04:30:00+00:00,2024-04-16 05:30:00+00:00,60.0,2024-04-16 07:15:00+00:00,TIME,62040.1,63258.3,62242.5,1507.6250000000025,-0.8286013100074637,True,PERSISTENT_FAILURE_FIRST,2024-04-16 06:00:00+00:00,62815.8,30.0,-0.2935080009949419,False,
1934,2024-04-24 09:15:00+00:00,2024,2024-04-24 13:15:00+00:00,2024-04-24 13:30:00+00:00,15.0,2024-04-24 14:15:00+00:00,TP,66001.0,65391.11607142858,66074.4,406.5892857142795,1.4188357854978273,True,UNRESOLVED,,,,,False,
1938,2024-04-26 14:30:00+00:00,2024,2024-04-26 15:15:00+00:00,2024-04-26 17:15:00+00:00,120.0,2024-04-27 02:30:00+00:00,TIME,63400.4,62992.5,63650.0,848.3214285714296,0.4434637477371291,True,PERSISTENT_FAILURE_FIRST,2024-04-26 17:45:00+00:00,63984.0,30.0,1.1687786805877138,False,
1945,2024-04-30 12:15:00+00:00,2024,2024-04-30 14:00:00+00:00,2024-04-30 14:30:00+00:00,30.0,2024-04-30 14:45:00+00:00,SL,60555.1,61372.56428571428,60714.0,817.4642857142862,-1.037038376512731,True,UNRESOLVED,,,,,True,2024-04-30 14:45:00+00:00
1955,2024-05-06 11:15:00+00:00,2024,2024-05-06 12:45:00+00:00,2024-05-06 14:00:00+00:00,75.0,2024-05-06 23:15:00+00:00,TIME,63580.0,63325.2,63666.0,906.9642857142856,0.2458861980704895,True,PERSISTENT_FAILURE_FIRST,2024-05-06 14:30:00+00:00,63708.3,30.0,0.422398109864153,False,
1957,2024-05-07 19:30:00+00:00,2024,2024-05-07 23:00:00+00:00,2024-05-08 00:30:00+00:00,90.0,2024-05-08 03:30:00+00:00,SL,62398.1,62883.51071428572,62758.1,485.41071428571615,-1.0642735091785331,True,UNRESOLVED,,,,,True,2024-05-08 03:30:00+00:00
1987,2024-05-29 08:00:00+00:00,2024,2024-05-29 08:00:00+00:00,2024-05-29 09:00:00+00:00,60.0,2024-05-29 13:00:00+00:00,SL,67810.4,68301.525,67975.5,491.1249999999953,-1.0690357851870806,True,PERSISTENT_FAILURE_FIRST,2024-05-29 10:15:00+00:00,68057.1,75.0,-0.49768388903026867,False,
2000,2024-06-07 18:00:00+00:00,2024,2024-06-07 18:00:00+00:00,2024-06-07 18:15:00+00:00,15.0,2024-06-07 18:15:00+00:00,SL,68543.0,69435.64285714286,69820.0,892.6428571428603,-1.0383932943906478,True,UNRESOLVED,,,,,False,
2012,2024-06-17 15:15:00+00:00,2024,2024-06-18 01:30:00+00:00,2024-06-18 01:45:00+00:00,15.0,2024-06-18 02:15:00+00:00,SL,64606.0,65236.58928571429,65094.9,630.589285714289,-1.0512266870557596,True,UNRESOLVED,,,,,True,2024-06-18 02:15:00+00:00
2050,2024-07-07 15:30:00+00:00,2024,2024-07-07 21:15:00+00:00,2024-07-07 21:30:00+00:00,15.0,2024-07-08 00:30:00+00:00,TP,56218.0,55352.6875,56555.1,576.8750000000013,1.451273672806064,True,PERSISTENT_FAILURE_FIRST,2024-07-07 22:00:00+00:00,56659.0,30.0,2.2644637053087706,False,
