signal_ts,entry_ts,exit_ts,side,entry_price,atr,rejection_ts,rejection_minute,rejection_close,action_minute,action_close,anchor_high,anchor_low,early_R,original_R,delta_R,saved_R,given_up_R,original_exit_ts,original_exit_reason,mfe_15m,mae_15m,ret_15m,mfe_30m,mae_30m,ret_30m,mfe_60m,mae_60m,ret_60m,mfe_120m,mae_120m,ret_120m,period
1621054500,1621054800,1621055520,-1,49352.01,274.9528571428574,1621055340,9,49465.93,12,49533.23,49442.09,49178.79,-0.4453796247322076,1.494016912509678,-1.9393965372418855,0.0,1.9393965372418855,1621063500,PROFIT_STOP,0.7336894116913658,0.7111764614193627,-0.5587139613543965,0.7336894116913658,0.9710391911340562,-0.31649061917106674,0.7336894116913658,1.4474845038370128,-1.2518145967880017,2.6138662731793043,1.4474845038370128,1.3080787875324196,historical
1622265600,1622266200,1622266740,1,37156.01,359.37,1622266560,6,36943.69,9,36930.0,37375.0,36958.66,-0.4227171633692332,-1.0034464025006729,0.5807292391314396,0.5807292391314396,0.0,1622271300,INITIAL_STOP,0.021036814425237697,0.7034810919108577,-0.5874725213568261,0.021036814425237697,1.023485544146715,-0.7905501293931005,0.021036814425237697,1.023485544146715,-0.8004841806494852,0.021036814425237697,1.961766424576342,-1.7561009544480723,historical
1623974400,1623974700,1623975420,-1,37969.9,191.60285714285732,1623975240,9,38075.08,12,38139.49,38066.11,37929.13,-0.5966803681225424,2.109224206319615,-2.7059045744421573,0.0,2.7059045744421573,1623983100,PROFIT_STOP,0.5213909723982714,1.1904832913317638,-0.6217026289497373,0.5213909723982714,1.1904832913317638,-0.47796782034268176,2.289631827738945,1.1904832913317638,1.972621941217691,2.4524686479473967,1.1904832913317638,1.852529786313974,historical
1624240200,1624241100,1624241940,1,35352.0,223.69071428571417,1624241760,11,35264.14,14,35247.91,35397.2,35283.87,-0.3154879877722221,-1.0052679880063975,0.6897800002341754,0.6897800002341754,0.0,1624243500,INITIAL_STOP,0.4828094914215102,0.6795096545932365,-0.24940686598524514,0.4828094914215102,1.2830215188701244,-0.8785791606395262,0.4828094914215102,2.1050493825977727,-1.3219592102616144,0.4828094914215102,4.054705636289905,-3.880178946057533,historical
1624250700,1624251600,1624252500,1,34246.52,283.34357142857124,1624252320,12,33982.09,15,33944.9,34266.32,34013.01,-0.7136973309367709,-1.0040288567724098,0.2903315258356389,0.2903315258356389,0.0,1624252800,INITIAL_STOP,0.5204635462752231,1.4635941726475337,-1.0645027112465526,0.5204635462752231,1.678774632513274,-0.6628701651957108,0.8593101257685766,1.678774632513274,0.682810621128821,1.1487114331162944,7.222750774551837,-5.31181982499791,historical
1624587900,1624588800,1624589340,1,35330.54,274.03857142857095,1624589160,6,35200.61,9,35084.89,35347.0,35209.29,-0.6019019529749942,-1.004297514253293,0.4023955612782989,0.4023955612782989,0.0,1624590900,INITIAL_STOP,0.05046734818352599,1.264566510449525,-0.9403420790608306,0.05046734818352599,1.3809369901004587,-1.312990350680555,0.05046734818352599,2.0016890218790957,-1.7602996449926245,0.05046734818352599,2.5115077648089206,-2.343502218144475,historical
1624695000,1624696500,1624696980,1,30556.96,328.60928571428565,1624696800,5,30319.17,8,30287.14,30738.54,30325.92,-0.5504974241373634,2.0839490418132995,-2.634446465950663,0.0,2.634446465950663,1624706400,PROFIT_STOP,0.2831325955922497,1.2369096604086895,-0.33300945760597245,0.2831325955922497,1.2369096604086895,-0.7361630073056797,0.8674131024034216,1.2369096604086895,0.8177796906008644,2.1360321528171817,1.2369096604086895,1.3918657198192417,historical
1624837200,1624837800,1624838100,-1,34491.62,343.7778571428568,1624837920,2,34548.0,5,34643.07,34542.93,34430.0,-0.2970417821031939,0.07738605647196947,-0.3744278385751634,0.0,0.3744278385751634,1624859400,TIME_EXIT,0.08904005701356328,1.0424755188670358,-0.6066126589221892,0.20251449752644204,1.0424755188670358,-0.058787963157268926,0.20251449752644204,1.4729860852834722,-0.540116229541919,0.52659005296196,1.4729860852834722,0.1459081757530402,historical
1624935000,1624935900,1624936500,-1,34274.97,265.6042857142867,1624936320,7,34379.91,10,34425.69,34349.38,34206.0,-0.382608656809541,-1.0043015081512154,0.6216928513416744,0.6216928513416744,0.0,1624939500,INITIAL_STOP,0.05843279206985049,0.847237835017715,-0.7872990431522721,0.05843279206985049,1.341845817892354,-1.079124153547415,0.05843279206985049,1.690334170597496,-1.5049079457624843,0.05843279206985049,2.725972580046564,-2.397099874679295,historical
1624945500,1624946400,1624947000,1,34700.29,233.82428571428576,1624946820,7,34590.26,10,34616.13,34715.0,34621.01,-0.24489903957184958,1.4950532241345242,-1.7399522637063738,0.0,1.7399522637063738,1624950300,PROFIT_STOP,0.1681604623740647,0.5743201549393048,-0.07351674334208,1.0636619683889572,0.5743201549393048,0.9418611044923668,3.016324834888228,0.5743201549393048,2.693090660263808,3.2062965474684852,0.5743201549393048,0.6024181772637597,historical
1625304000,1625304900,1625305440,-1,34490.31,212.0857142857151,1625305260,6,34599.99,9,34575.16,34563.99,34450.0,-0.2721368757016653,-0.21423575755534607,-0.05790111814631921,0.0,0.05790111814631921,1625326500,TIME_EXIT,0.17832412771116593,0.7906237370335427,-0.7011316179442453,0.17832412771116593,0.8849723831335115,-0.29511652970498775,0.17832412771116593,0.8849723831335115,-0.6208810453994331,0.27022093493195615,0.9685235080156398,0.1531456284520885,historical
