signal_ts,entry_ts,exit_ts,side,entry_price,atr,rejection_ts,rejection_minute,rejection_close,action_minute,action_close,anchor_high,anchor_low,early_R,original_R,delta_R,saved_R,given_up_R,original_exit_ts,original_exit_reason,mfe_15m,mae_15m,ret_15m,mfe_30m,mae_30m,ret_30m,mfe_60m,mae_60m,ret_60m,mfe_120m,mae_120m,ret_120m,period
1635484200,1635484500,1635484800,1,61481.49,247.57785714285743,1635484620,2,61395.01,5,61250.0,61492.98,61404.82,-0.6316237302935906,-1.0082777313918572,0.3766540010982665,0.3766540010982665,0.0,1635485700,INITIAL_STOP,0.012602096310262175,1.4302167572105586,-0.8493893695778265,0.012602096310262175,3.066914015504481,-2.996633093774255,0.012602096310262175,3.0711147142745685,-0.8381605786346931,0.012602096310262175,3.0711147142745685,-2.55067237146178,historical
1635656700,1635657300,1635657840,-1,61364.98,201.9992857142861,1635657660,6,61485.14,9,61481.34,61454.13,61323.0,-0.3941540307190863,1.489873729869395,-1.8840277605884812,0.0,1.8840277605884812,1635669900,PROFIT_STOP,0.816735561299736,0.7667353844956875,0.20321854037674802,0.816735561299736,0.7667353844956875,0.034554577632892845,0.816735561299736,0.7667353844956875,0.4805462536996218,1.257331178681692,0.7667353844956875,-0.3201496469223632,historical
1635751500,1635753900,1635754440,1,62387.57,441.2335714285712,1635754260,6,62233.17,9,62184.27,62439.0,62235.98,-0.3118822499259427,-1.0047131174990496,0.6928308675731069,0.6928308675731069,0.0,1635756600,INITIAL_STOP,0.2947191882498277,0.5429550594356403,-0.5016617373046639,0.2947191882498277,0.6064135127653474,-0.5388755874358667,0.2947191882498277,1.555933284444421,-0.6882749175606756,0.2947191882498277,1.555933284444421,-0.6699172935617114,historical
1636107000,1636107600,1636108560,1,61780.0,219.4721428571434,1636108380,13,61665.46,16,61639.23,61789.61,61671.48,-0.4369848435043714,-1.0093831194543705,0.5723982759499991,0.5723982759499991,0.0,1636110900,INITIAL_STOP,0.21214537477908546,0.5726922713914321,-0.5726922713914321,0.21214537477908546,1.246991970995341,-1.184615034124071,0.21214537477908546,2.0503741119113665,-1.655517621826375,0.41932428782044595,2.4832308688704328,-1.4216838453301734,historical
1636160100,1636160700,1636161360,1,61316.56,183.12999999999843,1636161180,8,61170.82,11,61156.39,61349.99,61240.99,-0.5942438995977344,-1.0111608438449993,0.4169169442472649,0.4169169442472649,0.0,1636161600,INITIAL_STOP,0.05154808059849511,1.5865778408780544,-1.368153770545502,0.05154808059849511,1.5865778408780544,-0.5095833560858435,0.05700868235680892,1.5865778408780544,-0.6819199475782146,0.05700868235680892,1.9987986676131928,-1.729591000928306,historical
1636243200,1636244100,1636244880,1,61565.96,139.37928571428554,1636244700,10,61440.79,13,61410.0,61583.77,61454.26,-0.7606979147342009,3.756856958658548,-4.517554873392749,0.0,4.517554873392749,1636247400,PROFIT_STOP,0.06363929872754039,1.4184317202289551,-1.388585104365793,0.06363929872754039,1.4184317202289551,-0.7481025567439089,6.157371201910513,1.4184317202289551,4.600109669914088,6.157371201910513,1.4184317202289551,2.018305651075417,historical
1636273800,1636275300,1636276020,1,61796.69,158.87928571428762,1636275840,9,61710.56,12,61577.1,61850.0,61724.41,-0.9343774572788912,-1.0129651241658504,0.07858766688695917,0.07858766688695917,0.0,1636276200,INITIAL_STOP,6.294086702242792e-05,1.6596877233838756,-1.5993274318777684,6.294086702242792e-05,1.691158156911576,-0.9334130584316106,1.8083540513687026,1.691158156911576,1.5628217289855717,3.797285450319365,1.691158156911576,1.0463919147960365,historical
1636458300,1636459200,1636459860,1,67679.34,210.68357142856985,1636459680,8,67562.49,11,67558.45,67689.02,67575.51,-0.393240492229942,-1.0107078970832808,0.6174674048533388,0.6174674048533388,0.0,1636460400,INITIAL_STOP,0.3110826323837444,1.2586648223300108,-1.1023166088615948,0.3110826323837444,1.5964225293856347,-0.4468312330271876,0.7092627060894034,1.5964225293856347,-0.22882657472102408,2.3905518431500776,1.5964225293856347,2.220201588706211,historical
1636502400,1636502700,1636503240,1,67134.13,308.9721428571408,1636503060,6,66942.97,9,66999.66,67200.0,67005.41,-0.2973875578242189,-1.0072427381725728,0.7098551803483539,0.7098551803483539,0.0,1636513500,INITIAL_STOP,1.0352065951391614,0.858912384611671,0.8193618934670183,1.0352065951391614,0.858912384611671,0.2709629393311057,1.0352065951391614,0.9841340296513384,-0.46619089561937566,1.0352065951391614,0.9841340296513384,0.1358374888166109,historical
1636539900,1636540500,1636540920,-1,66905.32,232.98285714285365,1636540740,4,66996.98,7,67041.47,66955.75,66883.7,-0.39915745364464744,2.6768301522287006,-3.075987605873348,0.0,3.075987605873348,1636551600,PROFIT_STOP,0.19374816050236837,0.7670092220151075,-0.22984523692725653,0.4033773177671461,0.7670092220151075,0.39625233003044896,0.6232647405082288,0.7670092220151075,0.04099014029237061,1.7396988129108772,0.7670092220151075,0.5898717256941451,historical
1636748400,1636750200,1636750560,-1,63999.88,350.5507142857142,1636750380,3,64155.01,6,64192.64,64153.89,63967.58,-0.3726707454189468,-1.0060856510809866,0.6334149056620397,0.6334149056620397,0.0,1636752000,INITIAL_STOP,0.0,0.7256581990378539,-0.41449066876405516,0.0,1.6481210177455476,-1.1414040356907882,0.0,1.6481210177455476,-0.37118737659723927,0.36294320569062627,1.6481210177455476,0.1816284988314256,historical
1636865400,1636865700,1636866660,-1,64746.53,193.16071428571325,1636866480,13,64839.54,16,64844.09,64832.01,64740.0,-0.34788760186126166,-1.0111731708730176,0.663285569011756,0.663285569011756,0.0,1636870200,INITIAL_STOP,0.29348617916244313,0.6570694277526061,-0.48017010261625476,1.2452325043912367,1.0015494129610807,0.22898030877320746,1.2452325043912367,1.0015494129610807,-0.4822409170749847,1.2452325043912367,2.2958602200240543,-0.6503910511232596,historical
1637031900,1637032500,1637033100,1,61835.88,544.2942857142849,1637032920,7,61654.99,10,61445.41,61850.1,61740.0,-0.48204534976701346,-1.0037869146417675,0.5217415648747541,0.5217415648747541,0.0,1637033400,INITIAL_STOP,0.025941848684802465,2.665616814433368,-1.6840705920641645,0.025941848684802465,2.665616814433368,-2.0835787362928597,0.025941848684802465,2.665616814433368,-2.3873666031506104,0.025941848684802465,2.82178233413647,-1.4005107531115033,historical
1637214300,1637215800,1637216400,-1,59735.46,255.47428571428463,1637216220,7,59948.08,10,60023.5,59826.57,59731.96,-0.7594417893143713,1.0140178450538342,-1.7734596343682054,0.0,1.7734596343682054,1637237400,TIME_EXIT,0.40692940860695903,1.2820468372550782,-0.6931813098327099,0.40692940860695903,1.2820468372550782,-0.5363357788315473,0.47769974053861153,1.2820468372550782,-0.37334481524558494,0.7903730875905843,1.2820468372550782,0.29208419074887076,historical
1637281200,1637281500,1637282100,-1,56979.12,500.00642857142833,1637281920,7,57163.05,10,57244.71,57159.2,56951.34,-0.3579140062484866,0.8896699533863149,-1.2475839596348015,0.0,1.2475839596348015,1637303100,TIME_EXIT,0.10235868395977829,0.9085283189216079,-0.7972697493889357,0.10235868395977829,1.0750061784919809,-0.7920898159880718,0.10235868395977829,1.1617450632777533,-0.2929362336769835,0.828229351336917,1.1617450632777533,0.08781887090023831,historical
1637514900,1637515200,1637516160,1,59780.74,266.9457142857131,1637515980,13,59653.17,16,59566.12,59798.82,59655.0,-0.5434539068046559,-1.007464781139738,0.46401087433508204,0.46401087433508204,0.0,1637517900,INITIAL_STOP,0.24394472926545813,0.8838875747878043,-0.66860035748305,0.24394472926545813,1.2756151598505785,-1.2457214414915907,0.24394472926545813,1.859778874249451,-0.9691858162708396,0.24394472926545813,1.859778874249451,-1.6510472969357062,historical
1637625600,1637626500,1637626980,-1,56071.2,348.0742857142853,1637626800,5,56250.0,8,56509.04,56247.46,56002.27,-0.8439645943121146,-1.0053696583652103,0.16140506405309574,0.16140506405309574,0.0,1637627100,INITIAL_STOP,0.02022556761280648,2.335535928291179,-1.9042486825472411,0.02022556761280648,2.335535928291179,-0.9140577545023342,0.02022556761280648,2.335535928291179,-1.632094134257068,0.02022556761280648,2.594819660827748,-1.7333656198184426,historical
1637629500,1637630400,1637630760,-1,56513.38,390.3521428571424,1637630580,3,56751.54,6,56830.71,56639.29,56510.49,-0.5467809427263209,-1.0048258460157105,0.4580449032893895,0.4580449032893895,0.0,1637637000,INITIAL_STOP,0.0997816989421566,1.144146402607178,-0.18483310856681084,0.11215514196887873,1.144146402607178,-0.578580146497775,0.11215514196887873,1.1810105527426766,-0.4989597304997613,0.11215514196887873,1.9639190254953036,-1.8139262534012344,historical
1637826000,1637826600,1637827440,-1,57634.19,205.83071428571358,1637827260,11,57708.8,14,57738.88,57705.89,57567.51,-0.3484148284130708,-1.0093335908264867,0.6609187624134159,0.6609187624134159,0.0,1637828100,INITIAL_STOP,0.32210936171543325,0.6598140635681797,-0.30350183750169846,0.32210936171543325,1.5995183281684182,-0.5041521638794572,0.32210936171543325,1.5995183281684182,-0.23713662059319543,1.2573925174293998,1.5995183281684182,0.5641043437221342,historical
1637888100,1637889300,1637890140,-1,58700.3,237.66214285714315,1637889960,11,58879.24,14,58869.17,58836.52,58700.13,-0.48193067389580285,2.1140203610367343,-2.595951034932537,0.0,2.595951034932537,1637900400,PROFIT_STOP,0.06812191376114121,1.0774538886234035,-0.901153197666547,0.1277864435408116,1.0774538886234035,0.021164498222291994,0.8208290881112807,1.0774538886234035,0.22666630601064408,2.694160678273789,1.0774538886234035,2.2298040135005643,historical
1637974200,1637975700,1637976780,-1,53947.74,351.0971428571424,1637976600,15,54199.99,18,54294.5,54151.16,53937.77,-0.6635530823106935,-1.0051218246476297,0.3415687423369361,0.3415687423369361,0.0,1637980500,INITIAL_STOP,0.02173187721753106,0.7184906090296608,-0.7184621268838914,0.02173187721753106,1.1706731551707432,-0.8609013378470822,0.02173187721753106,1.2828073630415677,-0.9993815305491504,0.02173187721753106,1.7153657107516112,-1.6762597246183382,historical
1638208200,1638210300,1638210840,1,58746.02,260.7464285714278,1638210660,6,58618.65,9,58600.0,58776.3,58639.26,-0.38084842763676824,-1.007509980778626,0.6266615531418578,0.6266615531418578,0.0,1638213300,INITIAL_STOP,0.6833842402991521,0.8370584448492474,-0.02358613321643051,0.6833842402991521,0.8370584448492474,-0.22765412483389957,0.6833842402991521,2.1965401525839265,-1.6135599720582283,0.6833842402991521,3.8046158692763767,-2.888169951649784,historical
1638316800,1638317100,1638317400,-1,56856.33,360.5935714285707,1638317220,2,57089.4,5,57160.01,57044.67,56669.49,-0.566700464247773,-1.0052558091717758,0.43855534492400283,0.43855534492400283,0.0,1638317700,INITIAL_STOP,0.11578132087768009,2.028821526411818,-1.6138113546909798,0.11578132087768009,2.3720056811091332,-1.6463687848012487,0.11578132087768009,2.3812681867793377,-1.7701092048626232,0.11578132087768009,2.3812681867793377,-0.5714744142099042,historical
1638422400,1638423300,1638423960,-1,56812.97,323.6121428571423,1638423780,8,56879.28,11,56901.0,56852.54,56775.86,-0.18720073912700988,0.9683595251811628,-1.1555602643081726,0.0,1.1555602643081726,1638444900,TIME_EXIT,0.20691436176904657,0.5365991475686336,-0.31920928271717275,0.20691436176904657,0.5365991475686336,-0.022959583451972763,0.9671145131848804,0.5365991475686336,0.8834340932818605,1.4522631810125497,0.5365991475686336,0.45427837998309967,historical
1638921900,1638923100,1638923520,-1,50327.38,319.47500000000065,1638923340,4,50534.63,7,50477.68,50440.81,50318.0,-0.3188906153324519,-0.6763729431097893,0.35748232777733746,0.35748232777733746,0.0,1638944700,TIME_EXIT,0.007950543861024706,1.3103998747945804,-1.1106346349479583,0.007950543861024706,1.3103998747945804,-0.8219735503560694,0.007950543861024706,1.4461225448000596,-1.1386180452304602,0.007950543861024706,1.4461225448000596,-0.6444948744033212,historical
1639097700,1639098300,1639099020,-1,47768.61,389.79571428571427,1639098840,9,48166.28,12,48149.05,48083.49,47748.5,-0.6547505380718389,-1.004084926903104,0.3493343888312651,0.3493343888312651,0.0,1639099500,INITIAL_STOP,0.06049322538912772,1.4627918653360612,-1.3401378744177286,0.06049322538912772,1.8499690313974002,-1.609458434271433,0.06049322538912772,2.061028304203294,-1.6798029737188316,0.06049322538912772,2.6097516281422055,-1.75917788438633,historical
1639180800,1639181100,1639181580,1,47251.59,344.98428571428616,1639181400,5,47069.14,8,46891.12,47339.22,47104.91,-0.7011576942772975,-1.0045655789704653,0.3034078846931678,0.3034078846931678,0.0,1639182000,INITIAL_STOP,0.03066806355569493,1.5283014961343917,-0.772238072955692,3.050573732136868,1.5283014961343917,2.4807506760142455,3.4564183047675106,1.5283014961343917,1.9116233037529728,3.4564183047675106,1.5283014961343917,2.3784271747367463,historical
1639560900,1639563000,1639563600,1,48563.54,214.08428571428573,1639563420,7,48421.48,10,48299.16,48598.86,48454.6,-0.8308508838307926,-1.0075614361944647,0.17671055236367206,0.17671055236367206,0.0,1639564500,INITIAL_STOP,0.11836459605360741,1.4451784677596913,-0.8355120479917911,0.11836459605360741,1.5346292181317145,-1.4168718595479832,0.11836459605360741,1.9306881802227507,-1.6727056766693957,0.11836459605360741,2.515551284874453,-1.557237136241388,historical
1639807200,1639807800,1639808100,1,46661.41,274.07357142857137,1639807920,2,46621.96,5,46492.45,46745.18,46629.21,-0.416659584279176,-1.005675046759248,0.5890154624800719,0.5890154624800719,0.0,1639810800,INITIAL_STOP,0.12620698821743673,0.8255812438266206,-0.6612093207506892,0.12620698821743673,0.9238395321381542,-0.5869591845776648,0.12620698821743673,1.5438555340980045,-1.182930547845623,0.12620698821743673,1.5438555340980045,-0.6706593380818159,historical
1640168100,1640169300,1640170200,-1,48950.0,174.65999999999934,1640170020,12,49057.36,15,49064.11,49050.0,48921.87,-0.4448929348448454,-1.0093419596167754,0.56444902477193,0.56444902477193,0.0,1640171700,INITIAL_STOP,0.04694835680749525,0.8015573113477644,-0.653326462842099,0.04694835680749525,1.3168441543570415,-1.2578151837856588,0.04694835680749525,1.6016832703538364,-0.5983052788274384,1.9022100080155686,1.6016832703538364,1.514141761135922,historical
1640176800,1640177100,1640177820,1,48734.4,178.61571428571344,1640177640,9,48555.01,12,48574.55,48754.0,48650.21,-0.6057202027230555,-1.0090948324815359,0.4033746297584804,0.4033746297584804,0.0,1640179800,INITIAL_STOP,0.2921355503835079,1.273124265182249,-0.8849165406979388,0.2921355503835079,1.273124265182249,-0.3668210283849851,0.2921355503835079,1.7600914973087018,-1.2430597211891445,0.6576129119978228,1.7600914973087018,0.6040901856339738,historical
1640432100,1640433300,1640433720,-1,50622.07,118.1721428571431,1640433540,4,50665.38,7,50708.44,50659.42,50599.0,-0.5015344640486272,-1.0142791887540918,0.5127447247054646,0.5127447247054646,0.0,1640435100,INITIAL_STOP,0.05170423292896439,1.1840353963044055,-0.913920974849038,0.05170423292896439,2.267285618437991,-1.9293041023687991,0.05170423292896439,2.5999359288205235,-1.6353261887923758,0.05170423292896439,2.5999359288205235,-2.093386766279191,historical
1640736000,1640736300,1640736720,-1,47420.0,213.39928571428598,1640736540,4,47668.53,7,47731.2,47640.59,47420.0,-0.9796065278925943,-1.0074070850864258,0.027800557193831565,0.027800557193831565,0.0,1640736900,INITIAL_STOP,-0.04165899604697823,1.9282632489732408,-1.9207187063820526,-0.04165899604697823,1.9353391864345486,-1.3190297196067866,-0.04165899604697823,1.9353391864345486,-1.7431642226677573,-0.04165899604697823,2.5419485270736444,-1.7242325754203063,historical
1640848200,1640848800,1640849340,-1,46872.14,159.17714285714257,1640849160,6,47014.94,9,47036.42,46999.95,46860.0,-0.697853992556956,-1.00981550892686,0.3119615163699039,0.3119615163699039,0.0,1640851500,INITIAL_STOP,0.14970742389432484,1.271916283744971,-1.0544855686387062,0.14970742389432484,1.271916283744971,-0.8761308156232012,0.14970742389432484,2.059717834577836,-0.47940300114875134,0.7673212234348054,2.059717834577836,-0.0547817346352745,historical
1642646100,1642647600,1642647960,-1,41969.69,135.14857142857156,1642647780,3,42015.08,6,42041.2,41994.11,41950.0,-0.3630990877763892,0.05234493855086735,-0.4154440263272566,0.0,0.4154440263272566,1642669200,TIME_EXIT,0.18712739419052676,0.7283095852183855,-0.09219483319943533,0.3055156230180604,0.7283095852183855,0.284945668259285,0.7313432835821169,0.7283095852183855,0.40200202951250674,0.8708194156695441,0.7283095852183855,0.693976998858405,historical
1642831500,1642831800,1642832160,1,35864.1,243.91285714285758,1642831980,3,35735.47,6,35650.01,35917.96,35745.69,-0.5900555565316937,-1.0049012176479954,0.4148456611163017,0.4148456611163017,0.0,1642833600,INITIAL_STOP,0.03837436086658816,0.8982306327201007,-0.46504313601461916,0.03837436086658816,2.0821780612513607,-0.16887178676223058,0.3521749570982664,2.0821780612513607,-0.2172497203333656,0.3521749570982664,3.1285763650952507,-0.7001270945712318,historical
1642896000,1642896300,1642896660,-1,34946.66,299.3407142857151,1642896480,3,35150.43,6,35227.97,35096.0,34945.03,-0.6304016782914129,-1.0038915142881384,0.37348983599672547,0.37348983599672547,0.0,1642897800,INITIAL_STOP,0.10199080359935869,1.0840489933830746,-0.6068669958026665,0.10199080359935869,1.5812082266504672,-1.236918275161823,0.10199080359935869,1.5812082266504672,-1.3106469694113272,0.10199080359935869,1.8552103789995467,-1.1636906821419306,historical
1642926000,1642926600,1642927080,-1,35454.86,247.96214285714345,1642926900,5,35692.51,8,35681.87,35659.47,35418.59,-0.6151012687228601,-1.004766165726152,0.3896648970032919,0.3896648970032919,0.0,1642928700,INITIAL_STOP,0.07960892647782375,1.1499336016154489,-0.7753199653172845,0.07960892647782375,1.4733700708921404,-1.4733700708921404,0.07960892647782375,2.1984807588715944,-2.152828628794136,0.07960892647782375,2.674561497002714,-1.3918656937838874,historical
1643072400,1643074200,1643075100,1,36112.99,244.0099999999984,1643074920,12,36042.81,15,36017.36,36163.93,36065.7,-0.26620671147356806,-1.004933266396191,0.738726554922623,0.738726554922623,0.0,1643094600,INITIAL_STOP,0.2210565140773029,0.4278513175689609,-0.39191016761607317,0.2210565140773029,0.4430146305479253,0.015778041883523504,0.5304700627023613,0.4430146305479253,0.14618253350274893,0.872341297487816,0.4430146305479253,0.5007581656489617,historical
1643189700,1643190300,1643191080,1,37779.26,194.63928571428656,1643190900,10,37661.88,13,37652.66,37805.54,37703.72,-0.44009259668372425,1.4935300385939907,-1.933622635277715,0.0,1.933622635277715,1643206500,PROFIT_STOP,0.5175727995008955,1.2241105341382463,-0.8181801500944936,0.5175727995008955,1.2395236609846103,-0.5682819868254468,0.5175727995008955,1.2395236609846103,0.04069065487439222,2.3670966439750876,1.2395236609846103,0.77492064074567,historical
1643863500,1643865300,1643865540,-1,36843.64,115.83142857142853,1643865360,1,36896.97,4,36964.0,36864.05,36830.01,-0.7033334763983822,-1.010602660680966,0.30726918428258376,0.30726918428258376,0.0,1643866500,INITIAL_STOP,0.029784662440467225,1.3498927012160584,-1.1600478527910247,0.029784662440467225,1.8941318665055262,-0.9287634740139765,0.029784662440467225,1.8941318665055262,-0.9542315187094449,0.2218741520929179,1.8941318665055262,-1.4029007671246396,historical
1643883000,1643883300,1643883660,1,36426.51,114.46071428571304,1643883480,3,36339.09,6,36299.35,36447.0,36359.23,-0.7512407280518658,-1.0106081550126371,0.2593674269607713,0.2593674269607713,0.0,1643887500,INITIAL_STOP,0.16844207307559464,1.4917782146088965,-0.8464039439608599,0.16844207307559464,1.4917782146088965,-0.46557458891074316,0.18443009142251637,1.4917782146088965,-0.3746263533964066,3.0883085275671784,1.542101157602456,1.5039221192549022,historical
1644084300,1644086100,1644086400,1,41696.78,261.336428571428,1644086220,2,41618.52,5,41616.68,41726.18,41645.22,-0.20965271839892244,-0.8136251567720167,0.6039724383730943,0.6039724383730943,0.0,1644107700,TIME_EXIT,0.033366951739825394,0.5069710362395423,-0.5038715831536275,0.033366951739825394,0.5069710362395423,-0.181375402805913,0.033366951739825394,0.9147595737295318,-0.44012233820115804,0.033366951739825394,1.268977317141827,-0.8063935102809401,historical
1644159000,1644159900,1644160200,-1,41225.0,187.70071428571515,1644160020,2,41350.0,5,41335.0,41300.0,41100.0,-0.398013935558505,-1.0073210518771558,0.6093071163186508,0.6093071163186508,0.0,1644162600,INITIAL_STOP,0.24997241048628802,1.2337193328284697,-0.5113992259714231,0.24997241048628802,1.4567872106430888,-1.0921641975637457,0.24997241048628802,1.9795875653110278,-1.097438551493433,0.24997241048628802,2.4312640563815306,-2.187152039150455,historical
1644297000,1644297600,1644298680,-1,44244.51,137.7800000000004,1644298500,15,44349.68,18,44361.49,44330.0,44233.87,-0.5767272729471893,-1.010704144287984,0.43397687134079477,0.43397687134079477,0.0,1644299400,INITIAL_STOP,0.17789229205981977,0.7656408767600352,-0.76331833357525,0.17789229205981977,4.132094643634766,-3.6704891856582935,0.17789229205981977,9.838075192335564,-7.44418638409053,0.17789229205981977,9.838075192335564,-3.9694440412251026,historical
1645022700,1645023300,1645023900,-1,43399.6,177.85714285714388,1645023720,7,43611.0,10,43597.1,43576.7,43277.8,-0.7484283052208792,-1.0081337938420407,0.2597054886211615,0.2597054886211615,0.0,1645026000,INITIAL_STOP,0.11469879518073041,1.4888353413654696,-1.1992771084337444,0.11469879518073041,1.4888353413654696,-1.2999196787148766,0.11469879518073041,1.6293975903614528,-1.1475502008031981,0.35477911646585325,1.6293975903614528,-1.2110843373493987,historical
1645038600,1645038900,1645039140,-1,43981.6,142.97857142857225,1645038960,1,44067.3,4,44127.2,44043.8,43948.1,-0.6891432682220006,-1.0102536577242724,0.3211103895022719,0.3211103895022719,0.0,1645039200,INITIAL_STOP,0.0006994055053102958,2.0520557526102796,-1.5610730878753276,0.0006994055053102958,2.4367287805365403,-1.1323375131138569,0.0006994055053102958,2.765449368037163,-1.7016535944447326,0.0006994055053102958,2.765449368037163,-0.6434530648948357,historical
1645080600,1645082400,1645083360,-1,43743.9,174.27142857142826,1645083180,13,43794.0,16,43800.2,43785.8,43736.1,-0.22373985026093404,-1.0083670054922464,0.7846271552313124,0.7846271552313124,0.0,1645085400,INITIAL_STOP,0.04533158455611959,0.4079842610049928,-0.300680383638012,0.04533158455611959,1.1309943437986656,-0.7987539962291839,0.04533158455611959,1.584310189359778,-0.8067874415935663,4.268628576112812,1.584310189359778,3.269612263300293,historical
1645341600,1645342500,1645343040,1,38779.7,231.60714285714235,1645342860,6,38689.2,9,38665.1,38794.3,38727.2,-0.3354501752762751,-1.005581246980201,0.6701310717039259,0.6701310717039259,0.0,1645345500,INITIAL_STOP,0.08333076329993565,0.976653816499604,-0.3613878180416228,0.10362374710871264,0.976653816499604,-0.14464148033924473,0.21717810331535614,2.282744795682336,-1.6657517347725368,0.21717810331535614,3.77665381649961,-2.904919043947559,historical
1645405200,1645405500,1645405800,-1,38623.6,223.1071428571418,1645405620,2,38819.5,5,38883.5,38733.5,38525.0,-0.782377999039547,-1.0057705608025107,0.22339256176296374,0.22339256176296374,0.0,1645406100,INITIAL_STOP,0.0,2.36478309588603,-2.237938210340987,0.0,2.807619657435589,-2.4436689611013596,0.0,3.4127101008484297,-2.5342084200416384,0.0,3.4127101008484297,-1.990523451256606,historical
1645709700,1645710900,1645711380,1,35600.1,330.41428571428486,1645711200,5,35449.1,8,35459.2,35671.2,35520.0,-0.28788102526410214,2.0326256978973074,-2.3205067231614094,0.0,2.3205067231614094,1645729200,PROFIT_STOP,0.2660296597345375,0.5384149768688717,-0.016343119028064457,0.2660296597345375,0.8580742790436174,-0.7287820485105165,0.8683038609537876,1.4360759220026844,-0.12136279130096007,1.5919408534739978,1.4360759220026844,1.0105495265683844,historical
1646034300,1646035800,1646036580,1,38510.1,242.67642857142815,1646036400,10,38329.2,13,38352.5,38666.6,38363.5,-0.4382392525418392,-1.0052896361115677,0.5670503835697285,0.5670503835697285,0.0,1646042400,INITIAL_STOP,0.16400439150310134,0.8657618757487144,-0.6964005568849774,0.16400439150310134,0.9753728509743913,-0.8777119444763325,0.16400439150310134,1.4912861629389014,-0.22540302048287714,0.16400439150310134,1.884814288279229,-1.3264576287649423,historical
1646499000,1646499600,1646499900,-1,39313.7,128.80714285714308,1646499720,2,39382.4,5,39394.5,39380.2,39271.0,-0.4283700585962915,-1.010173788794609,0.5818037301983174,0.5818037301983174,0.0,1646500500,INITIAL_STOP,0.24377530083730814,1.5550379859147319,-1.2080075417290954,0.24377530083730814,1.5550379859147319,-0.8252647923252028,0.24377530083730814,1.8725669605723148,-0.6940608883713294,0.5869239727166737,1.8725669605723148,-0.5209338435091665,historical
1646662800,1646663400,1646663820,1,39186.9,231.22142857142848,1646663640,4,39061.0,7,39046.9,39214.2,39103.3,-0.40930273598797295,-1.0056492601402511,0.5963465241522782,0.5963465241522782,0.0,1646665200,INITIAL_STOP,0.20759321615025803,1.1339779432208035,-0.8463748416793001,0.20759321615025803,1.5413796299156721,-1.5305674832411795,0.20759321615025803,2.4214883692193703,-1.639121435853079,0.20759321615025803,2.4214883692193703,-0.8762163665008745,historical
1647216000,1647216600,1647217200,-1,37677.8,217.22857142857174,1647217020,7,37806.7,10,37779.9,37759.9,37650.1,-0.31912281555525834,-1.0057815906002072,0.6866587750449489,0.6866587750449489,0.0,1647219900,INITIAL_STOP,0.7167565434697021,0.8401288964882271,-0.47507562804154846,0.7167565434697021,0.8401288964882271,-0.407865316322497,0.7167565434697021,3.039195054583699,-2.5880573457845415,0.7167565434697021,3.039195054583699,-1.6379060897014113,historical
1647489300,1647490200,1647490500,-1,40924.3,167.04285714285757,1647490320,2,40973.7,5,41028.7,40963.8,40875.0,-0.42482596710280074,-1.008166427207169,0.5833404601043684,0.5833404601043684,0.0,1647492900,INITIAL_STOP,0.0,0.9566407252201886,-0.7213717608825775,0.0,0.9566407252201886,-0.5735055161207284,0.0,3.436842555374993,-1.5145813734713038,0.0,3.436842555374993,-1.0404515522106956,historical
1647586200,1647587100,1647587760,1,40757.6,108.67142857142815,1647587580,8,40698.0,11,40680.0,40775.0,40705.7,-0.4885545418693238,-1.0125017834450534,0.5239472415757296,0.5239472415757296,0.0,1647589800,INITIAL_STOP,0.014723281188365791,0.8162219008807441,-0.5834100170895384,0.014723281188365791,1.1281714210595415,-0.31010911003020974,0.014723281188365791,2.2591034573419306,-1.834888918101769,0.014723281188365791,2.879321677402417,-2.094386749046925,historical
1648644300,1648644600,1648644900,-1,47209.3,147.14285714285714,1648644720,2,47275.8,5,47320.5,47260.0,47200.0,-0.5145134336569447,-1.0106946634304066,0.4961812297734619,0.4961812297734619,0.0,1648662000,INITIAL_STOP,0.0006796116505249955,0.8060194174757183,-0.37174757281551424,0.8678640776699326,0.8060194174757183,0.663300970873826,2.000776699029136,0.8060194174757183,0.6279611650485536,2.4418446601941945,0.8060194174757183,0.07000000000001978,historical
1648730700,1648731900,1648732440,1,47535.7,114.75,1648732260,6,47370.5,9,47254.6,47619.4,47383.4,-1.6469239506172755,-1.0138084822076978,-0.6331154684095777,0.0,0.6331154684095777,1648732500,INITIAL_STOP,0.12461873638346763,4.232679738562066,-3.2453159041393826,0.12461873638346763,4.406971677559888,-4.191721132897603,0.12461873638346763,11.640087145969474,-11.209586056644842,0.12461873638346763,11.640087145969474,-8.481045751633962,historical
1648802100,1648803600,1648804440,-1,45112.0,141.02142857142775,1648804260,11,45132.5,14,45180.0,45127.2,45080.0,-0.332127302503843,1.4893368451265525,-1.8214641476303954,0.0,1.8214641476303954,1648816200,PROFIT_STOP,0.4396494960239098,0.5438889733069774,-0.13260396089751345,0.5155244896925316,0.7573317125057233,-0.5594894392949535,1.0423947728308829,0.7594590487767757,0.3488831484576626,1.0423947728308829,0.7828597477587141,-0.6247277516081583,historical
