period,vol_bucket,N,EV_R,PF,SumR,WR,FAST_0P5_rate,EXPAND_1R_60_rate,LATE_EXPAND_rate,FAILED_EXPAND_rate,impulse60_rate,RIGHT_TAIL_ge1p5R_rate,mean_mfe15,mean_mfe30,mean_mfe60,mean_mfe120,mean_mae15,mean_mae30,mean_mae60,mean_mae120
2021_2023,P40_60,609,0.024230996991000568,1.038816751634459,14.756677167519346,0.3579638752052545,0.4269293924466338,0.4367816091954023,0.1330049261083744,0.5632183908045977,0.28735632183908044,0.15435139573070608,0.6087940439987266,0.9449643406340592,1.314342507552069,1.831338339218463,0.5521493547324208,0.7840711531118718,1.1002943196101667,1.5566370911253304
2021_2023,P80_100,516,0.12370958506594201,1.2438702862434714,63.83414589402608,0.4166666666666667,0.43023255813953487,0.39728682170542634,0.1124031007751938,0.6027131782945736,0.30426356589147285,0.16085271317829458,0.6012724242415726,0.8060455014636125,1.2414074927426637,1.6524576839470113,0.48888135708526975,0.6632091423208849,0.878980173563702,1.2380238753001902
2024_2025,P40_60,467,0.07902043766697218,1.1313964455321048,36.90254439047601,0.3811563169164882,0.4732334047109208,0.44967880085653106,0.12419700214132762,0.550321199143469,0.3169164882226981,0.1905781584582441,0.619509942002425,0.9341362400882776,1.2785430995913427,1.849092254397407,0.5860633996771611,0.8253677938435238,1.1691584415612615,1.6303888335974885
2024_2025,P80_100,260,-0.025990403360454318,0.9525252733262809,-6.757504873718123,0.3730769230769231,0.43846153846153846,0.3346153846153846,0.06923076923076923,0.6653846153846154,0.23076923076923078,0.13076923076923078,0.5092218256561023,0.7078726612602677,0.9818245980968088,1.3514691162185741,0.5662465649263313,0.7894596064252725,1.0362975027570582,1.3499750148132665
2026,P40_60,105,0.25372930577079744,1.4562053670035287,26.64157710593373,0.42857142857142855,0.4,0.47619047619047616,0.1523809523809524,0.5238095238095238,0.3238095238095238,0.24761904761904763,0.6136042239385048,0.8798591479073004,1.298852967388525,1.7540933894799735,0.5542095331998598,0.8312201002859033,1.1770014803657167,1.6506976568706615
2026,P80_100,63,-0.12827678295973946,0.7886465809051733,-8.081437326463586,0.30158730158730157,0.38095238095238093,0.38095238095238093,0.09523809523809523,0.6190476190476191,0.2698412698412698,0.12698412698412698,0.4944525823892171,0.6484221253718822,0.9690022931736262,1.2967481753181005,0.5464448974254714,0.8274584769342401,1.095637986037126,1.464772075565211
